"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
840	0,2305451	0,7659687	0,1047895	0,0532971	0,6975880	0,5397205	0,0701633	0,6437396	0,0797790	0,0231485	0,0742551	0,0344934	0,0485201	0,0024553	0,6931371	0,1548309	0,3212469	0,7784565	0,4397588	0,0746750	0,3084672	0,0121094	0,0437837	0,2604612	0,7634120	0,6768271	0,0655945	0,6040884	0,1332865	0,0697547	0,1877707	0,4226283	0,0282471	0,0371883	0,0113763	0,0080888	0,0577219	0,1012317	0,4867213	0,1578659	0,4521741	0,1556887	0,0033277	0,0688539	0,0215171	0,6214429	0,1525357	0,3897325	0,5423953	0,5856705	0,2014490	0,0176533	0,0247654	0,0163638	0,0080239	0,0066363	0,0368195	0,6503200	0,0055796	0,0410402	0,0612669	0,0920837	0,0588202	0,0914682
860	0,1639164	0,6844742	0,1267512	0,0398552	0,7056718	0,4590284	0,0917413	0,5997284	0,0666528	0,0438054	0,1089232	0,0467556	0,0455958	0,0020145	0,6469533	0,1543241	0,3921674	0,7148662	0,3922191	0,0883771	0,2861531	0,0063704	0,0062784	0,2572805	0,6850559	0,5797989	0,0623367	0,6653362	0,0876215	0,1156998	0,1515849	0,4574642	0,0119399	0,0193818	0,0091267	0,0067565	0,0845667	0,0939471	0,6114517	0,2273743	0,5659735	0,1547317	0,0008099	0,0340667	0,0612361	0,6538010	0,0962614	0,4565840	0,5813052	0,5340231	0,2958185	0,0369802	0,0064322	0,0151659	0,0179620	0,0038352	0,0355776	0,6194467	0,0109264	0,0523193	0,0600841	0,1093114	0,0424911	0,0891958
880	0,2001715	0,8442821	0,0761506	0,0470959	0,6876218	0,5899524	0,0574594	0,6756731	0,0625177	0,0599531	0,0615516	0,0922437	0,0563754	0,0031032	0,7755578	0,0927982	0,3651978	0,6966567	0,4052046	0,0831399	0,3610008	0,0113619	0,0039854	0,2502911	0,7925964	0,6658532	0,1077814	0,5098789	0,0678152	0,0786628	0,1342570	0,3612320	0,0121286	0,0148945	0,0084425	0,0139753	0,0566350	0,1097963	0,5664768	0,2240383	0,4368573	0,1716013	0,0009406	0,0259860	0,0284302	0,7088042	0,1454074	0,5689447	0,5812090	0,7130506	0,2705068	0,0165875	0,0025552	0,0140604	0,0186299	0,0027221	0,0621820	0,5487919	0,0049420	0,0402624	0,0677385	0,1247115	0,0229776	0,0644072
900	0,1843008	0,7890246	0,0790195	0,0358493	0,6203861	0,5935841	0,0634894	0,7751612	0,0536788	0,0294114	0,0549822	0,0394145	0,0500003	0,0107015	0,7736393	0,1548600	0,2582062	0,7209351	0,3506270	0,0623948	0,3269568	0,0112755	0,0201550	0,2347978	0,7923622	0,7880300	0,0899014	0,6337470	0,1423227	0,0544085	0,1397589	0,3950951	0,0339142	0,0226390	0,0087476	0,0025771	0,0520157	0,1138275	0,7101714	0,1760752	0,4963554	0,1398683	0,0004209	0,0481005	0,0611685	0,6876443	0,1140081	0,3807263	0,6595138	0,6622719	0,3349476	0,0312746	0,0025641	0,0241991	0,0129739	0,0064682	0,0347852	0,4336926	0,0045471	0,0273179	0,0683760	0,1430100	0,0301342	0,0551584
920	0,2126826	0,7313564	0,0677202	0,0306967	0,7316096	0,6660851	0,0539559	0,6134352	0,0792470	0,0690012	0,0654572	0,0272726	0,0900295	0,0007872	0,6757105	0,0931589	0,2930035	0,8255988	0,3977098	0,0695707	0,3673629	0,0107805	0,0063070	0,3260682	0,9154220	0,6228055	0,1131919	0,4859755	0,0691105	0,0605850	0,1330011	0,3868009	0,0229746	0,0363102	0,0515541	0,0012014	0,0494383	0,0879912	0,4316764	0,1644306	0,3886567	0,1581875	0,0051122	0,0279962	0,0591346	0,6381084	0,0848656	0,5657144	0,6438331	0,6107624	0,4953745	0,0379006	0,0040668	0,0168395	0,0152663	0,0070599	0,0290344	0,6160329	0,0335347	0,0491748	0,0835512	0,0982656	0,0079210	0,0715235
940	0,2077361	0,7525505	0,0682994	0,0194603	0,7517626	0,7247505	0,1046536	0,7376256	0,0661817	0,0261695	0,0570462	0,0236252	0,0389588	0,0047908	0,6648295	0,0970800	0,3502549	0,6655546	0,4606594	0,0540023	0,3578502	0,0040586	0,0074065	0,2864357	0,8564392	0,6296668	0,0858224	0,5444061	0,1637636	0,1012858	0,1725768	0,4781154	0,0148227	0,0504736	0,0116012	0,0056790	0,0442229	0,0801069	0,5728041	0,1836866	0,4398003	0,1590959	0,0015177	0,0640050	0,0566880	0,5883045	0,0961382	0,5566802	0,6945844	0,6428414	0,3905826	0,0296271	0,0012334	0,0105057	0,0126098	0,0027832	0,0308941	0,7066792	0,0037521	0,0499591	0,1077023	0,0854489	0,0181111	0,0318681
960	0,2190716	0,6626417	0,0820738	0,0331476	0,7775688	0,6001378	0,0769454	0,6919100	0,0615468	0,0390882	0,0468611	0,0167423	0,0287862	0,0000465	0,7020373	0,1153763	0,3128032	0,6495895	0,4079742	0,0640721	0,3143934	0,0081365	0,0112344	0,2445894	0,6532980	0,6049718	0,0921689	0,5806434	0,0869821	0,1018907	0,1414061	0,4037394	0,0225050	0,0356164	0,0120236	0,0114692	0,0483799	0,1389541	0,6686276	0,2008841	0,5900548	0,1616118	0,0004653	0,0256730	0,0779118	0,6107856	0,1141012	0,4473928	0,6706556	0,5808161	0,4312454	0,0361030	0,0027538	0,0167494	0,0202858	0,0039213	0,0131070	0,5613672	0,0034761	0,0243781	0,0880233	0,0570596	0,0277622	0,0341808
980	0,2815498	0,6241209	0,0841729	0,0353376	0,8252968	0,7463120	0,0422493	0,6646425	0,0379962	0,0310325	0,0434066	0,0099547	0,0181128	0,0042388	0,6230944	0,1134866	0,3289037	0,5894699	0,3291309	0,0820855	0,2504032	0,0188152	0,0289670	0,3119163	0,9461174	0,5703015	0,0728402	0,4961740	0,0554967	0,0714318	0,1281690	0,4336629	0,0222205	0,0156566	0,0182404	0,0067797	0,0815425	0,1032621	0,5951121	0,1763311	0,6295587	0,1814338	0,0000741	0,0157764	0,0381613	0,7111176	0,0923236	0,4310434	0,5891483	0,6656316	0,4836844	0,0535195	0,0011209	0,0158847	0,0373678	0,0197652	0,0330956	0,5053829	0,0125060	0,0360336	0,0633044	0,1074835	0,0264910	0,0454923
1000	0,2553483	0,6079790	0,0526868	0,0529371	0,7718259	0,7389726	0,0951752	0,6524461	0,0678923	0,0206218	0,0724034	0,0242281	0,0276432	0,0012649	0,6900993	0,1182136	0,2807490	0,5627496	0,3267008	0,0819595	0,3075020	0,0137412	0,0133138	0,2230447	0,6994858	0,6180175	0,1013937	0,6051779	0,1080026	0,0527024	0,1682005	0,3992285	0,0195681	0,0396543	0,0075675	0,0089283	0,0336271	0,1312894	0,5874852	0,1167870	0,4578743	0,1719375	0,0001279	0,0220478	0,0581454	0,6150311	0,1008998	0,4025571	0,8003071	0,6128306	0,4530870	0,0164323	0,0046852	0,0142982	0,0207122	0,0081334	0,0658121	0,6819294	0,0047698	0,0214178	0,0779067	0,1183438	0,0204006	0,0721882
1020	0,1894092	0,7622645	0,0614014	0,0589501	0,8117162	0,5477310	0,0628611	0,7867124	0,0682036	0,0481702	0,0358254	0,0521864	0,0190601	0,0011733	0,7682577	0,0807601	0,2567726	0,6625900	0,3471308	0,0744905	0,3785554	0,0000514	0,0119734	0,2580518	0,6864989	0,5360697	0,1044486	0,5856627	0,1039725	0,1283311	0,1990747	0,3709649	0,0222103	0,0115443	0,0192638	0,0158631	0,0319245	0,1673118	0,7274508	0,1397459	0,4248468	0,2306257	0,0000000	0,0257819	0,0346844	0,5786727	0,1017447	0,4544162	0,6542963	0,6361345	0,4276392	0,0173222	0,0017199	0,0421962	0,0158011	0,0092378	0,0342786	0,6268442	0,0083725	0,0455309	0,0558115	0,0773762	0,0051563	0,0706723
1040	0,2069335	0,5469058	0,0474659	0,0689900	0,7865009	0,5245776	0,0651893	0,6117758	0,0695585	0,0270851	0,0473776	0,0059415	0,0448703	0,0040960	0,7670819	0,1224205	0,3260111	0,7159342	0,4004035	0,0710401	0,2733697	0,0057622	0,0037811	0,2309136	0,8110639	0,5122767	0,1046063	0,6225090	0,1000158	0,0894852	0,1523646	0,3839296	0,0254350	0,0197854	0,0064111	0,0718918	0,0272650	0,1297966	0,5642646	0,1791002	0,4140391	0,1559288	0,0000519	0,0143679	0,0533371	0,6809492	0,1307727	0,4579877	0,6845000	0,6449639	0,4183807	0,0127067	0,0021701	0,0261008	0,0036946	0,0070264	0,0674650	0,5406678	0,0209312	0,0365468	0,0535846	0,0961911	0,0130934	0,1153853
1060	0,1629445	0,4965746	0,0452519	0,0585808	0,6998783	0,6451995	0,0648337	0,7630476	0,0588222	0,0197636	0,0540957	0,0225777	0,0242167	0,0199615	0,7969321	0,0897817	0,2505363	0,6359073	0,4093754	0,0749773	0,3561626	0,0082703	0,0044954	0,3038950	0,7002375	0,5415973	0,0442244	0,5433544	0,1197908	0,0930142	0,2068436	0,3213730	0,0450359	0,0140999	0,0199365	0,0085320	0,0495347	0,1279040	0,5484690	0,1831994	0,4673733	0,1419189	0,0018331	0,0456371	0,0442162	0,7989193	0,1175702	0,4855408	0,7536564	0,6409706	0,5285718	0,0294583	0,0186461	0,0436474	0,0197577	0,0063011	0,0602679	0,4982790	0,0312409	0,0425403	0,0753581	0,0807232	0,0223863	0,0731326
1080	0,2032987	0,5519967	0,0489992	0,0837671	0,6452332	0,6934784	0,0802178	0,7480699	0,0726425	0,0234081	0,0678637	0,0244828	0,0352588	0,0032031	0,6560276	0,1326248	0,3214608	0,5663591	0,3693928	0,1316525	0,3171708	0,0041961	0,0059490	0,2654642	0,8191386	0,4743437	0,0826891	0,5781848	0,0844509	0,1035671	0,1305481	0,4258123	0,0258742	0,0091315	0,0245957	0,0046427	0,0326729	0,1610351	0,6386087	0,2141991	0,5248136	0,1985117	0,0017074	0,0479069	0,0695804	0,6142574	0,1814690	0,3861911	0,6922563	0,5619189	0,5088752	0,0184277	0,0102575	0,0301164	0,0136867	0,0023803	0,0267977	0,4817142	0,0291652	0,0308450	0,0698748	0,0665532	0,0211086	0,0890018
1100	0,1872478	0,6079158	0,0737265	0,0525196	0,6616879	0,5385651	0,0571533	0,7027687	0,0588915	0,0498720	0,0897526	0,0188547	0,0414287	0,0041553	0,6357961	0,1357398	0,3000639	0,6164863	0,3857320	0,0514580	0,3449998	0,0169470	0,0085314	0,2594736	0,7134523	0,4951241	0,0911172	0,5221178	0,0942592	0,1067742	0,3213606	0,3804847	0,0207485	0,0465521	0,0157138	0,0056854	0,0279172	0,1288659	0,5805655	0,2743707	0,5033795	0,2052588	0,0016264	0,0442361	0,0634586	0,6808076	0,2113583	0,4298072	0,6692253	0,7693588	0,4223718	0,0164799	0,0052738	0,0317912	0,0178480	0,0142852	0,0378388	0,5939517	0,0121233	0,0336026	0,0543416	0,1078228	0,0442485	0,0516843

0	0,1997772	0,8253188	0,0846478	0,0484323	0,5545724	0,5442527	0,0701207	0,6618997	0,0355832	0,0239624	0,0399128	0,0180909	0,0373066	0,0036260	0,6600308	0,1011113	0,4308899	0,6709773	0,3234313	0,0665400	0,3533504	0,0066026	0,0298766	0,2584782	0,7390804	0,5472441	0,0586948	0,6293164	0,0657236	0,0666415	0,1827976	0,3865966	0,0180034	0,0289306	0,0206254	0,0063066	0,0173177	0,1628975	0,6025507	0,1392883	0,4585195	0,1902149	0,0013506	0,0139465	0,0599712	0,6437226	0,0720470	0,5283172	0,6680108	0,6940748	0,4305934	0,0259417	0,0030122	0,0194847	0,0182797	0,0302553	0,0293658	0,6576577	0,0150472	0,0300793	0,0761463	0,1404207	0,0389543	0,0820539
20	0,1778922	0,7305090	0,0827554	0,0257600	0,7366643	0,4893766	0,0871300	0,8645570	0,0657409	0,0864829	0,0662510	0,0110371	0,0521237	0,0558776	0,7963955	0,1123601	0,3954928	0,5818378	0,3486074	0,0815275	0,4560356	0,0214876	0,0110063	0,2468668	0,7672913	0,5686544	0,0828840	0,6113200	0,0799283	0,0894010	0,1629033	0,4322896	0,0528350	0,0354053	0,0165338	0,0246537	0,0581603	0,1167259	0,5792359	0,1121674	0,4714557	0,1259893	0,0033066	0,1280911	0,0620401	0,5789690	0,0853364	0,4346827	0,6189971	0,6428679	0,4485361	0,0025898	0,0367039	0,0739694	0,0746603	0,0127687	0,0666871	0,6161266	0,0072948	0,0447213	0,0417888	0,1291049	0,0108152	0,0731683
40	0,1860105	0,6945636	0,0849408	0,0433736	0,5637807	0,4784257	0,0303658	0,9105951	0,1015507	0,1462669	0,0706447	0,0196731	0,0546419	0,1463876	0,7712074	0,1170683	0,2217811	0,3774457	0,4052381	0,0559123	0,5615521	0,0171362	0,0173996	0,2782232	0,7814271	0,5632305	0,0841562	0,5941991	0,1088859	0,0816092	0,1584397	0,5067921	0,1651479	0,0229228	0,0119557	0,0678823	0,0445712	0,1043784	0,6761150	0,2022168	0,4690783	0,1785760	0,0004552	0,0799271	0,0365583	0,6435375	0,1550904	0,4705735	0,6796991	0,4899032	0,3784906	0,0191844	0,0783945	0,1222062	0,1874507	0,0235032	0,0832326	0,5464914	0,0125003	0,0650985	0,0618478	0,1203351	0,0128910	0,0465140
60	0,1429293	0,6464734	0,0963026	0,0184528	0,6330872	0,5133926	0,0937171	0,6009563	0,0486754	0,2224756	0,0300466	0,0457754	0,0481595	0,2393613	0,7613922	0,1389242	0,2623420	0,2277252	0,3513669	0,0265448	0,5503410	0,0053605	0,0036494	0,2784153	0,6188196	0,6902375	0,0630317	0,6630835	0,0951632	0,0876801	0,1357626	0,3132959	0,2369367	0,0359105	0,0139845	0,1741998	0,0833987	0,1380494	0,6549448	0,1515681	0,3963843	0,1687788	0,0006694	0,0581144	0,0765774	0,6349762	0,1420816	0,5667462	0,7563662	0,7122387	0,4464312	0,0068767	0,1672568	0,2688429	0,2328989	0,0101952	0,0795240	0,5897213	0,0038538	0,0458058	0,0626729	0,1152937	0,0130325	0,0233790
80	0,1283088	0,6934215	0,1115932	0,0248777	0,4953734	0,5581721	0,1096718	0,8645457	0,0702235	0,3429028	0,0598104	0,1617559	0,0906265	0,2607469	0,6670886	0,1815856	0,3125124	0,1959417	0,5336305	0,1110681	0,5871293	0,0127204	0,0036038	0,2785061	0,7383418	0,6267115	0,0665639	0,6869705	0,1189986	0,0578160	0,1963774	0,4208359	0,2279060	0,0496650	0,0219839	0,1271545	0,0501940	0,1279634	0,4710414	0,2075592	0,4774141	0,1535427	0,0004307	0,0752531	0,0215185	0,6458103	0,0791819	0,7336363	0,6234512	0,6494117	0,3138233	0,0016665	0,1196009	0,4466463	0,1762770	0,0037635	0,0856113	0,6570103	0,0094053	0,0859563	0,0557477	0,1073967	0,0252599	0,0707428
100	0,0632125	0,7311475	0,1152796	0,0208058	0,6573431	0,5776916	0,1414754	0,7811238	0,0907960	0,3570572	0,0386354	0,2190539	0,0515810	0,4634603	0,6353340	0,1830248	0,3445908	0,1327168	0,3694412	0,0502452	0,7618382	0,0267357	0,0022216	0,3147567	0,6106614	0,5171698	0,0796432	0,7173421	0,0684147	0,0652248	0,1828159	0,2860123	0,4103433	0,0209695	0,0217921	0,1338471	0,0426030	0,1352354	0,4945116	0,2188013	0,4987814	0,1879325	0,0000282	0,0938647	0,0599465	0,6564833	0,1084497	0,6794000	0,5891059	0,6537178	0,3654830	0,0246286	0,1660136	0,4493966	0,2296252	0,0136241	0,0901928	0,5628642	0,0101575	0,0496007	0,0770176	0,0969412	0,0507659	0,0353378
120	0,0785345	0,6034967	0,0827429	0,0364350	0,5880977	0,6250486	0,1798798	0,6150537	0,1094805	0,3352767	0,0325730	0,2444892	0,0515422	0,3575950	0,5376668	0,1680872	0,3207223	0,1532770	0,3276479	0,0478168	0,6379219	0,0225166	0,0007557	0,2274393	0,7311010	0,6454742	0,1205698	0,8509462	0,0583984	0,0891120	0,1989492	0,3392446	0,3813618	0,0290297	0,0166683	0,1452685	0,0531139	0,0939991	0,4864300	0,3083119	0,4891798	0,2266291	0,0003127	0,0745807	0,0383092	0,6370356	0,0434157	0,7163604	0,6127168	0,7043591	0,4053755	0,0075194	0,2707619	0,4961329	0,2928159	0,0104529	0,0807867	0,7352855	0,0377727	0,0660240	0,1777254	0,0931863	0,0310905	0,0403304
140	0,0514421	0,6805307	0,1332580	0,0320791	0,6623313	0,6965667	0,2704698	0,7959345	0,0702984	0,3490648	0,0460182	0,2728440	0,0509792	0,3902191	0,6155762	0,1478320	0,3287663	0,1283100	0,3742436	0,0308896	0,7367975	0,0510386	0,0034594	0,2530213	0,6087301	0,5936655	0,1931229	0,7488411	0,1509144	0,0741229	0,3353648	0,3645537	0,4531757	0,0656376	0,0065367	0,1707859	0,0245873	0,1486401	0,5161948	0,2949567	0,4334959	0,3972473	0,0013899	0,1078304	0,0338326	0,6128084	0,0809649	0,7911184	0,6491523	0,7032929	0,5537051	0,0138594	0,2263783	0,5451758	0,3034170	0,0049206	0,0656648	0,5934885	0,1072678	0,1654111	0,1489379	0,0744935	0,0112394	0,0679714
160	0,0226400	0,7035784	0,0943729	0,0328690	0,6142315	0,6212741	0,1709390	0,6144075	0,1206593	0,3835956	0,0370075	0,2364549	0,1010047	0,6452518	0,4736312	0,1599633	0,3176229	0,0876860	0,2858161	0,0391430	0,6594267	0,0929082	0,0028851	0,2494918	0,9133696	0,6766382	0,2277500	0,6373726	0,1440890	0,0540194	0,3401221	0,3905588	0,4703544	0,0996600	0,0070114	0,2118713	0,0527262	0,1931168	0,4557201	0,3723319	0,5238111	0,3808549	0,0051757	0,1317503	0,0685594	0,5612887	0,1655322	0,8093286	0,6283077	0,6918724	0,4668540	0,0398647	0,2111660	0,5681721	0,2001637	0,0112587	0,0622456	0,6789373	0,1039763	0,1604737	0,1867406	0,0631154	0,0044479	0,0897570
180	0,0190321	0,7680984	0,0915076	0,0338967	0,5678038	0,7135694	0,3216395	0,6395345	0,1657450	0,3339623	0,0309907	0,3804062	0,1279573	0,5142491	0,5215375	0,2603423	0,3125827	0,1117519	0,4086544	0,0350617	0,7526407	0,1194517	0,0114061	0,3391338	0,7772511	0,7362204	0,2780085	0,8989048	0,1611167	0,0831818	0,3886529	0,4375924	0,5241377	0,1153739	0,0157445	0,1965414	0,0575047	0,2094714	0,5410855	0,4651907	0,5584306	0,4643133	0,0045347	0,1656076	0,0292418	0,6920435	0,0835234	0,7294062	0,5154846	0,5782103	0,4507276	0,0430961	0,2293076	0,5984776	0,2474112	0,0049215	0,1566886	0,6589309	0,2453443	0,2396758	0,2514311	0,0529198	0,0139707	0,0819170
200	0,0200467	0,7385587	0,1133787	0,0347203	0,5079832	0,7201316	0,2703203	0,6553754	0,2055585	0,3506864	0,0707073	0,4538480	0,1451556	0,5938195	0,5799544	0,2491124	0,3171723	0,1384213	0,3830634	0,0367642	0,6112489	0,2634970	0,0062041	0,2737141	0,6350441	0,6151030	0,2379789	0,6069639	0,1042351	0,0733136	0,4119133	0,4329712	0,6064019	0,1062490	0,0075519	0,2979750	0,0680683	0,2995642	0,6719183	0,4470557	0,4574430	0,4676156	0,0182589	0,1662883	0,0290273	0,7027783	0,1318278	0,6589939	0,6288677	0,5248194	0,5261230	0,0307247	0,1537679	0,6586582	0,3234644	0,0065946	0,1068231	0,7103971	0,3549878	0,2008679	0,3287575	0,0985084	0,0160012	0,0788547
220	0,0449696	0,7467264	0,1308001	0,0319879	0,5594015	0,5933008	0,2037204	0,5590795	0,1953399	0,3830440	0,0492496	0,7211513	0,2000103	0,5702147	0,5312765	0,2960274	0,2553676	0,1324972	0,4792919	0,0562498	0,6371760	0,3079761	0,0004261	0,2119125	0,6756905	0,5153581	0,3829146	0,6157283	0,1602772	0,0839108	0,3859434	0,4088862	0,5992759	0,2451926	0,0072100	0,2956903	0,0756780	0,3697274	0,5472090	0,5732236	0,4484738	0,6415177	0,0091879	0,2452743	0,0434234	0,6112886	0,1391840	0,8034387	0,6201178	0,7062118	0,5109041	0,0502335	0,1845766	0,6948112	0,3134227	0,0045161	0,1431091	0,5882372	0,4236587	0,2048791	0,3650739	0,0947486	0,0067151	0,0888614
240	0,0194453	0,6458556	0,1337667	0,0555677	0,5176457	0,7682880	0,1957300	0,6624816	0,2014938	0,3698127	0,0643854	0,5910806	0,3324135	0,6387796	0,6118791	0,2564190	0,3109132	0,0867392	0,3993422	0,0481815	0,6228111	0,3710775	0,0010691	0,2639187	0,7385235	0,6904090	0,3879623	0,7016152	0,1655471	0,0845954	0,4553683	0,4088981	0,6104359	0,2450332	0,0329160	0,2805701	0,0366634	0,3651438	0,5265268	0,5384722	0,5502911	0,5300840	0,0111155	0,1959469	0,0320472	0,6728913	0,2171199	0,7040462	0,6435445	0,6428994	0,4447743	0,0843428	0,2121068	0,6401434	0,2619587	0,0027425	0,1200048	0,7377316	0,4633096	0,1396267	0,3520830	0,1044912	0,0090335	0,1022105
260	0,0336660	0,6234321	0,1798413	0,0504838	0,4765127	0,6631758	0,1996718	0,6490872	0,1798089	0,4148767	0,0594937	0,5310883	0,3773433	0,6519795	0,6093033	0,2495860	0,2644794	0,1218090	0,4294288	0,0500290	0,5655624	0,5157684	0,0058409	0,2143050	0,6510149	0,4635776	0,3929539	0,7260228	0,2404230	0,0819327	0,4361328	0,3619959	0,6555700	0,2614374	0,0175605	0,4713515	0,0823187	0,3403868	0,4324679	0,5230358	0,4627365	0,6306956	0,0080574	0,2692023	0,0524858	0,7710564	0,0877026	0,6795788	0,5260546	0,6574820	0,4674523	0,0983094	0,2095196	0,5749312	0,2220639	0,0026250	0,1126907	0,6624214	0,4909297	0,1903097	0,4003889	0,0869726	0,0168980	0,0912871
280	0,0461059	0,7069127	0,1560843	0,0431335	0,5471543	0,6733533	0,2740034	0,5262753	0,1620350	0,3914939	0,0552637	0,5965964	0,3218288	0,6250041	0,7170590	0,2158588	0,3123106	0,1247638	0,4775671	0,0626000	0,6054036	0,4730365	0,0005434	0,2977231	0,7761130	0,4999278	0,3831117	0,8839736	0,2456678	0,0800764	0,5498419	0,4235968	0,6841038	0,2390940	0,0129764	0,4441960	0,0983423	0,3562346	0,4731982	0,6033607	0,4124816	0,7818074	0,0140469	0,2149698	0,0608480	0,8448597	0,1964054	0,6428825	0,5611880	0,5624680	0,4791575	0,0676699	0,2173748	0,4994675	0,2849860	0,0146846	0,1249228	0,7765033	0,4564072	0,2935237	0,3494787	0,0794082	0,0100313	0,1093006
300	0,0335871	0,7685821	0,1096615	0,0317894	0,4749847	0,5379643	0,2255741	0,6431934	0,1818513	0,4505349	0,0748133	0,6047284	0,4229121	0,5775376	0,5316773	0,2982717	0,2944037	0,1375186	0,4534212	0,0418154	0,7386353	0,4906837	0,0013537	0,2376148	0,6905836	0,6347164	0,2646654	0,7106690	0,2412161	0,0928294	0,4382457	0,4377398	0,6784810	0,2661188	0,0229687	0,5184787	0,1070244	0,2936917	0,5748580	0,5791252	0,6092709	0,6742657	0,0191526	0,2610064	0,0640608	0,7566330	0,2014540	0,8151384	0,7203289	0,7254258	0,4874691	0,0845344	0,2291450	0,5642711	0,2265044	0,0019270	0,1768552	0,6621620	0,5579619	0,2226517	0,2992859	0,0715876	0,0221005	0,1061933
320	0,0186770	0,5746397	0,1550426	0,0318696	0,5936858	0,6891260	0,2913175	0,6667451	0,2331912	0,5214025	0,0739712	0,6441574	0,3981073	0,6239746	0,6071625	0,2253381	0,3072412	0,1551291	0,3945688	0,0394152	0,7667206	0,4632839	0,0000000	0,2538874	0,7873535	0,5873734	0,4666975	0,8677150	0,4126941	0,0936896	0,4920827	0,4248139	0,6914799	0,2402159	0,0211906	0,4497191	0,0877416	0,3178782	0,5771210	0,6230842	0,5179232	0,6578071	0,0212392	0,2571169	0,0921204	0,7848262	0,2143341	0,6624088	0,5759384	0,6699606	0,3950274	0,0994501	0,2641113	0,6821446	0,2754802	0,0008581	0,1496739	0,6793187	0,7131284	0,2320374	0,3843819	0,1532002	0,0214742	0,1153938
340	0,0139870	0,6930708	0,2050659	0,0194840	0,5409270	0,7062589	0,3468567	0,7456350	0,2742886	0,4728705	0,0663740	0,6781245	0,3941610	0,6136241	0,6073245	0,2202317	0,3173199	0,1367219	0,4566663	0,0370577	0,7076347	0,6146914	0,0021274	0,2477011	0,6437751	0,5633031	0,3820404	0,7186234	0,3103184	0,0959189	0,4678106	0,4518397	0,6457671	0,2810479	0,0190924	0,4792389	0,1098570	0,3153691	0,5505306	0,6250932	0,6382821	0,6447456	0,0421141	0,3310923	0,0553091	0,8039325	0,1643000	0,8733242	0,6875540	0,8028281	0,5630469	0,1389676	0,2576386	0,5615048	0,2459713	0,0005750	0,1224026	0,6315505	0,6263534	0,3595997	0,4959195	0,0727575	0,0211226	0,1174275
360	0,0146334	0,7687353	0,2011253	0,0225996	0,5712218	0,6595037	0,3203866	0,6310245	0,2124524	0,5790935	0,0560823	0,6401090	0,4572249	0,6711802	0,5576839	0,2528366	0,2701418	0,0928022	0,3229803	0,0270404	0,6684016	0,5051763	0,0000000	0,3166552	0,7008460	0,5218797	0,3817318	0,7671390	0,2978438	0,0899358	0,4993462	0,4202935	0,6453099	0,3728938	0,0146245	0,3908388	0,1301139	0,3964357	0,5090297	0,6237967	0,5403440	0,6044871	0,0360185	0,3373724	0,0592220	0,6932144	0,2350168	0,5894136	0,5936280	0,6078987	0,6547493	0,1076125	0,2981773	0,7333460	0,2469392	0,0024501	0,1590401	0,7637524	0,6429082	0,3047461	0,4155856	0,1178196	0,0635195	0,1353700
380	0,0212111	0,6650283	0,1727384	0,0489451	0,6121940	0,6742750	0,3377617	0,8017893	0,2294183	0,6175917	0,0439119	0,6278374	0,4964778	0,6474269	0,5304156	0,2683251	0,2971768	0,0780681	0,3430725	0,1142995	0,5924955	0,6113532	0,0007412	0,2580257	0,7512801	0,5905351	0,4293642	0,7491726	0,4204931	0,1192738	0,4956424	0,4118275	0,5459375	0,2474256	0,0090744	0,6712694	0,1929090	0,3197582	0,4214283	0,5792528	0,5430369	0,6322231	0,0382985	0,3290863	0,0455625	0,8190628	0,2008137	0,7849030	0,5829196	0,7672209	0,6283724	0,1983803	0,2556681	0,5863780	0,2773508	0,0098441	0,1825862	0,6496328	0,7648496	0,3633064	0,3933559	0,1058173	0,0197711	0,1290081
400	0,0142886	0,7252428	0,1512609	0,0319848	0,6198502	0,6989568	0,3395468	0,6022801	0,2911352	0,5429160	0,1070867	0,6201957	0,4665387	0,5810994	0,5852294	0,2839483	0,2712780	0,1486822	0,3428744	0,0487778	0,6923040	0,4104060	0,0018916	0,2430999	0,5926189	0,7716946	0,3193310	0,7289161	0,3835910	0,0944456	0,5243012	0,3920017	0,7848617	0,4153732	0,0284073	0,6182595	0,2117170	0,4235329	0,5127056	0,5612870	0,4527333	0,6953355	0,0390325	0,3631001	0,0762651	0,8039538	0,2731150	0,5860379	0,6549650	0,6671157	0,5310418	0,1756284	0,2478567	0,6650964	0,2404732	0,0052281	0,1804244	0,5847567	0,6328201	0,3167956	0,4678154	0,1263136	0,0167683	0,1772812
