"Time"	betI	arcA	lldR	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	hdeA	yhiD	hdeB	rutF	rutE	rutA	rutG	rutD	rutB	rutC	gadC	cadA	gadB	fadL	cadB	sra	wza	wcaA	wzb	wzc	osmB	nemA	lldP	wcaB	betA	betB	lldD	rprA	bdm	betT	gadY	treB	hdeD	slp	treC	dctR	yjbE	yjbF
380	0,2385380	0,2698383	0,1920196	0,3566555	0,7682862	0,4072041	0,2629316	0,2530817	0,4169212	0,7528995	0,5275597	0,7079817	0,6928836	0,0588820	0,6137291	0,6645977	0,8260910	0,1311680	0,4070536	0,0750479	0,6225075	0,6854008	0,2839685	0,2558584	0,0316181	0,1899866	0,4584589	0,0171483	0,5648990	0,4220260	0,5818810	0,2511495	0,5634752	0,4635736	0,3209736	0,7570208	0,3417721	0,2823482	0,6989918	0,0019521	0,4718391	0,6653854	0,4573249	0,7071749	0,7661538	0,4738323	0,7235430	0,5607023	0,0101033	0,5852921	0,0015894	0,3642223	0,5948316	0,5833181	0,3530687	0,4348552	0,4582818	0,4736055	0,6484751	0,4240272	0,5622111	0,6018165	0,7002454	0,6013837
400	0,2262851	0,2875085	0,1309444	0,4073950	0,6456382	0,4155609	0,2720053	0,2792843	0,3998486	0,7383744	0,6721175	0,6812768	0,6530617	0,1044199	0,7249707	0,7354874	0,7586200	0,1625085	0,4605831	0,0354443	0,5975933	0,5678366	0,3148298	0,3217789	0,0489671	0,1628320	0,4929263	0,0219155	0,6195567	0,3380700	0,5440131	0,3920480	0,3988298	0,4818664	0,2820670	0,6661000	0,2611410	0,2820148	0,7539080	0,0019824	0,4191938	0,5762116	0,4052494	0,6148410	0,7198230	0,5522636	0,6342491	0,7914017	0,0219969	0,4788474	0,0009000	0,3335220	0,6174104	0,5908048	0,3755589	0,3665473	0,4345079	0,4115406	0,7493448	0,5309219	0,4286081	0,5977831	0,7302138	0,6290774
420	0,3205533	0,3367424	0,1339121	0,3329108	0,8077520	0,4900289	0,2745488	0,3525323	0,3745126	0,6081777	0,5688385	0,6266763	0,6311043	0,0403248	0,6459723	0,5496937	0,7122544	0,1560550	0,4322632	0,0735516	0,6349171	0,4816906	0,3934843	0,2324946	0,0172366	0,1782773	0,5639984	0,0244623	0,4966964	0,3403477	0,5874111	0,4113061	0,5696843	0,5119171	0,3789969	0,6536867	0,4156899	0,3322520	0,6737960	0,0005477	0,4552022	0,5024374	0,5500529	0,7271742	0,6375804	0,5721680	0,6881714	0,6728515	0,0159142	0,6995828	0,0058841	0,3112305	0,6095477	0,7371070	0,4255186	0,3478240	0,4455876	0,4510960	0,6690482	0,4730960	0,4486986	0,4151696	0,6181155	0,6818332
440	0,2912030	0,3679123	0,1944389	0,3575102	0,8107694	0,5686867	0,3426409	0,2643256	0,3721355	0,7387406	0,6517571	0,6979735	0,7232297	0,0233935	0,7375439	0,8318123	0,6846327	0,1874991	0,4359772	0,0397566	0,6030975	0,4823133	0,3644161	0,1958285	0,0416276	0,2015269	0,4876836	0,0306294	0,4761735	0,3917715	0,6586032	0,3729337	0,4444719	0,3605554	0,3672141	0,6735570	0,3284324	0,2968310	0,6838970	0,0016894	0,4067198	0,5189000	0,4869167	0,6965614	0,5029127	0,5784554	0,7420194	0,7940149	0,0097022	0,5838894	0,0006864	0,3555355	0,5871818	0,5951881	0,3540372	0,3800648	0,4811081	0,3565062	0,6153448	0,4655538	0,4640272	0,4839209	0,7662140	0,7876772
460	0,2399680	0,3573406	0,1225311	0,4032712	0,8054782	0,4221304	0,3592717	0,3198454	0,4489410	0,6654696	0,6170170	0,6277749	0,6248211	0,0178914	0,6094098	0,7324461	0,7860052	0,1607626	0,4667916	0,0760479	0,6437265	0,4926239	0,3246812	0,2219653	0,0114671	0,1612983	0,5479498	0,0266429	0,5089291	0,3821781	0,5153982	0,2952090	0,5161910	0,3655004	0,2600077	0,6816414	0,2738247	0,3573728	0,6916542	0,0004464	0,3958624	0,5694645	0,3934132	0,6454396	0,5985308	0,5774438	0,6356263	0,6238018	0,0204803	0,4973597	0,0002254	0,3957805	0,6714442	0,5306058	0,3619870	0,3693055	0,4732698	0,4726479	0,6328951	0,5168044	0,4225462	0,4233113	0,7389318	0,6021542
480	0,2878378	0,3519295	0,2108911	0,4422200	0,7185060	0,4762301	0,2297831	0,2581458	0,3372399	0,6642637	0,6632110	0,6536118	0,7036684	0,0317187	0,7007639	0,7365441	0,5404462	0,1946935	0,4407821	0,0786823	0,6788191	0,5196715	0,3022842	0,2492441	0,0204669	0,1683847	0,5409720	0,0464694	0,5096362	0,4798909	0,6352312	0,3874056	0,4856269	0,3886999	0,3114294	0,6988870	0,2573911	0,3649240	0,5387751	0,0018356	0,3871678	0,5303022	0,4630808	0,5603798	0,8039153	0,5841438	0,6760693	0,6430498	0,0236510	0,5372477	0,0000000	0,4561432	0,4737933	0,5435816	0,3879664	0,4235008	0,4359149	0,4108488	0,5887538	0,4868081	0,4748478	0,5321258	0,7139272	0,6811605
500	0,1831199	0,4718798	0,1328361	0,4659156	0,8299848	0,5271184	0,2622054	0,2357503	0,3483139	0,6697731	0,7597339	0,7548119	0,7035671	0,0323739	0,6742305	0,7178331	0,7326899	0,1918942	0,4691482	0,0850932	0,6387299	0,4600179	0,4445855	0,2551068	0,0334390	0,1677348	0,5776145	0,0888710	0,4090799	0,3983083	0,6172947	0,3338270	0,3595127	0,4678172	0,3179943	0,6802206	0,3325766	0,2974097	0,5767317	0,0009741	0,3468451	0,4797360	0,4640662	0,5860001	0,6784575	0,6055574	0,6637262	0,7303364	0,0142904	0,6084829	0,0002784	0,4435464	0,5016971	0,6752034	0,3754456	0,4191288	0,4370765	0,4091314	0,7079714	0,3658737	0,4084402	0,4202168	0,6591725	0,6565720
520	0,2673118	0,3378739	0,1392722	0,4302363	0,6134549	0,4112705	0,2686693	0,2306066	0,3303674	0,5886296	0,5861009	0,6136189	0,6499043	0,0466574	0,7093615	0,6670465	0,6293475	0,1717368	0,4702523	0,0763704	0,7021543	0,4171814	0,3028847	0,2444717	0,0274803	0,1864781	0,5277871	0,0378780	0,4993374	0,4010471	0,5813575	0,2806323	0,4798007	0,4837114	0,2862968	0,5724024	0,2460066	0,3855038	0,5099412	0,0004550	0,4102993	0,5127784	0,5011291	0,5487761	0,6755159	0,5460550	0,7150082	0,7166232	0,0266332	0,5640297	0,0013918	0,3477479	0,6062840	0,5591672	0,4352282	0,3951724	0,4338338	0,3450467	0,6744526	0,4301443	0,4833865	0,6230336	0,6146260	0,6604881
540	0,1936053	0,3196159	0,1606037	0,3383924	0,7434937	0,4846318	0,3180834	0,3003134	0,4141088	0,6245619	0,7420991	0,6441806	0,6632500	0,0298497	0,6296793	0,6631349	0,7994583	0,2008655	0,3790623	0,0970124	0,6533321	0,4821691	0,3492676	0,2317940	0,0185817	0,1629370	0,5446122	0,0279652	0,4490084	0,3589523	0,4970270	0,2698626	0,4693293	0,5046744	0,3326633	0,7010073	0,2951677	0,2658701	0,5818115	0,0016366	0,4088945	0,6551428	0,4508149	0,5881687	0,6211035	0,6274824	0,6635277	0,6011032	0,0105395	0,5589412	0,0015367	0,3667690	0,6937063	0,5836924	0,4208330	0,4436497	0,3775177	0,3569270	0,6970215	0,4188905	0,4238247	0,5169429	0,6106419	0,7320040
560	0,3385111	0,3407150	0,1849815	0,4631962	0,6364526	0,3580246	0,3703577	0,2732687	0,3731232	0,6429557	0,6496033	0,6625054	0,7298092	0,0079138	0,5976361	0,6568054	0,7548651	0,2334369	0,4615234	0,0868910	0,6339984	0,5474308	0,4190637	0,1690034	0,0241070	0,2495808	0,4092073	0,0515072	0,5442408	0,4321532	0,6079052	0,3725736	0,4789172	0,3617702	0,3210265	0,7176664	0,2895183	0,2302242	0,6941915	0,0000267	0,4049253	0,5550353	0,6365641	0,6451044	0,6004457	0,4611161	0,6372108	0,6728368	0,0126662	0,5742209	0,0029798	0,4502671	0,6254806	0,5453215	0,3352962	0,3654781	0,3860796	0,4299167	0,5635510	0,3260716	0,5122042	0,5815637	0,7124927	0,5230935
580	0,3155354	0,4809925	0,3162953	0,3225903	0,6644373	0,3654712	0,3035418	0,3130206	0,4710788	0,6567317	0,6829259	0,6341890	0,7577965	0,0242462	0,6873786	0,7219497	0,7461578	0,1636459	0,4800093	0,2328073	0,6662636	0,6136208	0,3239684	0,2293187	0,0333693	0,1786966	0,5009551	0,0571312	0,4394478	0,3722348	0,6276319	0,3033484	0,5051766	0,4233898	0,4316151	0,6290706	0,3383678	0,2495055	0,6238417	0,0636140	0,3773052	0,6497684	0,5104392	0,5215235	0,6702486	0,6114710	0,6573965	0,7241613	0,0540083	0,4975113	0,0612040	0,5264423	0,5426810	0,6824517	0,4796358	0,3374921	0,2825501	0,3365717	0,5951726	0,4602717	0,4204681	0,4478935	0,7094346	0,5641039
600	0,2894754	0,5901832	0,3638165	0,2318341	0,6505458	0,4893770	0,2432736	0,3180653	0,4623311	0,4854017	0,5438228	0,6752921	0,7301912	0,0480383	0,7301065	0,6662191	0,6827424	0,1691391	0,4338060	0,2977803	0,7386924	0,5017432	0,4322803	0,1727063	0,0179388	0,1007730	0,5503820	0,0320498	0,4805928	0,3748945	0,6655087	0,2562669	0,6156471	0,3824142	0,3925753	0,6936458	0,3190047	0,2384645	0,5928537	0,0718540	0,4830571	0,5316742	0,4437367	0,4335059	0,6554510	0,5138278	0,6651585	0,6853700	0,1338022	0,4937714	0,1384568	0,4315485	0,5471668	0,7156251	0,3905252	0,3617482	0,3107888	0,2731733	0,7430185	0,4360547	0,4697993	0,3422761	0,7305691	0,5284267
620	0,2161292	0,6691934	0,3134120	0,3512848	0,7951316	0,4301031	0,2472970	0,2798499	0,3786512	0,6292994	0,6567324	0,7625646	0,6051407	0,0311089	0,5350024	0,7235315	0,7104559	0,1160393	0,5022429	0,3204623	0,6553798	0,5852422	0,4119437	0,1853880	0,0312214	0,2041432	0,5552852	0,0245160	0,4990245	0,5003178	0,5864636	0,2815980	0,4552076	0,4821174	0,4407294	0,6379192	0,3745437	0,2111832	0,6779012	0,0714195	0,4518499	0,6057464	0,3965201	0,3726940	0,6456369	0,6359211	0,6454372	0,6378644	0,0750470	0,4981582	0,1446944	0,3742416	0,4648556	0,5686553	0,5354842	0,3443883	0,4017865	0,2600453	0,6489133	0,3641396	0,3596548	0,4248942	0,6470933	0,6960660
640	0,2220586	0,5925369	0,3494615	0,2762675	0,7127686	0,4696555	0,2537341	0,2603056	0,4430944	0,4499471	0,6795923	0,7377139	0,5915557	0,0220125	0,8102591	0,7023852	0,6556905	0,1570877	0,4869830	0,4260237	0,6495670	0,5910067	0,4001756	0,1757657	0,0218030	0,2087176	0,5629461	0,0383992	0,5561218	0,5044870	0,6189537	0,2727874	0,5571675	0,4765443	0,5359524	0,6755995	0,2037651	0,3023915	0,4984487	0,1101421	0,3856713	0,5275061	0,4533272	0,3219078	0,6267202	0,5263617	0,7112929	0,7118589	0,1781081	0,4111144	0,1442560	0,3935314	0,3129319	0,6135031	0,4905253	0,2646543	0,4433426	0,2487463	0,5649190	0,4218049	0,3168966	0,3142060	0,6151985	0,5828164
660	0,3288788	0,6159977	0,4590252	0,3016706	0,6659551	0,5618552	0,3113787	0,2576044	0,3212954	0,5803727	0,6972910	0,6757531	0,6943005	0,0210443	0,7104560	0,7398975	0,7795296	0,1509406	0,5508728	0,4967981	0,7051397	0,4991593	0,3613887	0,2088858	0,0205078	0,2105015	0,5419512	0,0314775	0,4680021	0,4685411	0,6054096	0,2863657	0,4918921	0,4235587	0,5683771	0,7213407	0,2316486	0,2334087	0,6382432	0,1706375	0,4790985	0,6682213	0,4585405	0,2943491	0,7237766	0,5214279	0,7220272	0,7468938	0,2330586	0,4157785	0,1145078	0,2427726	0,2939953	0,7298622	0,4307348	0,1983543	0,4237804	0,3882537	0,6946956	0,5015688	0,3336785	0,2568245	0,6826339	0,6064771
680	0,2534084	0,5835816	0,3579371	0,2238309	0,6187996	0,4369251	0,3154840	0,2233896	0,3324772	0,5114704	0,6347487	0,7916823	0,7089747	0,0329911	0,6666392	0,7381930	0,7648877	0,1579296	0,4210874	0,4112361	0,6757524	0,5870052	0,3283958	0,1517583	0,0229628	0,1883066	0,5256679	0,0164595	0,4896389	0,5579759	0,5582589	0,3382023	0,5577090	0,4891232	0,5827043	0,7928765	0,2619602	0,1974713	0,7026045	0,1524747	0,4521364	0,6463797	0,4141458	0,3789648	0,7304338	0,5420128	0,7347090	0,6867083	0,3445611	0,5209518	0,1225779	0,2602289	0,1891071	0,5955576	0,4599842	0,1706589	0,3983475	0,3479740	0,6642652	0,3712522	0,1942686	0,3443164	0,7007838	0,7514789
700	0,3447080	0,6306549	0,3731807	0,3009901	0,4892136	0,3924516	0,2247342	0,2175431	0,3489883	0,4390258	0,7053251	0,7340526	0,8736924	0,0304051	0,6729619	0,7464159	0,7385086	0,1807992	0,5257622	0,4353359	0,5121517	0,4702165	0,4442327	0,1815793	0,0174622	0,1919037	0,5056847	0,0198627	0,6540884	0,5435816	0,7756055	0,3414171	0,4545288	0,5137346	0,5639029	0,6918091	0,2872016	0,1111521	0,5163136	0,1455690	0,4310660	0,6690083	0,4910160	0,3764809	0,6934171	0,4771467	0,6335776	0,6331070	0,3087526	0,4577938	0,1391079	0,2489030	0,1692184	0,6274084	0,3768308	0,2757708	0,3757983	0,4054707	0,5560597	0,3388978	0,1340749	0,3095652	0,6475473	0,6946145
720	0,3013083	0,6280668	0,3247824	0,3970237	0,7217525	0,3904099	0,2259440	0,2483863	0,4260854	0,4415352	0,6996172	0,6904189	0,8523329	0,0375691	0,7122685	0,7613816	0,8032916	0,1285347	0,4503056	0,4642819	0,6588424	0,7010456	0,3498557	0,1427936	0,0173510	0,2865679	0,4520431	0,0277797	0,5110176	0,6844216	0,7010987	0,3609721	0,5914977	0,5059137	0,5553371	0,6783494	0,3044761	0,1652706	0,6556824	0,1353562	0,4176077	0,6585377	0,4288028	0,3116364	0,6251426	0,6130938	0,6825967	0,5872309	0,3097802	0,4968539	0,1011096	0,2515925	0,2188017	0,7286134	0,4445616	0,1961680	0,4416960	0,3543560	0,6903917	0,3804125	0,1095163	0,3764415	0,7106348	0,7379240
740	0,2850147	0,6338148	0,2976716	0,3245809	0,6814987	0,3793076	0,2415949	0,2746975	0,4545298	0,4861903	0,6598640	0,6320206	0,5601635	0,0192416	0,6757971	0,7087901	0,7125395	0,1945522	0,3935222	0,5218048	0,6631660	0,5591223	0,3582154	0,2021081	0,0244837	0,2604843	0,5082952	0,0205206	0,6278632	0,4999539	0,5769150	0,3669506	0,5443497	0,4438623	0,6114118	0,8000467	0,3124568	0,1643468	0,6463213	0,1446277	0,3828282	0,5889295	0,5392305	0,3766126	0,7520167	0,4701257	0,6706878	0,7897127	0,3912417	0,5096548	0,1067268	0,2364403	0,2175939	0,6459411	0,3781267	0,2233361	0,4036125	0,3792408	0,5189628	0,3560447	0,1285749	0,3424407	0,6722973	0,6052664
760	0,2327391	0,6310394	0,4116266	0,2897113	0,6214107	0,5262666	0,2101812	0,2442170	0,4895152	0,5171810	0,6041221	0,7235184	0,8025561	0,0150152	0,5914339	0,6738003	0,7461522	0,2060839	0,5357916	0,4672972	0,7268572	0,5473671	0,4405792	0,1621814	0,0283363	0,2152327	0,4306387	0,0656696	0,4372764	0,5070310	0,7505318	0,2685596	0,4723988	0,6007676	0,5338850	0,6686730	0,3512146	0,2384079	0,6287730	0,1545631	0,3352996	0,6197601	0,4928612	0,3165834	0,6119065	0,4794774	0,6399697	0,5914592	0,5120200	0,5390096	0,1264699	0,2330792	0,2218075	0,6134536	0,5773557	0,1677506	0,4061335	0,3382403	0,5769556	0,3637007	0,1433409	0,2584475	0,6990165	0,6310620
780	0,2627407	0,7461840	0,2954544	0,2911510	0,7598870	0,4177040	0,2539392	0,2773517	0,4878007	0,6129122	0,6114507	0,6772617	0,8102207	0,0172693	0,7500215	0,6120687	0,6144672	0,1958998	0,4007119	0,5089458	0,6241209	0,6077786	0,4179538	0,1915929	0,0150912	0,1970625	0,4044205	0,0288547	0,5643622	0,5345035	0,6029038	0,2600310	0,4911472	0,6158991	0,6080895	0,7298903	0,2336310	0,2064744	0,6356384	0,1631475	0,4374854	0,7244735	0,4370121	0,3069084	0,6892112	0,6459118	0,6397829	0,8083778	0,4177206	0,5204669	0,1650066	0,2245778	0,2233862	0,6589611	0,5040836	0,1953626	0,3707373	0,3486086	0,6482436	0,3033445	0,1783751	0,3284783	0,7060746	0,6044090
800	0,2334986	0,7623687	0,3653421	0,2499976	0,7938411	0,4224699	0,2275918	0,3035742	0,4378620	0,5811101	0,5776777	0,6258124	0,6366941	0,0108052	0,6903814	0,6570099	0,6066437	0,2226608	0,5770073	0,4736779	0,7175954	0,4214645	0,3378004	0,1743147	0,0201588	0,2669596	0,4816474	0,0349512	0,5837473	0,4983800	0,7311595	0,1998918	0,4358956	0,5339969	0,7165325	0,6377244	0,3328922	0,1222907	0,6274820	0,1180030	0,4788076	0,6107272	0,4270250	0,2695655	0,7443729	0,5876119	0,7531007	0,7551297	0,4396859	0,4678580	0,1648664	0,1785338	0,2790366	0,5623341	0,5325590	0,1361620	0,3619429	0,3796330	0,6813224	0,3013243	0,1362947	0,3284500	0,8022611	0,6603308
820	0,2971354	0,7113753	0,3146701	0,2315976	0,6699986	0,4679206	0,2853485	0,3382205	0,5030046	0,6576736	0,6063743	0,5517171	0,5632870	0,0194732	0,7255221	0,6558675	0,7785584	0,2340583	0,4590748	0,4555085	0,6814665	0,5047011	0,3208238	0,1587879	0,0069489	0,2397662	0,4841026	0,0265763	0,6577275	0,5296346	0,8030147	0,2403523	0,4817558	0,5549968	0,6799541	0,6517584	0,3718738	0,1809651	0,6704211	0,1231352	0,3905276	0,8249058	0,3983600	0,3084275	0,7617143	0,5613087	0,6887366	0,8110190	0,4742094	0,3885270	0,1192005	0,1263657	0,2270714	0,5772182	0,4267285	0,1525832	0,3378367	0,3256831	0,6669815	0,3437850	0,1867300	0,2918127	0,5488844	0,7537405
840	0,3410542	0,6554948	0,2538219	0,3152878	0,6278998	0,5309570	0,2072632	0,3898075	0,4978319	0,4726732	0,6377541	0,7191873	0,6132747	0,0517257	0,5964477	0,7925084	0,6592477	0,2352736	0,5604718	0,5674179	0,6756534	0,6066440	0,3443502	0,1810787	0,0158867	0,2448978	0,4926187	0,0392674	0,5599146	0,5602846	0,6537567	0,2647197	0,5115607	0,5664975	0,4874441	0,7236972	0,3028545	0,1412228	0,5925815	0,1751164	0,4901570	0,6537581	0,4899624	0,3277640	0,6907383	0,5743093	0,8426914	0,7227062	0,4140240	0,4664230	0,2127003	0,2105331	0,1653555	0,6366219	0,5033367	0,0912205	0,3489183	0,3626438	0,6409907	0,3657798	0,1366619	0,3994302	0,6417498	0,7092671
860	0,2532065	0,7097091	0,2584545	0,3159625	0,6326843	0,4963782	0,1688011	0,2945086	0,4498716	0,4959477	0,7035893	0,7327600	0,6898683	0,0454239	0,7340726	0,7309970	0,9134062	0,2749782	0,5617498	0,5898603	0,6422409	0,5015480	0,2916158	0,1541454	0,0084853	0,3186043	0,6114290	0,0341658	0,5465989	0,6055948	0,6165111	0,3467884	0,4459819	0,5087511	0,5000218	0,7279468	0,2671682	0,1656415	0,5554471	0,2153023	0,4918670	0,5364675	0,5371913	0,2774810	0,7897022	0,5028778	0,7971261	0,6873500	0,4396161	0,4187181	0,1273226	0,1770874	0,3090199	0,6830850	0,4895909	0,1063040	0,4507976	0,3933443	0,7732379	0,4352610	0,1304096	0,2689097	0,8063064	0,5634771
880	0,2248398	0,7608146	0,2722147	0,4425240	0,6247793	0,5478972	0,2170257	0,2797941	0,5143144	0,5971824	0,7880576	0,7517890	0,8060051	0,0067208	0,5762715	0,6651153	0,6935035	0,2049375	0,4342494	0,4616654	0,6301098	0,6155083	0,3440457	0,2161841	0,0113994	0,3306667	0,4838962	0,0191684	0,5410957	0,5525853	0,6584162	0,3068671	0,4672165	0,6348409	0,4550108	0,7118214	0,3295377	0,1486657	0,5899159	0,1623743	0,3280173	0,5960433	0,5618495	0,3995675	0,7492224	0,5731875	0,7045866	0,6440018	0,3153454	0,4863823	0,1579358	0,2216917	0,3189727	0,6598483	0,5340408	0,1323940	0,4303702	0,3345342	0,5992345	0,3234620	0,1063177	0,2588910	0,7406331	0,7660433
900	0,2491768	0,6815190	0,3005026	0,4008132	0,6555180	0,5605679	0,2556756	0,2179591	0,3423201	0,5208802	0,7045354	0,6163738	0,7710546	0,0153577	0,6113142	0,5506198	0,6833030	0,2125410	0,3535835	0,4557160	0,7737695	0,5359592	0,3606727	0,2246091	0,0191200	0,3838721	0,6568496	0,0401292	0,5106448	0,6294744	0,5685241	0,3708138	0,4764206	0,6712207	0,6558381	0,6951719	0,3393533	0,1659789	0,6329368	0,1454125	0,3793052	0,5969253	0,4616836	0,4156702	0,6831771	0,5606169	0,6058601	0,7464194	0,3680702	0,4577203	0,1610458	0,1601965	0,3181818	0,6753328	0,4835853	0,1752323	0,3665732	0,4681493	0,7019411	0,3798424	0,0830719	0,2519662	0,7857281	0,6567058
920	0,2316551	0,8110782	0,2180773	0,2486933	0,7062985	0,5182103	0,3140799	0,2087303	0,3986673	0,6147407	0,7024715	0,5704126	0,5343766	0,0334246	0,7298804	0,6975591	0,6862510	0,1844560	0,5924935	0,5057582	0,6623276	0,5052784	0,3612052	0,2269384	0,0223043	0,2872245	0,6641775	0,0449157	0,5440562	0,5584375	0,6087095	0,2867912	0,5230508	0,6483030	0,5746170	0,7173929	0,3415749	0,1325865	0,6525966	0,1386888	0,3737827	0,5521817	0,4686122	0,2327304	0,6805675	0,5746799	0,6866370	0,7184964	0,2933135	0,3889839	0,1442131	0,1816024	0,3029088	0,6820914	0,5763858	0,1396001	0,3975660	0,3090678	0,5566578	0,4390538	0,1477545	0,3430612	0,6029301	0,5416255
940	0,2728187	0,7567316	0,2827860	0,3526541	0,6424531	0,3894648	0,2485389	0,2828693	0,4708413	0,4818459	0,8078150	0,5881129	0,7340705	0,0351594	0,6194079	0,7601560	0,7100985	0,1823555	0,4974937	0,4064370	0,6474869	0,4577851	0,2880338	0,2130249	0,0163561	0,2343007	0,5099488	0,0372061	0,5011816	0,5696466	0,6488852	0,3652398	0,5767161	0,5899317	0,6460006	0,7490180	0,3472898	0,0888956	0,5872004	0,1572363	0,4164615	0,7149737	0,3942176	0,3668868	0,6347921	0,5348755	0,7037264	0,6656667	0,2625606	0,3992046	0,1521849	0,1815806	0,2446777	0,6635411	0,4933917	0,1100658	0,4576674	0,5488796	0,6725646	0,3142266	0,1658082	0,3477227	0,6252119	0,5535329
960	0,2575712	0,7469051	0,3265102	0,3856426	0,6603434	0,4988881	0,3659923	0,2383555	0,4849278	0,5612548	0,7224194	0,6652461	0,7175400	0,0253073	0,6779507	0,6904018	0,7540043	0,2218207	0,5025419	0,3574820	0,5300858	0,5683298	0,3636613	0,2301530	0,0096467	0,2906959	0,4874414	0,0267237	0,5413778	0,5344512	0,6436160	0,3156397	0,5511262	0,7191084	0,6658312	0,6289269	0,2853574	0,1324323	0,6095896	0,1331289	0,4029157	0,5984802	0,4737988	0,3400420	0,8310550	0,4915379	0,7357506	0,6159904	0,2538881	0,4328764	0,1207108	0,2111716	0,2071629	0,6259418	0,3692853	0,1421740	0,5259211	0,4516430	0,6170604	0,3168873	0,1142553	0,3722909	0,6856380	0,6546872
980	0,2111462	0,6695443	0,3069980	0,3132690	0,6900613	0,5163877	0,2841965	0,2105903	0,4579293	0,4927935	0,7281394	0,7309889	0,7797351	0,0502104	0,7217441	0,7523651	0,7182644	0,1994424	0,4976101	0,3875157	0,7500519	0,4302619	0,4088975	0,2261059	0,0178898	0,2043373	0,5370337	0,0768307	0,6128173	0,5731162	0,6878058	0,2635093	0,4783510	0,6335048	0,5731582	0,7796652	0,3108752	0,1044229	0,7631117	0,1566903	0,4156185	0,5061600	0,3466781	0,2980547	0,7283394	0,6325060	0,7877893	0,7002481	0,2723772	0,3898841	0,1346688	0,2840917	0,3162738	0,7317820	0,3792256	0,1116766	0,3590280	0,4502584	0,5097543	0,3082881	0,1483398	0,3354508	0,6890074	0,5607021
1000	0,2152372	0,6887398	0,2852259	0,3072877	0,5981317	0,5337019	0,2439516	0,3259894	0,3362468	0,6063255	0,7832589	0,6780426	0,6944319	0,0443511	0,6913218	0,7576047	0,6736565	0,2428062	0,5431421	0,4163904	0,6939434	0,4212065	0,4282466	0,2222327	0,0050936	0,2668582	0,5814029	0,0258112	0,5535991	0,5716925	0,5981852	0,3644532	0,4843160	0,6171074	0,7303637	0,7198720	0,3821702	0,1159464	0,6103476	0,1129702	0,3885255	0,6126335	0,3585963	0,2624918	0,6896831	0,5996236	0,7440384	0,7520676	0,3881639	0,4974682	0,1199444	0,1847331	0,3248272	0,7574410	0,5011429	0,1178259	0,4788914	0,4168448	0,5381679	0,3109893	0,1576666	0,4325144	0,7135680	0,6283492
1020	0,2796348	0,7587625	0,3107189	0,3383561	0,7162227	0,4956160	0,3133967	0,3538687	0,4061759	0,4609764	0,7864081	0,6975867	0,8038978	0,0308117	0,6856927	0,6819451	0,7861640	0,1610428	0,4377064	0,4756555	0,6457283	0,4424119	0,4225252	0,2100301	0,0213171	0,3704858	0,4722953	0,0351595	0,6291958	0,5520471	0,6795220	0,4317819	0,4869296	0,6593417	0,5866556	0,6052536	0,4119084	0,2051540	0,6886041	0,1565085	0,4201751	0,5614521	0,4858201	0,3519873	0,6694460	0,6872248	0,7445712	0,6910047	0,3004529	0,4330832	0,1198008	0,2382701	0,2636601	0,4999054	0,4850562	0,1806817	0,4409429	0,5149607	0,6465121	0,4051395	0,1531755	0,3115749	0,6874767	0,5298495
1040	0,2547228	0,7480757	0,2954272	0,3824840	0,7037109	0,4793975	0,3500637	0,2853861	0,5257261	0,5046499	0,6332294	0,5686005	0,6625185	0,0184593	0,7632581	0,7030838	0,7073281	0,2255930	0,5127323	0,4779399	0,6100310	0,4785844	0,3104236	0,1923005	0,0150271	0,2918410	0,4156305	0,0096032	0,5742645	0,5571500	0,5732353	0,3403805	0,5231127	0,6735263	0,5765343	0,7980317	0,3355223	0,1255091	0,6297354	0,1914292	0,3894054	0,5970558	0,4320636	0,2774378	0,5528432	0,5670214	0,5948407	0,6340318	0,3288252	0,3301086	0,1253636	0,1323705	0,2259217	0,6126754	0,4515451	0,1078797	0,3723382	0,4830403	0,4939342	0,3126515	0,1823476	0,2794071	0,7353813	0,5946155
1060	0,2014699	0,7809841	0,3150987	0,2742778	0,6925325	0,4537671	0,2567998	0,2365958	0,4252368	0,4886563	0,6351920	0,6888113	0,6081043	0,0465785	0,6134954	0,7396879	0,7819554	0,2063137	0,4954809	0,4123913	0,8588984	0,5110887	0,3721302	0,2537084	0,0439162	0,2986045	0,4003271	0,0145834	0,5476035	0,6334248	0,5222623	0,3073664	0,5824810	0,5839226	0,5727322	0,6912219	0,3263257	0,1762333	0,6651600	0,3298820	0,4292160	0,6223070	0,4919538	0,2956040	0,6964810	0,5197293	0,6376942	0,6167370	0,2961173	0,4690853	0,1057928	0,1765887	0,2437246	0,6955350	0,4547593	0,1371140	0,4107318	0,4312625	0,5854312	0,3436434	0,1909850	0,3266259	0,6703205	0,5711622
