"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
180	0,5278717	0,2401326	0,0277044	0,0454708	0,2180562	0,8010644	0,3106028	0,4635827	0,3447418	0,0050921	0,6180459	0,5321452	0,6084138	0,6607702	0,6174138	0,4756935	0,1912473	0,2866221	0,2792052	0,6997858	0,6193447	0,6091208	0,6833498	0,1541019	0,2717282	0,4443943	0,5144712	0,4641516	0,5506691	0,2643771	0,4441681	0,4971558	0,3952131	0,1132767	0,7980329	0,2283220	0,3126253	0,3675265	0,0615746	0,1817941	0,4755925	0,2783903	0,0869076	0,1159416	0,0281177	0,4328070	0,2120209	0,0981745	0,5937199	0,5231313	0,4997008	0,2607502	0,4043291	0,0449379	0,3820580	0,7238281	0,6168901	0,4013048	0,2258072	0,0255497	0,0325349	0,6727552	0,0589037	0,0606409
200	0,5654850	0,2946117	0,0332827	0,0351667	0,2628203	0,7112323	0,2952005	0,5270231	0,3889437	0,0025946	0,6408177	0,6023680	0,6420967	0,6589757	0,6070782	0,4305189	0,1951286	0,3400213	0,2825557	0,7109923	0,7694090	0,5962991	0,5974235	0,1204585	0,3528247	0,4752905	0,6245703	0,4796716	0,5993591	0,2232414	0,5417181	0,5896216	0,3449870	0,1105998	0,7474406	0,2309396	0,2686707	0,3623970	0,0668703	0,3087369	0,4795468	0,2254895	0,0688254	0,1034010	0,0460256	0,4424343	0,2798020	0,1648091	0,5653598	0,4053212	0,7501130	0,3591259	0,4834533	0,0441510	0,4289804	0,6622042	0,5221578	0,4623829	0,2825113	0,0146576	0,0600537	0,5799992	0,1320387	0,1472891
220	0,3618511	0,2408176	0,0142526	0,0222554	0,3923814	0,8250392	0,2293567	0,5468774	0,3992626	0,0032946	0,6429731	0,5887299	0,6165652	0,7196948	0,6364212	0,4822047	0,1796494	0,2462593	0,3095663	0,6409687	0,7089836	0,7056962	0,7157624	0,1596888	0,3102398	0,4763391	0,4332534	0,5500134	0,5690628	0,3293577	0,5565751	0,3993564	0,4405476	0,1149714	0,6320491	0,2180262	0,2417726	0,3582579	0,1317535	0,1984737	0,4317832	0,2684610	0,1393868	0,0723646	0,0430204	0,3434918	0,2388838	0,1595112	0,4712400	0,3878975	0,6101599	0,3803801	0,3344218	0,0619239	0,5607999	0,7406087	0,5835018	0,4568064	0,2614521	0,0418302	0,0798041	0,6764249	0,1433208	0,1648064
240	0,4379108	0,1928882	0,0128766	0,0217006	0,2934728	0,5273447	0,2157674	0,4833811	0,3793036	0,0013931	0,5500139	0,5874492	0,6523803	0,7578321	0,6327486	0,5629690	0,2403163	0,4097634	0,3291301	0,6719491	0,8051575	0,5981179	0,7058658	0,1276113	0,2863490	0,5067483	0,5989890	0,5445974	0,5894516	0,3453177	0,4632449	0,3993820	0,5412488	0,1378884	0,7220396	0,1822023	0,1610494	0,3732353	0,1764021	0,2034161	0,6063485	0,2905298	0,1257414	0,1041233	0,0440614	0,3888453	0,3471068	0,2420854	0,4451538	0,3793578	0,8043354	0,6242419	0,5251238	0,0480028	0,5303691	0,6583922	0,6031338	0,5016932	0,2903745	0,0181705	0,0942107	0,6143572	0,1891159	0,2128671
260	0,4740666	0,1717036	0,0233156	0,0154530	0,3179694	0,6913754	0,2408800	0,5320083	0,4116841	0,0132398	0,6245217	0,5927107	0,5984859	0,6944289	0,5937441	0,5028611	0,2133763	0,3031036	0,3628472	0,6804565	0,6430193	0,5438888	0,8424640	0,1367019	0,3151770	0,5342559	0,5206814	0,4990026	0,6414842	0,2662435	0,4304029	0,4240499	0,5827797	0,1325622	0,6982455	0,1509728	0,1832418	0,3879173	0,2234934	0,2698486	0,5591293	0,2907202	0,1179899	0,1380739	0,0351593	0,3879696	0,4312424	0,2416858	0,5502711	0,4606566	0,6394374	0,5845036	0,5347416	0,0712619	0,5504726	0,6419869	0,6432627	0,5384352	0,2536316	0,0220781	0,1273076	0,6203017	0,1903961	0,1964977
280	0,5346765	0,2250165	0,0132953	0,0153458	0,3298281	0,5933204	0,2186648	0,5516899	0,3288234	0,0067632	0,5990877	0,4708169	0,6300967	0,7106370	0,6248543	0,4896781	0,2139065	0,2879670	0,3349284	0,7129825	0,7363287	0,5614217	0,8036379	0,1219188	0,2983159	0,5116937	0,6524189	0,5796743	0,6129980	0,3006634	0,4293093	0,3658712	0,6244694	0,1060500	0,7189362	0,1826951	0,2153148	0,4270113	0,2548913	0,3204812	0,5074229	0,3195829	0,1588093	0,1191311	0,0670569	0,4742600	0,4338101	0,2597167	0,5129041	0,5358776	0,8291558	0,6060370	0,5576099	0,0745653	0,5462255	0,7190051	0,5132492	0,6444720	0,2037628	0,0242887	0,1860482	0,6687586	0,2533405	0,2985816
300	0,5000013	0,1916062	0,0455209	0,0295906	0,2358156	0,7059695	0,2360657	0,4715434	0,4013311	0,0006911	0,5851608	0,4738950	0,5058864	0,6419165	0,6388058	0,4863757	0,2019783	0,2872564	0,3910775	0,8399046	0,5693541	0,5991197	0,6381922	0,1424623	0,3050515	0,4212234	0,5096888	0,5208095	0,6524542	0,3465980	0,5157055	0,4546212	0,5554153	0,1151820	0,8445359	0,1196612	0,1454562	0,5706733	0,2801349	0,2100309	0,4679511	0,3106373	0,1146900	0,0797969	0,0410329	0,5192825	0,4040037	0,2765014	0,5468698	0,5241438	0,8634206	0,6683050	0,4298004	0,1028508	0,5863158	0,6418037	0,5660828	0,5831331	0,1828917	0,0310698	0,2121114	0,6844465	0,3490005	0,2997319
320	0,5377408	0,2902177	0,0419696	0,0329276	0,2649131	0,6950177	0,2653815	0,5310090	0,4796944	0,0008161	0,5123128	0,5739381	0,5995971	0,7285048	0,6749527	0,6657810	0,1687316	0,2447985	0,3963291	0,7778525	0,5951944	0,6335793	0,8157379	0,1188840	0,3026168	0,4777361	0,5565565	0,5079271	0,6201407	0,2818084	0,5243049	0,4540013	0,4686496	0,1526371	0,6930795	0,1328958	0,0931626	0,5300145	0,2832485	0,2201838	0,6767180	0,3200800	0,1448571	0,0416230	0,0688635	0,4412642	0,5692613	0,2970651	0,5947295	0,4886597	0,7761072	0,5857276	0,5705038	0,0771701	0,5987223	0,6534725	0,6626742	0,5833511	0,2230859	0,0216057	0,2575113	0,7582316	0,3075749	0,3353067
340	0,4608458	0,1694397	0,0190068	0,0201010	0,2077922	0,7064682	0,2698149	0,5110601	0,4517168	0,0096973	0,6371147	0,6415586	0,5533616	0,6812041	0,5726623	0,5586084	0,1654122	0,1924134	0,3392235	0,8049534	0,6758988	0,5480804	0,8206866	0,2378050	0,3175954	0,3713879	0,5020498	0,4907474	0,7172944	0,2605845	0,6183272	0,4573323	0,6346132	0,1505438	0,6389694	0,1493691	0,1009283	0,5997272	0,2628983	0,2884297	0,5056751	0,2654505	0,2101678	0,0446645	0,0486280	0,5185202	0,4933101	0,3041338	0,6619771	0,5153887	0,6925234	0,6340548	0,4794130	0,0820658	0,6963104	0,8003770	0,6760205	0,6578661	0,2156758	0,0507670	0,2223459	0,6612213	0,4949213	0,3759562
360	0,4246177	0,1725754	0,0198241	0,0346496	0,3153375	0,6515297	0,2397108	0,6064214	0,4212147	0,0013829	0,6641669	0,6308278	0,4970565	0,6192437	0,5761872	0,5156094	0,0971388	0,2311262	0,3542651	0,8658266	0,7392075	0,5317845	0,6456705	0,2108908	0,3478330	0,4736897	0,5793825	0,4903932	0,6297183	0,3638425	0,5847057	0,4003246	0,6139839	0,1223465	0,7320431	0,1550507	0,1136175	0,5136043	0,3026480	0,2258835	0,6114093	0,3806134	0,2627113	0,0889092	0,0736365	0,4362226	0,5154466	0,3281266	0,5532185	0,5407655	0,6567433	0,6232696	0,4886250	0,0615347	0,6081933	0,7324554	0,6647605	0,5616603	0,2542541	0,0630379	0,2033144	0,6889609	0,3853733	0,3169970
380	0,4008392	0,1762512	0,0164399	0,0449830	0,2838414	0,7527849	0,2770979	0,6460349	0,3994975	0,0029574	0,6233415	0,5044640	0,4848957	0,7682310	0,6175467	0,5236243	0,1710865	0,2279303	0,2996269	0,7500321	0,7492991	0,5492739	0,7144889	0,2697771	0,3660113	0,5009919	0,5632186	0,5536210	0,5775562	0,3216102	0,5149556	0,4693672	0,5801221	0,0990210	0,7879955	0,1331387	0,0842733	0,5689472	0,3088214	0,2438141	0,4510203	0,3246440	0,1518913	0,0532305	0,0526125	0,4922126	0,5977743	0,3658517	0,6635199	0,5551093	0,7693855	0,6985474	0,4579918	0,0570522	0,5480704	0,6766654	0,4866644	0,5821731	0,2988427	0,0933029	0,2530388	0,7311956	0,3587153	0,3769801
400	0,4300150	0,2259916	0,0245884	0,0205405	0,2522173	0,6343194	0,2605242	0,6964737	0,4079102	0,0023656	0,5817772	0,5803698	0,6829646	0,7297101	0,6810590	0,4915825	0,2975377	0,2813426	0,2888485	0,7762039	0,5342099	0,6020711	0,8602650	0,2745571	0,3716642	0,5601851	0,6088564	0,5312919	0,6543598	0,2855445	0,5274178	0,3990888	0,5820183	0,1257079	0,6663868	0,1702240	0,1058458	0,4856497	0,3244375	0,2500419	0,5095374	0,3038630	0,2051603	0,0738889	0,0725533	0,4227516	0,4386868	0,3386220	0,5217756	0,5155111	0,8054697	0,7195506	0,4717672	0,0473465	0,5787285	0,7117510	0,6242010	0,5813757	0,2345533	0,0383329	0,2496153	0,6923796	0,3899494	0,3744869
420	0,3522616	0,1633911	0,0373758	0,0248865	0,2700778	0,6730423	0,3282516	0,5773578	0,4423669	0,0007452	0,6132397	0,6908508	0,5774402	0,7117870	0,6215499	0,4889642	0,1728068	0,3449655	0,3472208	0,6429058	0,5029110	0,4852860	0,6958361	0,2116686	0,3418715	0,4663068	0,4578414	0,5554867	0,5768988	0,3108112	0,5469764	0,3465587	0,5674680	0,1035571	0,7168219	0,1863274	0,0809249	0,5330962	0,2674519	0,2190749	0,6012752	0,2857246	0,2225160	0,0573921	0,0566747	0,4989850	0,3893328	0,2348144	0,5182985	0,5339311	0,6552846	0,6518820	0,5992442	0,0450532	0,7032729	0,6761075	0,7057672	0,5213378	0,2373350	0,0545408	0,2592570	0,6179570	0,2742220	0,3720209
440	0,3914234	0,1909984	0,0144674	0,0173928	0,2473830	0,8377689	0,3023291	0,5139898	0,3990151	0,0087975	0,6580577	0,5863564	0,6023160	0,7732636	0,6206347	0,5105089	0,1714238	0,2807752	0,2373446	0,7278978	0,5646804	0,6022341	0,8386485	0,1964669	0,2962588	0,5065859	0,6086247	0,5556727	0,5698685	0,2153706	0,5365963	0,3640603	0,4602452	0,1117166	0,6884695	0,1468672	0,1000065	0,4729641	0,3270932	0,2176733	0,5926914	0,2920402	0,1865815	0,0538519	0,1210012	0,4570902	0,3378460	0,2513504	0,5097984	0,4339786	0,7058531	0,6782263	0,5629392	0,0724899	0,7012211	0,6528902	0,7411652	0,4682815	0,2631828	0,0832508	0,2713124	0,6927631	0,3970115	0,2751149
460	0,3859311	0,2324683	0,0114590	0,0371816	0,2759770	0,7065717	0,3273057	0,6426849	0,4459810	0,0004660	0,6531718	0,4620097	0,7037569	0,8060863	0,7209721	0,5268420	0,2353342	0,2948286	0,3518641	0,6062998	0,7019319	0,5078026	0,6625060	0,2104710	0,3387383	0,4475668	0,6210223	0,5046785	0,6089372	0,3125376	0,5808763	0,3918200	0,6981846	0,1267567	0,6671178	0,1299388	0,1185818	0,5626918	0,2501875	0,2239850	0,6247577	0,3351279	0,2194286	0,0994939	0,0924076	0,4427394	0,5307742	0,3563161	0,5983564	0,4351089	0,6332751	0,5878805	0,5277874	0,0596127	0,7092281	0,6218661	0,6525735	0,4174136	0,2709745	0,0283060	0,2660489	0,7834949	0,3193442	0,3547440
480	0,4844663	0,1908030	0,0148897	0,0087263	0,2602671	0,7876109	0,2774748	0,5828495	0,4008496	0,0028529	0,4699629	0,5399662	0,6905417	0,7428138	0,6557645	0,5733692	0,1723241	0,3107266	0,3080011	0,6125117	0,5776388	0,4886706	0,8026317	0,2482189	0,3743909	0,4821111	0,5829821	0,4569355	0,5598509	0,2408024	0,5790542	0,4837869	0,5022653	0,1476201	0,7775611	0,1267390	0,0868941	0,5296427	0,3041597	0,1938166	0,4721914	0,2272765	0,2272694	0,0556345	0,0929567	0,4615074	0,4132582	0,2932240	0,6402744	0,5715277	0,6816211	0,7117926	0,5401332	0,0547244	0,6717161	0,6461635	0,6083704	0,6117121	0,2582061	0,1227097	0,2591801	0,6194067	0,3319687	0,3314891
500	0,4114821	0,2111617	0,0194642	0,0248551	0,2563265	0,7324657	0,3672492	0,5594604	0,4186842	0,0002972	0,5340736	0,5297090	0,6494171	0,6749757	0,5071366	0,5016453	0,1647457	0,2242434	0,3231705	0,6906715	0,6296276	0,5703760	0,7655586	0,1820085	0,3409411	0,6260317	0,5751018	0,5438426	0,5442989	0,2775751	0,6018281	0,4429070	0,5895697	0,1693631	0,8027639	0,1695636	0,1085414	0,6667750	0,3355757	0,1879373	0,5402667	0,2498386	0,2199012	0,0895010	0,1100047	0,3969030	0,5716343	0,3094285	0,6876083	0,5292142	0,7454620	0,6867865	0,5506413	0,0792477	0,7585757	0,7431642	0,7440289	0,5815132	0,2257563	0,0388135	0,3048734	0,7122381	0,3137081	0,3199019
520	0,5503748	0,1779079	0,0401479	0,0163163	0,2733745	0,8036248	0,2877912	0,6532447	0,4831701	0,0038203	0,5482609	0,5171639	0,6342803	0,9121537	0,6718052	0,5401314	0,2009922	0,2560755	0,2968249	0,6409133	0,6043006	0,5777084	0,6922107	0,2103232	0,3015237	0,4093971	0,4931332	0,6109840	0,7523076	0,2852680	0,5859373	0,4986526	0,6435807	0,1501827	0,6651685	0,1718849	0,1363740	0,6139997	0,2939772	0,2364591	0,5467465	0,2885760	0,1972768	0,0274874	0,1138747	0,3652895	0,4785516	0,3688791	0,5631443	0,4716988	0,7058308	0,7634860	0,4333801	0,0878836	0,7240997	0,8011061	0,6964571	0,4226799	0,2667465	0,0197282	0,2993843	0,6702501	0,4045659	0,3253578
540	0,5620980	0,2541943	0,0275650	0,0234137	0,2505082	0,6522956	0,2075154	0,6657083	0,4767618	0,0000197	0,4473244	0,6030162	0,5468398	0,6137809	0,6296244	0,4540225	0,1892514	0,2983603	0,2843067	0,6664975	0,6616196	0,5429751	0,7396220	0,2024007	0,3068850	0,4864858	0,5752775	0,4814355	0,5784240	0,2501569	0,7215508	0,4780634	0,6441541	0,1294345	0,8810394	0,1958896	0,1038140	0,5859398	0,2911224	0,2557346	0,5022020	0,3207241	0,2799615	0,0608155	0,1191002	0,4338162	0,4554882	0,4358786	0,5706883	0,4163775	0,7673280	0,6953110	0,5922025	0,0720316	0,5955551	0,5874320	0,7216077	0,4731802	0,2246565	0,0342795	0,3130363	0,6414713	0,3200775	0,3197593
560	0,5163313	0,2174872	0,0145997	0,0258377	0,2456059	0,7729060	0,2410530	0,5654934	0,5032234	0,0006073	0,5340083	0,5104487	0,5998235	0,6863757	0,5976826	0,5170305	0,1965463	0,3060736	0,3075765	0,7440970	0,5694805	0,5407301	0,8553006	0,2517456	0,2993053	0,4843766	0,5318093	0,4711087	0,6116726	0,3372910	0,5309343	0,4830148	0,6456157	0,1339660	0,7586511	0,1257400	0,1481093	0,6369999	0,2881570	0,2641948	0,5786670	0,2825316	0,2257776	0,0405435	0,0846244	0,4405882	0,4382295	0,3479018	0,6604306	0,5053861	0,7023913	0,6091926	0,4959320	0,0504871	0,6193267	0,8042146	0,6120635	0,5778743	0,2230751	0,0176943	0,3517236	0,7565678	0,4041828	0,3795677
580	0,5206071	0,4591044	0,0202881	0,0379014	0,2823565	0,7296522	0,4459861	0,4222432	0,3696863	0,0153025	0,4609095	0,5984812	0,5201368	0,8315764	0,7559329	0,5671575	0,2879842	0,2691396	0,3639653	0,6681205	0,7244882	0,3998108	0,8195056	0,1576751	0,2970397	0,4948395	0,5164126	0,4995534	0,5200699	0,3672622	0,4604836	0,3921971	0,5278199	0,1470901	0,7353235	0,1534806	0,1529089	0,5544441	0,2471798	0,2254540	0,5219004	0,3134722	0,3112871	0,0296707	0,0610882	0,6112719	0,4661248	0,3186492	0,4528747	0,4189744	0,6687145	0,6289975	0,3746811	0,0599122	0,8102191	0,7775413	0,3524933	0,6821570	0,2354080	0,0303999	0,2794425	0,6490436	0,3610132	0,2893955
600	0,5547644	0,6069628	0,0080054	0,0246199	0,2219479	0,7422315	0,4345116	0,5078390	0,3867982	0,0429417	0,6454859	0,4888837	0,6746200	0,6332728	0,7034901	0,4586472	0,2990890	0,3299825	0,4699788	0,6906740	0,6703176	0,2913790	0,6412536	0,2119034	0,2706088	0,4191025	0,5715844	0,5184808	0,4718810	0,3279059	0,2977737	0,3861304	0,6127174	0,1503207	0,6606721	0,1255043	0,1159373	0,6185449	0,3506606	0,2165822	0,4710417	0,3478704	0,2441681	0,0295031	0,0495298	0,4874449	0,4406864	0,2949946	0,4926635	0,3581997	0,8001642	0,6189626	0,3977336	0,0529110	0,6777396	0,6280773	0,1943761	0,5917842	0,2462980	0,0518754	0,3089963	0,6330462	0,4878641	0,3617600
620	0,6717517	0,6380649	0,0113633	0,0220365	0,1790744	0,7136427	0,4986363	0,6263282	0,2973177	0,0749088	0,5505924	0,4911024	0,6717099	0,7960646	0,7726220	0,5234392	0,1754699	0,2434126	0,4888136	0,6221329	0,6539774	0,2574846	0,6755771	0,2135694	0,2940567	0,4447271	0,6825563	0,5467198	0,3666245	0,3014516	0,3273099	0,3596298	0,6984810	0,1757240	0,7574525	0,1866841	0,1302685	0,5794805	0,5019890	0,3192892	0,4951157	0,2866621	0,2369152	0,1172165	0,0662535	0,4480561	0,5426963	0,2957539	0,4934387	0,3430857	0,6587247	0,5510230	0,3639327	0,0354922	0,8420939	0,7501953	0,1163544	0,6885718	0,2518526	0,0398692	0,2428647	0,9794897	0,4523818	0,3585842
640	0,6079713	0,7192880	0,0119851	0,0330283	0,0959150	0,7902803	0,6081504	0,6146531	0,2587793	0,0463202	0,6693879	0,3962581	0,5756567	0,9109086	0,5816067	0,5383610	0,2665555	0,3227879	0,3695119	0,7074140	0,6542446	0,1499214	0,6241442	0,2110259	0,3061496	0,4807018	0,5767062	0,4624219	0,4629314	0,2856737	0,2788555	0,4791234	0,5834115	0,1348996	0,6853365	0,1266280	0,1966865	0,6473119	0,4074916	0,4094451	0,6247477	0,3135284	0,1978048	0,0968546	0,0376079	0,5619088	0,6850717	0,2274177	0,5334209	0,3115418	0,7255401	0,6425341	0,4437838	0,0762082	0,6424825	0,6918755	0,0893056	0,5618187	0,3513191	0,0205610	0,2348425	0,7499351	0,5068219	0,4576232
660	0,6666962	0,7329624	0,0542355	0,0612057	0,0505052	0,7448352	0,6823195	0,5089407	0,2626145	0,1043662	0,5523239	0,6269973	0,5126165	0,7305838	0,6011923	0,4881232	0,1941259	0,2684077	0,5078774	0,6007016	0,6769291	0,1394840	0,6222853	0,2469057	0,2700236	0,5636554	0,5702774	0,5598053	0,3879220	0,3546684	0,2316097	0,3899812	0,5742075	0,1208120	0,7179073	0,1161060	0,2834978	0,4494925	0,1882775	0,3716456	0,5545743	0,3356554	0,2365097	0,1514524	0,0460526	0,4549108	0,7050008	0,3020111	0,4480205	0,3212151	0,8209638	0,6586491	0,4127921	0,1169332	0,7652083	0,7694046	0,0406541	0,5697984	0,2981278	0,0266189	0,2210811	0,7931457	0,4773478	0,3880717
