"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
620	0,3118505	1,0000000	0,6966073	0,0451200	0,8338894	0,8475010	0,1657181	0,7299219	0,0719422	0,0472324	0,8760943	0,0780716	0,0655454	0,0040182	0,8752260	0,1887906	0,4463134	0,9734224	0,5861363	0,1209664	0,6355145	0,0103302	0,7159785	0,6007290	0,9999533	0,7025332	0,1744559	0,8231238	0,1745006	0,1058637	0,3328045	0,5667021	0,4176567	0,1308181	0,0234432	0,0133339	0,0559402	0,2586173	0,7033962	0,6095895	0,5931468	0,6649063	0,0008571	0,1357204	0,3076951	0,9614247	0,1840298	0,7629522	0,7254121	0,6288832	0,8633136	0,0272987	0,0894956	0,0885033	0,0400347	0,0122685	0,2293641	0,9489988	0,1898299	0,1516234	0,4102130	0,1305031	0,0297724	0,0865390
640	0,3118505	1,0000000	0,6103089	0,0451200	0,8973793	0,8552238	0,1158903	0,8215801	0,0511462	0,0472324	0,8716385	0,0744631	0,0655454	0,0040182	0,9236114	0,1803850	0,4463134	0,9734224	0,5838527	0,1209664	0,5967340	0,0103929	0,7385178	0,5752081	0,9999473	0,7365182	0,1601811	0,8157021	0,1542491	0,1058581	0,3131918	0,5666903	0,3310440	0,1209981	0,0234398	0,0105057	0,0551010	0,2495738	0,6954310	0,5875296	0,6244119	0,6261519	0,0007528	0,1176616	0,2264550	0,9602474	0,1814402	0,7585032	0,7720461	0,6905816	0,8381667	0,0259644	0,0654960	0,0818817	0,0280312	0,0122684	0,1632429	0,9440832	0,1140686	0,1456103	0,3512736	0,1303873	0,0297703	0,0832325
660	0,3118505	1,0000000	0,5308811	0,0451200	0,9366025	0,8654260	0,0774396	0,8821317	0,0365065	0,0472324	0,8684516	0,0694076	0,0655454	0,0040182	0,9524520	0,1732794	0,4463134	0,9734224	0,5782425	0,1209664	0,5695040	0,0104845	0,7256927	0,5499807	0,9999416	0,7662676	0,1473494	0,8189651	0,1387712	0,1058508	0,2945391	0,5666816	0,2503412	0,1011699	0,0234361	0,0085492	0,0538921	0,2330587	0,7030899	0,5301018	0,6492859	0,5525238	0,0005967	0,0949852	0,1720292	0,9593921	0,1761670	0,7475875	0,8101385	0,7473858	0,8131036	0,0245544	0,0482531	0,0715720	0,0233980	0,0122684	0,1195312	0,9341504	0,0691117	0,1318609	0,2824670	0,1302296	0,0297681	0,0788192
680	0,3118505	1,0000000	0,4654108	0,0451200	0,9608340	0,8745796	0,0531479	0,9221334	0,0264227	0,0472324	0,8660261	0,0636980	0,0655454	0,0040182	0,9697003	0,1680466	0,4463134	0,9734224	0,5729426	0,1209664	0,5498461	0,0105850	0,6734513	0,5253971	0,9999358	0,7899324	0,1365535	0,8271861	0,1279039	0,1058429	0,2784551	0,5666769	0,1836751	0,0779144	0,0234331	0,0075576	0,0527302	0,2108885	0,7170855	0,4349483	0,6680845	0,4585438	0,0004454	0,0731816	0,1355744	0,9590160	0,1684512	0,7271103	0,8394138	0,7936183	0,7796916	0,0234443	0,0355520	0,0592318	0,0216075	0,0122683	0,0897188	0,9165722	0,0436080	0,1124532	0,2092075	0,1300945	0,0297662	0,0741597
700	0,3118505	1,0000000	0,4125939	0,0451200	0,9758038	0,8813155	0,0385353	0,9485595	0,0195271	0,0472324	0,8641133	0,0580932	0,0655454	0,0040182	0,9800708	0,1646074	0,4463134	0,9734224	0,5693426	0,1209664	0,5353387	0,0106685	0,5860416	0,5020605	0,9999300	0,8075572	0,1277766	0,8366877	0,1206244	0,1058357	0,2654117	0,5666759	0,1334560	0,0577974	0,0234308	0,0071521	0,0518216	0,1862212	0,7322487	0,3237715	0,6820322	0,3684233	0,0003258	0,0552286	0,1111799	0,9590443	0,1592003	0,6937557	0,8613133	0,8290018	0,7261551	0,0226566	0,0263299	0,0468490	0,0209169	0,0122683	0,0690513	0,8869993	0,0295907	0,0915127	0,1502116	0,1300011	0,0297648	0,0698819
720	0,3118505	1,0000000	0,3690925	0,0451200	0,9850520	0,8852049	0,0298925	0,9660172	0,0148262	0,0472324	0,8625761	0,0530952	0,0655454	0,0040182	0,9863362	0,1625717	0,4463134	0,9734224	0,5675122	0,1209664	0,5245188	0,0107180	0,4793978	0,4805538	0,9999242	0,8199982	0,1207835	0,8455089	0,1158635	0,1058297	0,2552664	0,5666771	0,0972823	0,0430676	0,0234292	0,0070076	0,0511734	0,1618888	0,7461001	0,2251845	0,6922982	0,2949847	0,0002386	0,0417135	0,0948700	0,9593178	0,1494135	0,6449074	0,8774728	0,8551397	0,6453537	0,0221124	0,0198118	0,0358977	0,0206511	0,0122683	0,0546523	0,8392563	0,0219781	0,0723390	0,1119824	0,1299416	0,0297637	0,0662949
740	0,3118505	1,0000000	0,3320658	0,0451200	0,9907653	0,8862152	0,0248209	0,9775502	0,0116263	0,0472324	0,8613290	0,0489346	0,0655454	0,0040182	0,9901312	0,1614780	0,4463134	0,9734224	0,5669576	0,1209664	0,5164644	0,0107303	0,3731904	0,4612851	0,9999185	0,8283593	0,1152922	0,8528320	0,1127657	0,1058249	0,2476121	0,5666795	0,0716812	0,0332017	0,0234280	0,0069605	0,0507277	0,1398215	0,7577109	0,1527269	0,6997808	0,2395712	0,0001767	0,0320444	0,0839715	0,9596788	0,1399004	0,5808560	0,8892866	0,8739974	0,5466228	0,0217386	0,0153172	0,0270104	0,0205490	0,0122683	0,0446433	0,7690874	0,0178576	0,0565735	0,0902172	0,1299047	0,0297629	0,0634708
760	0,3118505	1,0000000	0,2996405	0,0451200	0,9942950	0,8845051	0,0218598	0,9851691	0,0094501	0,0472324	0,8603127	0,0456432	0,0655454	0,0040182	0,9924285	0,1609316	0,4463134	0,9734224	0,5670965	0,1209664	0,5105353	0,0107127	0,2808827	0,4444370	0,9999130	0,8337120	0,1110344	0,8584850	0,1107260	0,1058212	0,2419712	0,5666820	0,0536754	0,0268962	0,0234272	0,0069459	0,0504253	0,1210226	0,7669536	0,1050710	0,7051243	0,1991091	0,0001332	0,0253211	0,0766912	0,9600052	0,1311987	0,5064609	0,8978387	0,8873390	0,4484992	0,0214820	0,0122749	0,0201630	0,0205099	0,0122683	0,0377280	0,6806427	0,0156290	0,0445244	0,0786677	0,1298819	0,0297624	0,0613465
780	0,3118505	1,0000000	0,2707170	0,0451200	0,9964755	0,8803664	0,0201384	0,9902024	0,0079708	0,0472324	0,8594828	0,0431374	0,0655454	0,0040182	0,9938140	0,1606579	0,4463134	0,9734224	0,5674815	0,1209664	0,5062383	0,0106764	0,2074436	0,4299922	0,9999077	0,8369690	0,1077722	0,8626081	0,1093492	0,1058184	0,2378920	0,5666837	0,0410381	0,0229642	0,0234267	0,0069416	0,0502212	0,1057664	0,7740622	0,0755477	0,7087854	0,1699591	0,0001027	0,0207191	0,0718285	0,9602153	0,1235931	0,4300308	0,9039413	0,8965761	0,3631480	0,0213059	0,0102415	0,0150330	0,0204949	0,0122683	0,0329860	0,5854950	0,0144240	0,0357690	0,0727640	0,1298679	0,0297620	0,0598017
800	0,3118505	1,0000000	0,2446922	0,0451200	0,9978226	0,8742068	0,0191427	0,9935275	0,0069656	0,0472324	0,8588043	0,0412821	0,0655454	0,0040182	0,9946450	0,1604975	0,4463134	0,9734224	0,5678541	0,1209664	0,5031720	0,0106317	0,1522384	0,4177932	0,9999029	0,8388433	0,1053007	0,8654609	0,1083917	0,1058164	0,2349874	0,5666843	0,0321749	0,0205443	0,0234263	0,0069403	0,0500836	0,0938530	0,7793963	0,0577857	0,7110948	0,1490739	0,0000813	0,0175962	0,0685808	0,9602615	0,1171746	0,3597883	0,9081943	0,9027786	0,2939810	0,0211851	0,0088940	0,0112432	0,0204892	0,0122682	0,0297584	0,4945516	0,0137723	0,0296254	0,0698053	0,1298594	0,0297617	0,0587063
820	0,3118505	1,0000000	0,2212540	0,0451200	0,9986548	0,8665236	0,0185708	0,9957241	0,0062827	0,0472324	0,8582494	0,0399336	0,0655454	0,0040182	0,9951404	0,1603758	0,4463134	0,9734224	0,5681108	0,1209664	0,5010100	0,0105860	0,1122456	0,4076049	0,9998984	0,8398535	0,1034475	0,8673232	0,1077083	0,1058148	0,2329460	0,5666834	0,0259602	0,0190655	0,0234260	0,0069399	0,0499908	0,0848338	0,7833243	0,0472209	0,7123039	0,1341448	0,0000664	0,0154871	0,0664119	0,9601228	0,1119055	0,3008969	0,9110408	0,9067370	0,2398817	0,0211022	0,0080057	0,0084628	0,0204870	0,0122682	0,0275760	0,4139733	0,0134200	0,0254171	0,0683379	0,1298541	0,0297615	0,0579441
840	0,3118505	1,0000000	0,2002513	0,0451200	0,9991690	0,8578539	0,0182460	0,9971752	0,0058190	0,0472324	0,8577956	0,0389629	0,0655454	0,0040182	0,9954347	0,1602675	0,4463134	0,9734224	0,5682432	0,1209664	0,4994958	0,0105437	0,0839830	0,3991640	0,9998943	0,8403532	0,1020703	0,8684497	0,1072127	0,1058136	0,2315269	0,5666811	0,0216030	0,0181654	0,0234258	0,0069398	0,0499284	0,0781760	0,7861735	0,0409411	0,7126168	0,1234842	0,0000559	0,0140665	0,0649634	0,9597981	0,1076748	0,2548821	0,9128117	0,9090315	0,1983232	0,0210454	0,0074222	0,0064300	0,0204862	0,0122682	0,0261079	0,3459708	0,0132295	0,0225813	0,0676136	0,1298509	0,0297613	0,0574209
860	0,3118505	1,0000000	0,1816111	0,0451200	0,9994866	0,8487137	0,0180649	0,9981339	0,0055041	0,0472324	0,8574244	0,0382654	0,0655454	0,0040182	0,9956098	0,1601703	0,4463134	0,9734224	0,5682849	0,1209664	0,4984363	0,0105068	0,0643509	0,3922117	0,9998906	0,8405678	0,1010546	0,8690536	0,1068518	0,1058127	0,2305495	0,5666772	0,0185482	0,0176188	0,0234257	0,0069398	0,0498864	0,0733625	0,7882134	0,0371861	0,7122104	0,1158751	0,0000485	0,0131112	0,0639961	0,9593015	0,1043387	0,2207391	0,9137587	0,9100915	0,1667041	0,0210063	0,0070398	0,0049464	0,0204858	0,0122682	0,0251240	0,2904943	0,0131265	0,0206914	0,0672568	0,1298489	0,0297612	0,0570652
880	0,3118505	1,0000000	0,1652832	0,0451200	0,9996828	0,8395476	0,0179671	0,9987672	0,0052905	0,0472324	0,8571208	0,0377625	0,0655454	0,0040182	0,9957148	0,1600881	0,4463134	0,9734224	0,5682766	0,1209664	0,4976921	0,0104761	0,0508802	0,3865115	0,9998874	0,8406328	0,1003102	0,8693036	0,1065902	0,1058120	0,2298817	0,5666721	0,0164066	0,0172871	0,0234256	0,0069398	0,0498580	0,0699424	0,7896568	0,0349177	0,7112443	0,1104455	0,0000434	0,0124692	0,0633501	0,9586572	0,1017470	0,1963267	0,9140783	0,9102409	0,1427785	0,0209795	0,0067895	0,0038647	0,0204857	0,0122682	0,0244659	0,2463800	0,0130708	0,0194410	0,0670808	0,1298476	0,0297611	0,0568249
900	0,3118505	1,0000000	0,1512015	0,0451200	0,9998041	0,8306993	0,0179173	0,9991856	0,0051456	0,0472324	0,8568725	0,0373977	0,0655454	0,0040182	0,9957786	0,1600239	0,4463134	0,9734224	0,5682501	0,1209664	0,4971661	0,0104510	0,0417195	0,3818571	0,9998845	0,8406242	0,0997673	0,8693277	0,1064021	0,1058115	0,2294285	0,5666659	0,0149051	0,0170859	0,0234256	0,0069398	0,0498390	0,0675480	0,7906662	0,0335300	0,7098643	0,1065716	0,0000398	0,0120380	0,0629187	0,9578967	0,0997587	0,1793298	0,9139275	0,9097292	0,1247348	0,0209612	0,0066259	0,0030764	0,0204857	0,0122682	0,0240262	0,2120061	0,0130406	0,0186179	0,0669939	0,1298469	0,0297611	0,0566630
920	0,3118505	1,0000000	0,1392613	0,0451200	0,9998790	0,8224071	0,0178949	0,9994620	0,0050474	0,0472324	0,8566694	0,0371315	0,0655454	0,0040182	0,9958182	0,1599773	0,4463134	0,9734224	0,5682239	0,1209664	0,4967919	0,0104311	0,0355305	0,3780724	0,9998820	0,8405823	0,0993728	0,8692188	0,1062683	0,1058111	0,2291228	0,5666589	0,0138525	0,0169639	0,0234255	0,0069398	0,0498261	0,0658931	0,7913635	0,0326691	0,7082019	0,1038078	0,0000373	0,0117486	0,0626306	0,9570540	0,0982494	0,1677249	0,9134336	0,9087526	0,1111567	0,0209486	0,0065189	0,0025022	0,0204856	0,0122682	0,0237322	0,1856614	0,0130243	0,0180779	0,0669507	0,1298464	0,0297610	0,0565543
940	0,3118505	1,0000000	0,1293104	0,0451200	0,9999252	0,8148153	0,0178881	0,9996446	0,0049809	0,0472324	0,8565033	0,0369366	0,0655454	0,0040182	0,9958433	0,1599459	0,4463134	0,9734224	0,5682057	0,1209664	0,4965245	0,0104154	0,0313695	0,3750089	0,9998798	0,8405276	0,0990867	0,8690413	0,1061738	0,1058108	0,2289173	0,5666513	0,0131146	0,0168899	0,0234255	0,0069398	0,0498175	0,0647625	0,7918386	0,0321274	0,7063717	0,1018362	0,0000355	0,0115543	0,0624382	0,9561637	0,0971142	0,1599203	0,9127010	0,9074668	0,1009547	0,0209399	0,0064491	0,0020839	0,0204856	0,0122682	0,0235354	0,1657448	0,0130155	0,0177247	0,0669291	0,1298462	0,0297610	0,0564811
960	0,3118505	1,0000000	0,1211541	0,0451200	0,9999538	0,8079924	0,0178896	0,9997652	0,0049360	0,0472324	0,8563675	0,0367938	0,0655454	0,0040182	0,9958594	0,1599258	0,4463134	0,9734224	0,5681961	0,1209664	0,4963331	0,0104032	0,0285818	0,3725416	0,9998779	0,8404704	0,0988797	0,8688379	0,1061072	0,1058106	0,2287799	0,5666435	0,0125972	0,0168449	0,0234255	0,0069398	0,0498117	0,0639985	0,7921568	0,0317819	0,7044701	0,1004297	0,0000343	0,0114238	0,0623097	0,9552572	0,0962673	0,1547376	0,9118143	0,9059956	0,0932983	0,0209340	0,0064035	0,0017794	0,0204856	0,0122682	0,0234034	0,1508593	0,0130108	0,0174943	0,0669182	0,1298460	0,0297610	0,0564319
980	0,3118505	1,0000000	0,1145695	0,0451200	0,9999715	0,8019520	0,0178956	0,9998449	0,0049057	0,0472324	0,8562564	0,0366895	0,0655454	0,0040182	0,9958700	0,1599136	0,4463134	0,9734224	0,5681930	0,1209664	0,4961965	0,0103937	0,0267191	0,3705651	0,9998763	0,8404156	0,0987299	0,8686349	0,1060602	0,1058104	0,2286881	0,5666356	0,0122345	0,0168176	0,0234254	0,0069398	0,0498078	0,0634878	0,7923654	0,0315589	0,7025741	0,0994263	0,0000334	0,0113363	0,0622239	0,9543619	0,0956399	0,1513365	0,9108415	0,9044360	0,0875577	0,0209299	0,0063737	0,0015577	0,0204856	0,0122682	0,0233147	0,1398419	0,0130082	0,0173446	0,0669127	0,1298459	0,0297609	0,0563988
1000	0,3118505	1,0000000	0,1093235	0,0451200	0,9999824	0,7966700	0,0179035	0,9998975	0,0048853	0,0472324	0,8561656	0,0366138	0,0655454	0,0040182	0,9958768	0,1599061	0,4463134	0,9734224	0,5681935	0,1209664	0,4960995	0,0103864	0,0254767	0,3689904	0,9998750	0,8403658	0,0986216	0,8684473	0,1060267	0,1058103	0,2286270	0,5666280	0,0119802	0,0168010	0,0234254	0,0069398	0,0498051	0,0631501	0,7924982	0,0314135	0,7007422	0,0987106	0,0000328	0,0112776	0,0621666	0,9534998	0,0951782	0,1491321	0,9098358	0,9028625	0,0832567	0,0209271	0,0063543	0,0013962	0,0204856	0,0122682	0,0232550	0,1317555	0,0130068	0,0172476	0,0669098	0,1298458	0,0297609	0,0563764
1020	0,3118505	1,0000000	0,1051893	0,0451200	0,9999891	0,7920989	0,0179120	0,9999323	0,0048716	0,0472324	0,8560913	0,0365590	0,0655454	0,0040182	0,9958813	0,1599016	0,4463134	0,9734224	0,5681953	0,1209664	0,4960308	0,0103809	0,0246491	0,3677426	0,9998739	0,8403221	0,0985432	0,8682822	0,1060025	0,1058102	0,2285864	0,5666206	0,0118020	0,0167909	0,0234254	0,0069398	0,0498033	0,0629298	0,7925790	0,0313178	0,6990158	0,0982000	0,0000324	0,0112382	0,0621283	0,9526875	0,0948405	0,1477239	0,9088378	0,9013301	0,0800365	0,0209252	0,0063416	0,0012787	0,0204856	0,0122682	0,0232146	0,1258639	0,0130061	0,0171852	0,0669083	0,1298458	0,0297609	0,0563612
1040	0,3118505	1,0000000	0,1019590	0,0451200	0,9999933	0,7881778	0,0179205	0,9999553	0,0048625	0,0472324	0,8560305	0,0365195	0,0655454	0,0040182	0,9958843	0,1598985	0,4463134	0,9734224	0,5681972	0,1209664	0,4959826	0,0103766	0,0240983	0,3667586	0,9998730	0,8402851	0,0984865	0,8681418	0,1059850	0,1058101	0,2285593	0,5666138	0,0116770	0,0167847	0,0234254	0,0069398	0,0498021	0,0627881	0,7926250	0,0312545	0,6974214	0,0978358	0,0000321	0,0112117	0,0621027	0,9519361	0,0945949	0,1468408	0,9078770	0,8998778	0,0776271	0,0209239	0,0063334	0,0011932	0,0204856	0,0122682	0,0231873	0,1215994	0,0130057	0,0171454	0,0669075	0,1298457	0,0297609	0,0563510
1060	0,3118505	1,0000000	0,0994513	0,0451200	0,9999958	0,7848398	0,0179284	0,9999705	0,0048565	0,0472324	0,8559808	0,0364912	0,0655454	0,0040182	0,9958862	0,1598964	0,4463134	0,9734224	0,5681985	0,1209664	0,4959488	0,0103734	0,0237319	0,3659863	0,9998723	0,8402543	0,0984454	0,8680253	0,1059721	0,1058100	0,2285414	0,5666074	0,0115894	0,0167809	0,0234254	0,0069398	0,0498013	0,0626987	0,7926479	0,0312124	0,6959738	0,0975760	0,0000319	0,0111940	0,0620857	0,9512523	0,0944173	0,1463010	0,9069735	0,8985309	0,0758252	0,0209230	0,0063280	0,0011309	0,0204856	0,0122682	0,0231688	0,1185308	0,0130054	0,0171203	0,0669071	0,1298457	0,0297609	0,0563440
1080	0,3118505	1,0000000	0,0975133	0,0451200	0,9999974	0,7820171	0,0179356	0,9999805	0,0048525	0,0472324	0,8559402	0,0364710	0,0655454	0,0040182	0,9958874	0,1598948	0,4463134	0,9734224	0,5681991	0,1209664	0,4959253	0,0103709	0,0234883	0,3653827	0,9998717	0,8402295	0,0984156	0,8679307	0,1059626	0,1058100	0,2285294	0,5666017	0,0115280	0,0167786	0,0234254	0,0069398	0,0498008	0,0626439	0,7926559	0,0311843	0,6946782	0,0973907	0,0000317	0,0111821	0,0620743	0,9506388	0,0942896	0,1459833	0,9061401	0,8973039	0,0744784	0,0209223	0,0063245	0,0010856	0,0204856	0,0122682	0,0231563	0,1163349	0,0130053	0,0171047	0,0669069	0,1298457	0,0297609	0,0563392
1100	0,3118505	1,0000000	0,0960203	0,0451200	0,9999984	0,7796440	0,0179420	0,9999871	0,0048499	0,0472324	0,8559070	0,0364565	0,0655454	0,0040182	0,9958882	0,1598936	0,4463134	0,9734224	0,5681994	0,1209664	0,4959089	0,0103691	0,0233263	0,3649124	0,9998712	0,8402098	0,0983939	0,8678549	0,1059556	0,1058099	0,2285214	0,5665965	0,0114849	0,0167772	0,0234254	0,0069398	0,0498004	0,0626115	0,7926548	0,0311656	0,6935329	0,0972585	0,0000316	0,0111741	0,0620667	0,9500950	0,0941984	0,1458075	0,9053835	0,8962028	0,0734724	0,0209219	0,0063222	0,0010526	0,0204856	0,0122682	0,0231477	0,1147717	0,0130053	0,0170952	0,0669068	0,1298457	0,0297609	0,0563360

0	0,3118505	1,0000000	0,0910796	0,0451200	1,0000000	0,7688767	0,1236377	1,0000000	0,0770265	0,0472324	0,0855469	0,0364194	0,0655454	0,0040182	0,9958900	0,1598906	0,4463134	0,9734224	0,5681990	0,1209664	0,4958707	0,0103634	0,0230037	0,3633190	0,9998689	0,8401457	0,0983360	0,8675991	0,1059359	0,1058099	0,2285053	0,5665678	0,0360174	0,0403152	0,0234265	0,0075406	0,0504110	0,1845156	0,7925532	0,3170112	0,6874051	0,2591557	0,0000901	0,0437184	0,0623136	0,9471730	0,1486503	0,7055453	0,9009379	0,8900606	0,6687027	0,0211350	0,0116062	0,0325379	0,0205074	0,0122683	0,0544692	0,9016702	0,0139509	0,0823153	0,1312371	0,1298810	0,0297620	0,0717784
20	0,3118505	1,0000000	0,0910778	0,0451200	1,0000000	0,8427112	0,1236787	0,7510851	0,0770325	0,0472324	0,0855512	0,0350467	0,0867635	0,0040182	0,9962140	0,1067039	0,4463134	0,9734224	0,5681990	0,1209664	0,6432619	0,3520814	0,0230037	0,2841929	0,9998690	0,8441170	0,3006338	0,9194724	0,1058989	0,1058094	0,2285043	0,5665714	0,0360149	0,0403140	0,0821380	0,0075406	0,0692829	0,2683834	0,7925742	0,3170041	0,6881705	0,2591457	0,0000900	0,0437193	0,2877327	0,9476552	0,1486488	0,8558151	0,9013061	0,8908773	0,7510720	0,0211349	0,0116060	0,2557470	0,0205074	0,0122682	0,2035693	0,9016702	0,0139509	0,0823137	0,1312340	0,1298810	0,0297619	0,0717788
40	0,3118505	1,0000000	0,0910762	0,0451200	1,0000000	0,8907522	0,1239435	0,5866461	0,0770565	0,0472324	0,0855550	0,0305530	0,1017817	0,0040182	0,9971926	0,0760376	0,4463134	0,9734224	0,5681990	0,1209664	0,7347652	0,5700233	0,0230037	0,2318502	0,9998690	0,8571766	0,4336940	0,9495751	0,1056981	0,1058081	0,2284892	0,5665879	0,0360175	0,0403196	0,1230165	0,0075408	0,0819903	0,3133817	0,7926628	0,3170551	0,6918184	0,2591598	0,0000900	0,0437217	0,4382703	0,9497625	0,1486507	0,9251071	0,9031614	0,8945908	0,8125617	0,0211349	0,0116068	0,4181357	0,0205075	0,0122682	0,2917917	0,9016764	0,0139513	0,0823217	0,1312584	0,1298810	0,0297618	0,0717795
60	0,3118505	1,0000000	0,0910747	0,0451200	1,0000000	0,9219429	0,1246991	0,4780139	0,0770906	0,0472324	0,0855583	0,0256455	0,1124116	0,0040182	0,9981598	0,0581484	0,4463134	0,9734224	0,5681990	0,1209664	0,7853023	0,7090228	0,0230037	0,1972039	0,9998688	0,8711223	0,5211971	0,9657601	0,1052550	0,1058069	0,2284407	0,5666134	0,0360400	0,0403563	0,1514787	0,0075418	0,0905475	0,3375745	0,7927873	0,3173724	0,6978508	0,2592766	0,0000900	0,0437293	0,5388012	0,9529330	0,1486684	0,9570719	0,9062879	0,9003648	0,8584688	0,0211352	0,0116125	0,5362782	0,0205075	0,0122682	0,3439948	0,9017105	0,0139537	0,0823741	0,1314082	0,1298811	0,0297618	0,0717815
80	0,3118505	1,0000000	0,0910735	0,0451200	1,0000000	0,9419546	0,1264615	0,4062490	0,0771229	0,0472324	0,0855612	0,0217608	0,1199354	0,0040182	0,9988522	0,0476318	0,4463134	0,9734224	0,5681990	0,1209664	0,8069180	0,7976739	0,0230037	0,1742605	0,9998686	0,8811173	0,5787224	0,9722463	0,1045524	0,1058062	0,2283582	0,5666412	0,0361153	0,0404802	0,1712958	0,0075443	0,0963115	0,3507169	0,7929102	0,3184162	0,7048801	0,2596711	0,0000903	0,0437459	0,6059372	0,9562894	0,1487302	0,9718539	0,9099955	0,9066858	0,8927535	0,0211360	0,0116323	0,6222344	0,0205076	0,0122682	0,3748871	0,9018173	0,0139613	0,0825495	0,1319003	0,1298814	0,0297617	0,0717855
100	0,3118505	1,0000000	0,0910724	0,0451200	1,0000000	0,9545725	0,1301827	0,3588394	0,0771478	0,0472324	0,0855637	0,0190013	0,1252608	0,0040182	0,9992974	0,0414205	0,4463134	0,9734224	0,5681990	0,1209664	0,8100605	0,8542137	0,0230037	0,1590618	0,9998684	0,8870389	0,6165291	0,9713205	0,1036436	0,1058058	0,2282564	0,5666670	0,0363079	0,0408068	0,1850937	0,0075498	0,1001981	0,3581664	0,7930142	0,3211029	0,7117766	0,2606929	0,0000912	0,0437741	0,6507720	0,9592969	0,1488940	0,9787733	0,9137109	0,9125450	0,9183831	0,0211381	0,0116847	0,6847819	0,0205079	0,0122682	0,3931716	0,9020802	0,0139804	0,0830063	0,1331761	0,1298821	0,0297617	0,0717915
120	0,3118505	1,0000000	0,0910715	0,0451200	1,0000000	0,9623666	0,1372942	0,3275195	0,0771647	0,0472324	0,0855659	0,0171133	0,1290300	0,0040182	0,9995729	0,0377420	0,4463134	0,9734224	0,5681990	0,1209664	0,8033207	0,8902733	0,0230037	0,1489911	0,9998682	0,8901868	0,6413715	0,9648170	0,1026400	0,1058056	0,2281517	0,5666887	0,0367437	0,0415677	0,1947007	0,0075610	0,1028270	0,3630214	0,7930950	0,3271466	0,7178857	0,2630128	0,0000933	0,0438180	0,6807144	0,9617495	0,1492691	0,9821813	0,9170891	0,9174855	0,9375907	0,0211429	0,0118064	0,7303134	0,0205085	0,0122682	0,4039975	0,9026408	0,0140241	0,0840450	0,1361070	0,1298838	0,0297617	0,0717993
140	0,3118505	1,0000000	0,0910707	0,0451200	1,0000000	0,9670738	0,1493285	0,3068289	0,0771751	0,0472324	0,0855678	0,0158390	0,1316979	0,0040182	0,9997411	0,0355600	0,4463134	0,9734224	0,5681990	0,1209664	0,7927268	0,9132712	0,0230037	0,1423172	0,9998680	0,8917342	0,6576931	0,9548621	0,1016665	0,1058055	0,2280554	0,5667059	0,0376501	0,0432029	0,2013897	0,0075825	0,1046219	0,3672869	0,7931550	0,3393680	0,7229413	0,2677994	0,0000979	0,0438863	0,7007128	0,9636334	0,1500390	0,9841533	0,9199735	0,9214069	0,9520646	0,0211529	0,0120647	0,7634894	0,0205098	0,0122682	0,4104129	0,9036901	0,0141178	0,0861767	0,1423017	0,1298876	0,0297617	0,0718092
160	0,3118505	1,0000000	0,0910701	0,0451200	1,0000000	0,9698463	0,1670629	0,2931602	0,0771810	0,0472324	0,0855695	0,0149831	0,1335863	0,0040182	0,9998431	0,0342643	0,4463134	0,9734224	0,5681990	0,1209664	0,7817869	0,9279385	0,0230037	0,1378941	0,9998679	0,8924354	0,6684156	0,9436213	0,1008157	0,1058055	0,2279730	0,5667191	0,0393934	0,0464910	0,2060470	0,0076201	0,1058790	0,3724325	0,7931980	0,3614655	0,7269246	0,2767984	0,0001078	0,0439966	0,7140726	0,9650218	0,1514595	0,9856949	0,9223299	0,9243902	0,9630741	0,0211722	0,0125706	0,7877104	0,0205121	0,0122682	0,4142240	0,9053820	0,0143088	0,0901374	0,1544244	0,1298955	0,0297617	0,0718223
180	0,3118505	1,0000000	0,0910696	0,0451200	1,0000000	0,9714305	0,1897709	0,2841303	0,0771841	0,0472324	0,0855710	0,0144093	0,1349228	0,0040182	0,9999048	0,0334942	0,4463134	0,9734224	0,5681990	0,1209664	0,7721546	0,9372929	0,0230037	0,1349625	0,9998678	0,8927146	0,6754594	0,9327411	0,1001299	0,1058055	0,2279060	0,5667288	0,0424856	0,0526901	0,2092898	0,0076798	0,1068150	0,3795143	0,7932283	0,3965566	0,7299472	0,2921058	0,0001277	0,0441805	0,7230027	0,9660137	0,1538060	0,9872438	0,9241926	0,9265889	0,9715439	0,0212073	0,0134873	0,8054523	0,0205161	0,0122682	0,4165054	0,9076916	0,0146812	0,0967737	0,1761577	0,1299119	0,0297617	0,0718426
