"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
1060	0,8527420	0,9941848	0,8724543	0,0711450	0,0164527	1,0778463	0,9946610	0,8795833	0,2579680	0,1298781	0,7500037	0,8859640	0,7686281	1,0294219	0,8541112	0,7002460	0,2906062	0,3823808	0,6775655	0,9988240	0,9324483	0,1999348	0,9221604	0,1916867	0,1838405	0,6887143	0,8905040	0,9181621	0,6023160	0,3919411	0,3061679	0,6459953	0,2982529	0,1030512	0,6778468	0,4098732	0,5400873	0,5151624	0,0150592	0,4082071	0,6303009	0,4814528	0,0991391	0,4637969	0,0849206	0,5421779	0,0538689	0,0436675	0,7433013	0,0472320	0,1763733	0,0041052	0,0547002	0,0605485	0,0232511	0,7250637	0,0222713	0,0996009	0,5417005	0,0256692	0,0059815	0,9645363	0,0147645	0,0513646
1080	0,8718595	1,0275353	0,9538144	0,0704778	0,0151268	1,0537011	0,9385124	0,8238995	0,2549543	0,1160896	0,7827920	0,8395537	0,7881956	1,0823202	0,8785843	0,7179223	0,2888466	0,3847321	0,6406987	1,0169254	0,9189334	0,1876728	0,8806260	0,1877451	0,1844682	0,6584430	0,8735111	0,9142358	0,6369403	0,4104155	0,2969060	0,6547989	0,3139521	0,1063160	0,6892503	0,3835115	0,4715322	0,5505301	0,0100438	0,4402354	0,6607023	0,4920684	0,1234210	0,5006191	0,0848800	0,5282165	0,0545068	0,0441575	0,8285580	0,0373834	0,1624343	0,0008742	0,0680345	0,0407237	0,0439238	0,7860725	0,0122213	0,1218596	0,5614698	0,0460521	0,0032061	0,9866315	0,0142768	0,0354688
1100	0,8916317	1,0363308	0,9058584	0,0826334	0,0173123	1,0137716	0,9120468	0,8632629	0,2862905	0,1018676	0,8495181	0,7778251	0,8797206	1,0244436	0,9109855	0,7012110	0,2985914	0,4130582	0,6313130	0,9996297	0,8937758	0,1805770	0,9348631	0,1761565	0,2056745	0,7111379	0,8276495	0,8179780	0,5889148	0,4924887	0,2617047	0,6110036	0,2778207	0,0986519	0,6273508	0,3730695	0,4635789	0,5603273	0,0115050	0,4560596	0,6456449	0,4883918	0,1362126	0,4516459	0,0779125	0,5207378	0,0571482	0,0574445	0,8749086	0,0464893	0,1519902	0,0010685	0,0679695	0,0341192	0,0446925	0,7284987	0,0124649	0,1041464	0,5641868	0,0260391	0,0063813	0,9834894	0,0192850	0,0410810

0	0,9892180	0,9342378	0,0200479	0,0682137	0,0105455	1,0693726	0,9242101	0,9308257	0,3302805	0,1413554	0,8568601	0,7806842	0,7945286	1,0266228	0,8359349	0,6978256	0,3498568	0,4543718	0,6601932	1,0310417	0,9150384	0,1835468	0,8978363	0,2230529	0,2133257	0,7513093	0,8280023	0,8140514	0,5570665	0,4640914	0,2584868	0,6993163	0,2491657	0,0624986	0,5291881	0,4447912	0,4675907	0,5299912	0,0185299	0,5075316	0,6674522	0,4916894	0,1379306	0,3970574	0,0797059	0,6042061	0,0628301	0,0296424	0,8546311	0,0301103	0,0965439	0,0073674	0,0570003	0,0761808	0,0209595	0,8132527	0,0218321	0,0597145	0,5777567	0,0249389	0,0055398	0,9222532	0,0293561	0,0278480
20	1,0147578	0,9452339	0,0582437	0,0859101	0,0067617	0,9054782	1,1218529	0,9567481	0,2534215	0,0901645	0,9149755	0,8245090	0,8618306	0,9577039	0,9570226	0,7304480	0,2959201	0,4533165	0,6151949	0,9329691	0,9774020	0,2440984	0,8814987	0,1853319	0,1833513	0,7254153	0,8077531	0,8678745	0,5800762	0,5138195	0,3587280	0,6580848	0,3937165	0,1049948	0,3851067	0,4439831	0,4690723	0,5930770	0,0011955	0,5767299	0,6754753	0,5570820	0,1173036	0,4102380	0,1977958	0,6325357	0,0818656	0,0293413	0,7510934	0,0513984	0,0797802	0,0052189	0,0860242	0,0598797	0,0361377	0,8041413	0,0911171	0,0620384	0,6036294	0,1312922	0,0038816	0,8801072	0,0147418	0,0202844
40	0,9647710	0,9543651	0,1284882	0,0827334	0,0093019	0,8986137	1,0289900	0,9919326	0,2864983	0,1219492	0,8375158	0,8298220	0,7984779	0,9980601	0,9777377	0,7505904	0,2888668	0,4901417	0,5715266	0,8700197	0,9005356	0,3872970	0,8882242	0,1587059	0,1814113	0,7168055	0,7459952	0,8517315	0,5069472	0,4787487	0,3352876	0,6400899	0,4252460	0,0980992	0,4058080	0,4571880	0,5766361	0,5523052	0,0112745	0,6312588	0,6127616	0,5849710	0,1080133	0,4147571	0,3083402	0,6112557	0,0733174	0,0240812	0,7799230	0,0491113	0,1022433	0,0036362	0,0721139	0,0430991	0,0650791	0,8121731	0,2685358	0,0651680	0,6209859	0,3307527	0,0042273	0,9350602	0,0100036	0,0137742
60	0,8103632	0,9055484	0,1403194	0,0913923	0,0079073	0,9298690	0,9686949	0,9779281	0,3268988	0,0833811	0,8530719	0,8953722	0,8026491	0,9558639	0,9778640	0,8135036	0,2995023	0,4802089	0,5256223	0,9217217	0,8947651	0,5287695	0,8673670	0,1977077	0,2094309	0,7252103	0,6209342	0,7407636	0,3654126	0,4356057	0,3543613	0,5384774	0,5229710	0,0893772	0,4303317	0,4324958	0,6379150	0,6068291	0,0227489	0,6983621	0,6351446	0,5732586	0,0607735	0,4931056	0,4817063	0,5914985	0,0604968	0,0231681	0,8949605	0,0497142	0,0841513	0,0055203	0,0703505	0,0289506	0,0940679	0,7456113	0,3969703	0,0642094	0,6567726	0,4422827	0,0018873	0,9414994	0,0103474	0,0139109
80	0,7857165	0,9596893	0,1721817	0,1037888	0,0102732	0,9321494	1,0185493	0,9708776	0,3003668	0,0895849	0,8285263	0,8198169	0,8455038	1,0531216	1,0454576	0,7254737	0,3026820	0,4473800	0,5290086	0,9363448	0,8899418	0,5637485	0,8253352	0,2046725	0,2098814	0,7293904	0,5713180	0,7186259	0,2672960	0,4898883	0,3796991	0,4618190	0,5805073	0,0935555	0,4276551	0,4392593	0,6988192	0,5422951	0,0091933	0,6650350	0,6827417	0,5344662	0,0350565	0,4877967	0,6461249	0,6035971	0,0693531	0,0286250	0,9483707	0,0486955	0,0814879	0,0044007	0,0827978	0,0194989	0,1412362	0,8573834	0,5454599	0,0588936	0,6509117	0,5636542	0,0022321	1,0118302	0,0092247	0,0189549
100	0,6338298	0,8956528	0,2293751	0,0931067	0,0136068	0,9192013	1,0432719	1,0005319	0,2631222	0,0809191	0,8390362	0,8508080	0,9172706	1,0928592	1,0016934	0,7002417	0,3027027	0,4185600	0,5022812	0,9335834	0,9243948	0,6434472	0,8309191	0,2130004	0,2045131	0,7703572	0,5464958	0,7334175	0,1974635	0,4870623	0,3493907	0,3985003	0,5739581	0,0916000	0,4162410	0,4515887	0,7667915	0,5265031	0,0078139	0,7217841	0,6542968	0,4757621	0,0363237	0,5243884	0,6509281	0,6502633	0,0591366	0,0329534	0,7918727	0,0539408	0,0568950	0,0046356	0,0781833	0,0115371	0,1433850	0,8550189	0,6395585	0,0523584	0,7046734	0,6599157	0,0003521	1,0590604	0,0143078	0,0258132
120	0,6229094	0,9872691	0,2940098	0,0746088	0,0097104	0,8870531	0,9747126	1,0219638	0,2771005	0,1076834	0,8369851	0,8506901	0,9292829	0,9936111	0,9555066	0,7925578	0,3154138	0,3820373	0,5060625	0,9013603	0,9135967	0,6901175	0,8410794	0,2434190	0,2020395	0,8028040	0,5204635	0,7035627	0,1632981	0,5204779	0,3998639	0,3715933	0,5773693	0,0896536	0,4188942	0,5006124	0,7862217	0,5029393	0,0099155	0,6759728	0,6554406	0,4403151	0,0496476	0,5397612	0,6584184	0,6489431	0,0396924	0,0359599	0,9080376	0,0463687	0,0480764	0,0013685	0,0735687	0,0176900	0,1785276	0,7897834	0,6566979	0,0587583	0,6947139	0,7273558	0,0024267	1,0602943	0,0287722	0,0257933
140	0,6250306	0,9769338	0,3604578	0,0975394	0,0165225	1,0316212	0,9994451	1,0222802	0,2703014	0,1234986	0,8426823	0,9054245	0,9549477	1,1048819	0,8814265	0,7731768	0,3753896	0,4265079	0,4701762	0,9148016	0,8915793	0,7212939	0,8620065	0,2026749	0,2006565	0,7453912	0,4695553	0,7568333	0,1052797	0,5245908	0,4146876	0,3455228	0,5638837	0,0944237	0,4502870	0,5365991	0,8339936	0,4757838	0,0137068	0,6728656	0,6291469	0,4192873	0,0385472	0,4905283	0,7616218	0,5825273	0,0552431	0,0388301	0,8320805	0,0364930	0,0652514	0,0080162	0,0767143	0,0109199	0,1638697	0,7677915	0,6669592	0,0676050	0,6868585	0,7065473	0,0061526	1,0385596	0,0253211	0,0219479
160	0,6306909	1,0033822	0,4220891	0,0938796	0,0199579	1,0172706	1,0202689	0,9511188	0,2713189	0,1235490	0,9029185	0,8876313	0,9482098	1,0378584	0,9566451	0,7966779	0,2998825	0,4823484	0,4279738	0,8972114	0,8252050	0,7420787	0,9266227	0,1607049	0,1938655	0,6975839	0,4614511	0,7122536	0,0663563	0,4966461	0,4391657	0,3390211	0,5832029	0,1064100	0,4806223	0,5500788	0,8201392	0,4490121	0,0101130	0,6281206	0,6083608	0,4083326	0,0344914	0,6226553	0,7814525	0,5165970	0,0599836	0,0419697	0,8099060	0,0228593	0,0732110	0,0097653	0,0694291	0,0122962	0,1757954	0,7792389	0,6211309	0,0654432	0,6518542	0,7133567	0,0087518	0,9577766	0,0209256	0,0253145
180	0,5975258	1,0095455	0,5526799	0,1056103	0,0177452	1,0625739	0,9648025	0,9659344	0,2712971	0,1151712	0,8364648	0,8883448	0,9318104	1,0123472	1,0013772	0,8072798	0,2930425	0,4699149	0,4438591	0,9324150	0,8351161	0,7698049	0,9007311	0,1548133	0,2010400	0,6484636	0,4436469	0,8068855	0,0443047	0,5271672	0,4593212	0,3184433	0,5504578	0,1013589	0,4867556	0,5207355	0,8347755	0,4290409	0,0027916	0,6419945	0,6589461	0,3868168	0,0537159	0,6114207	0,7941430	0,4939459	0,0547544	0,0379960	0,8310849	0,0301072	0,0602484	0,0017070	0,0586020	0,0135667	0,1692322	0,7908811	0,6282504	0,0618661	0,6076425	0,7583891	0,0055738	1,0261439	0,0177162	0,0279883
200	0,6069842	0,9818313	0,6183204	0,1121574	0,0206023	1,0012323	0,9144619	0,9155701	0,2537379	0,1080810	0,8533058	0,8813009	0,8781469	1,0246325	0,9865576	0,8179034	0,2867333	0,4734683	0,4501034	0,9064882	0,9052990	0,7069441	0,9927732	0,1841321	0,1642498	0,7168962	0,3971231	0,6937223	0,0345124	0,4897395	0,4815578	0,3126237	0,5737545	0,0894860	0,5849542	0,5023757	0,8728914	0,4556505	0,0183744	0,6332930	0,6944300	0,3482091	0,0323007	0,6639691	0,7982104	0,4990980	0,0665026	0,0341275	0,8548566	0,0307940	0,0726878	0,0018311	0,0461764	0,0179894	0,1589393	0,6843776	0,6486785	0,0499920	0,5862843	0,8439294	0,0063503	1,0639790	0,0240941	0,0325609
220	0,6788788	1,0106391	0,6745471	0,1060458	0,0189460	1,0748045	0,9134510	0,9050297	0,2354017	0,1341406	0,8931548	0,9807288	0,8246102	0,9815065	0,9080603	0,8451337	0,3378445	0,4239071	0,4512431	0,9497655	1,0099450	0,7598533	0,9919632	0,1950307	0,2038248	0,7077665	0,3905286	0,7059943	0,0244970	0,4856049	0,5201635	0,2814304	0,6060564	0,0968646	0,6536815	0,4844137	0,8747480	0,4369476	0,0112413	0,6280224	0,6792932	0,3748616	0,0347363	0,6132661	0,8622961	0,4694741	0,0669295	0,0465840	0,8150883	0,0340273	0,1133972	0,0065958	0,0697204	0,0314412	0,1661822	0,6893643	0,6871328	0,0807240	0,5605182	0,9264896	0,0053410	1,0974798	0,0200789	0,0352195
240	0,6683729	1,0512932	0,7580123	0,1143152	0,0110359	1,1054570	0,9501126	0,9609917	0,2070426	0,1558595	0,8778371	0,9395432	0,7699769	0,9528162	0,9531642	0,8038764	0,3071196	0,4495255	0,4893271	1,0071332	0,9540946	0,7973568	1,0386082	0,2028355	0,1847815	0,6725232	0,3914773	0,7188427	0,0299214	0,4366419	0,5137766	0,2491205	0,6186006	0,0889061	0,6391646	0,4516444	0,8478675	0,3987142	0,0184831	0,6671316	0,6559995	0,3821513	0,0391665	0,5810840	0,8778491	0,4779778	0,0431135	0,0621543	0,6996113	0,0507303	0,1426754	0,0029914	0,0717448	0,0249444	0,1706755	0,7058326	0,6855213	0,0970862	0,5471654	0,8904236	0,0001359	1,0742094	0,0066804	0,0367592
260	0,5729019	0,9613407	0,8431737	0,1096220	0,0062659	1,1168838	0,9986284	0,8974445	0,1921370	0,1368716	0,8911391	0,8989184	0,8532409	0,9599941	0,9147691	0,7999767	0,2737702	0,4832982	0,4722114	1,0295973	0,9716120	0,7296814	0,9716048	0,2229848	0,2074652	0,6714967	0,4404577	0,7975262	0,0262808	0,4547685	0,4830422	0,3081783	0,5691985	0,0995381	0,5979836	0,4788395	0,8699419	0,4090288	0,0076370	0,6305471	0,7192826	0,3854028	0,0499956	0,4917762	0,9288601	0,4471212	0,0358991	0,0634712	0,7989949	0,0460200	0,1096807	0,0007806	0,0580936	0,0174351	0,1577536	0,7331655	0,6805597	0,0866729	0,5522645	0,8870232	0,0015308	1,0399362	0,0068992	0,0416652
280	0,6768373	0,9611848	0,8848789	0,0976708	0,0039812	1,0795587	0,9437633	0,9555856	0,1942676	0,1338068	0,8504476	0,8827406	0,8973664	0,9654293	0,8613847	0,7994851	0,3213300	0,4415242	0,4793562	1,0862918	1,0150600	0,8204120	0,9267722	0,2037676	0,2009598	0,7179898	0,4325979	0,6720843	0,0164097	0,4331563	0,5461119	0,2506537	0,5309129	0,0976871	0,4978400	0,4240910	0,8173488	0,4021099	0,0047017	0,6288491	0,7245000	0,3459975	0,0276982	0,5832564	0,9340699	0,4628231	0,0552035	0,0636692	0,7849925	0,0233006	0,0721016	0,0041753	0,0749336	0,0141463	0,1578523	0,7143288	0,7042680	0,0811524	0,5864569	0,8867242	0,0048591	1,0686214	0,0044944	0,0322982
300	0,6321471	0,9658409	0,9309879	0,0783854	0,0031303	1,1058548	0,8926352	0,9781468	0,2185431	0,1339357	0,9414596	0,8523600	0,9134064	1,0104488	0,8816802	0,7483816	0,3107036	0,4177645	0,3981042	0,9809829	1,0700006	0,8325661	0,9303669	0,2066911	0,1799504	0,6868037	0,4427604	0,6351884	0,0227519	0,4682979	0,5107287	0,2309725	0,5609934	0,0882132	0,4299469	0,4053645	0,8234979	0,3908145	0,0145552	0,6194825	0,7744429	0,3497063	0,0258247	0,5665159	0,9493179	0,4629310	0,0757744	0,0659930	0,8528397	0,0218814	0,0489933	0,0006965	0,0661690	0,0178026	0,1745100	0,7647837	0,7554761	0,0623354	0,5694368	0,8782990	0,0101972	1,0377166	0,0039686	0,0247566
320	0,6131577	1,0292716	0,9859291	0,0805255	0,0048263	1,0597473	0,9780868	0,8976117	0,2375500	0,1152739	0,9235737	0,9070859	0,9208240	1,0295031	0,8646567	0,7767819	0,3249891	0,3920973	0,3753870	1,0178104	1,0130072	0,8597576	0,9678932	0,1920263	0,2076091	0,6647973	0,4507804	0,7191839	0,0255624	0,4225723	0,4702557	0,2373993	0,5416255	0,0918944	0,3137984	0,4255099	0,8222173	0,3780218	0,0080091	0,6809472	0,7490873	0,3264284	0,0204117	0,5636211	0,9456166	0,4370710	0,0763335	0,0461887	0,8235792	0,0200052	0,0420959	0,0068909	0,0691607	0,0224055	0,1719202	0,6855490	0,6688908	0,0434930	0,5938695	0,9003764	0,0096174	0,9901559	0,0067044	0,0181713
340	0,5929874	1,1153185	0,9531487	0,0913275	0,0070008	1,0623078	0,9415580	0,9218055	0,2456260	0,1125306	0,9306090	0,8829916	0,9120139	0,9601220	0,8447679	0,6775084	0,3261643	0,4227891	0,3897830	1,0141798	0,9393528	0,7938534	1,0139009	0,2129732	0,1838006	0,6608291	0,4589621	0,6808811	0,0273375	0,4342199	0,4678097	0,2821534	0,5556969	0,0958454	0,3014444	0,4303540	0,7844037	0,3648485	0,0116688	0,5924775	0,7484450	0,2994782	0,0274852	0,5279308	1,0194956	0,4648340	0,0761958	0,0301289	0,7501828	0,0288301	0,0351452	0,0076619	0,0544345	0,0153858	0,1719435	0,7793187	0,6846527	0,0413154	0,5898761	0,9746750	0,0161881	0,9582227	0,0072326	0,0115734
360	0,6253253	1,0927025	0,9112639	0,0863436	0,0075445	1,0326224	0,9933037	0,9710318	0,2502946	0,0898180	0,8593389	0,9275050	0,8299975	0,9798155	0,8690779	0,7100764	0,3585798	0,4187848	0,4023395	1,0173779	0,9149073	0,7865494	0,9062250	0,2100342	0,1946331	0,6431307	0,4415539	0,6818679	0,0217555	0,4765549	0,5186679	0,2537330	0,5671408	0,0940305	0,3216874	0,4252277	0,7744331	0,3415831	0,0114502	0,5760245	0,7241225	0,3196600	0,0507865	0,5270312	0,9388643	0,4446200	0,0501912	0,0268830	0,7651310	0,0294118	0,0366192	0,0030907	0,0474054	0,0200591	0,1839279	0,7321888	0,6855931	0,0412620	0,5997223	0,9738531	0,0148900	1,0401850	0,0119084	0,0189408
380	0,6895129	1,0276290	0,9261163	0,0810535	0,0055501	1,0054067	1,0181673	0,9801025	0,2625369	0,0822690	0,9057123	0,8864124	0,9070090	1,0439746	0,8837510	0,6874999	0,3345154	0,4324554	0,4427124	1,0498231	0,9143754	0,8254862	0,9023358	0,2178256	0,1910069	0,6225471	0,4617339	0,7871523	0,0220718	0,4656885	0,4627152	0,2457143	0,5474308	0,0945541	0,3216806	0,4352501	0,7455521	0,3515728	0,0096818	0,6154061	0,7028645	0,3135823	0,0645999	0,4856128	0,8836985	0,4380311	0,0431759	0,0211511	0,8018394	0,0360323	0,0308216	0,0028118	0,0427877	0,0147077	0,1748473	0,7292504	0,6099196	0,0460820	0,5513367	0,8904082	0,0124766	1,0720497	0,0151814	0,0187259
400	0,7259624	1,0271297	0,9814042	0,0728318	0,0077700	0,9920071	1,0088378	0,8812965	0,2453173	0,0884673	0,9114637	0,8749651	0,9821158	1,1330207	0,9211952	0,6321606	0,3134961	0,4459949	0,4257366	1,0835187	0,8277634	0,8605406	0,8722943	0,1964391	0,1943297	0,5944856	0,4795352	0,8083879	0,0200764	0,5097903	0,4150506	0,2540434	0,5598782	0,0958411	0,3001006	0,4379465	0,7346739	0,3791835	0,0169793	0,6241582	0,6499255	0,3194317	0,0593518	0,5475376	1,0042411	0,4718950	0,0439631	0,0294863	0,7790034	0,0430733	0,0416994	0,0040392	0,0340040	0,0134938	0,2074436	0,7988604	0,6534796	0,0363718	0,5604899	0,9264034	0,0080001	1,0512985	0,0112188	0,0251408
420	0,6005238	1,0175034	0,8993391	0,0613033	0,0048539	0,9925056	0,9991098	0,9042415	0,2521707	0,1032388	0,8658196	0,8830572	0,9729626	1,0509684	0,8928864	0,6865212	0,3403736	0,4757235	0,4994478	1,1262077	0,8683252	0,8473234	0,8630333	0,1858395	0,1826285	0,6355143	0,4386076	0,9127175	0,0283023	0,4773334	0,3894423	0,2974735	0,5503763	0,1183375	0,2600861	0,4500774	0,7406529	0,3990376	0,0227042	0,7079461	0,6388353	0,3147796	0,0787350	0,5211646	1,0415422	0,4397712	0,0402414	0,0408210	0,7798715	0,0501346	0,0431672	0,0035212	0,0296609	0,0124212	0,1891852	0,8667467	0,6386287	0,0416127	0,6122145	0,8952165	0,0103095	1,0896495	0,0116639	0,0201278
440	0,5901934	1,0270222	0,8721222	0,0678220	0,0075875	0,9950584	1,0427919	0,9592616	0,2436851	0,1152251	0,8633023	0,9953462	0,9277404	1,0240634	0,9381946	0,6736198	0,3511498	0,4601385	0,5174670	1,0942792	0,9117118	0,8296558	0,9303258	0,1900393	0,1919324	0,6412907	0,4115292	0,9520693	0,0427042	0,4027425	0,3761005	0,3121125	0,5429523	0,0884587	0,2726915	0,4499451	0,7274462	0,4023846	0,0149434	0,7276990	0,6573178	0,3410836	0,0645052	0,5191790	0,9224098	0,4450037	0,0469271	0,0450618	0,7809488	0,0599140	0,0391455	0,0108978	0,0412176	0,0078705	0,1658952	0,8551480	0,6438652	0,0367261	0,6348509	0,8333959	0,0064534	1,0632842	0,0104754	0,0292539
460	0,5653215	1,0326733	0,9405863	0,0643523	0,0089224	1,0090623	1,0290506	1,0021584	0,2477478	0,1265023	0,9380627	0,8580695	0,8796790	1,0885243	0,8979136	0,7030368	0,2709599	0,4392605	0,5098073	1,0314755	0,9253206	0,8617762	0,9527084	0,1840983	0,1987924	0,6727493	0,4570473	0,8339181	0,0495352	0,4626149	0,4171217	0,3258070	0,5579095	0,0954128	0,2665691	0,4989961	0,7514674	0,4413695	0,0212761	0,6715832	0,6471442	0,3658853	0,0576205	0,5541121	0,9632365	0,4330631	0,0685320	0,0363160	0,8545645	0,0471225	0,0383295	0,0101984	0,0304557	0,0023151	0,1436992	0,8176371	0,7197025	0,0310291	0,6284754	0,8443969	0,0043171	1,0008016	0,0156237	0,0526065
480	0,6086733	1,1093318	0,8533044	0,0523697	0,0089022	1,0099316	1,1030504	1,0429650	0,2556590	0,1117948	0,9677494	0,8341056	0,9112627	1,0746860	0,8961162	0,6457666	0,2751907	0,4233968	0,5060861	1,0651969	0,8295668	0,9360794	0,9648618	0,1916891	0,2014736	0,6401657	0,4360899	0,8725493	0,0432715	0,4411867	0,3926531	0,3393485	0,5311465	0,1030993	0,3041054	0,4697876	0,7561257	0,4478246	0,0167538	0,6590960	0,5981948	0,3447412	0,0513492	0,6301729	0,8950087	0,4138736	0,0804895	0,0287203	0,8371265	0,0469243	0,0422993	0,0077723	0,0398759	0,0095634	0,1734827	0,7782630	0,7192659	0,0326243	0,6179811	0,8766195	0,0012375	0,9926473	0,0127098	0,0508674
500	0,6424009	0,9966403	0,8632315	0,0541239	0,0083729	1,0207747	1,0797791	1,1101141	0,2859034	0,1214740	1,0217262	0,7687195	0,9820443	1,0184177	0,8401927	0,6562702	0,3006007	0,4249149	0,4791086	1,1365465	0,9484881	0,9288225	0,9661158	0,1761748	0,1768669	0,6547856	0,4224657	0,9714314	0,0468086	0,4185654	0,3647933	0,3284252	0,5526844	0,1115180	0,3393208	0,4645914	0,7833724	0,4212845	0,0221517	0,6047126	0,5930400	0,3086983	0,0676008	0,6367495	0,9612816	0,4182522	0,0731162	0,0287777	0,8702929	0,0432194	0,0446336	0,0056158	0,0438461	0,0031765	0,1446329	0,7861339	0,7053653	0,0355591	0,6232140	0,9064542	0,0001973	0,9530179	0,0125016	0,0365943
520	0,6375591	0,9719615	0,9039962	0,0622064	0,0060659	0,9776327	1,0762702	1,1322886	0,2939935	0,1308461	1,0068006	0,8560465	0,9403151	1,0234366	0,8254762	0,7173678	0,3177681	0,4447625	0,3949545	1,1246133	0,9668594	0,9372552	1,0362263	0,1676402	0,1638791	0,6644637	0,3881012	0,8992565	0,0615108	0,4098494	0,3891951	0,2798114	0,5425710	0,0995615	0,3974931	0,4782192	0,7720596	0,4067896	0,0194191	0,6177762	0,6620007	0,3145057	0,0541009	0,6009139	1,0341062	0,4277321	0,0594867	0,0333308	0,8784577	0,0446713	0,0582005	0,0087990	0,0346877	0,0004876	0,1670035	0,8682080	0,6855641	0,0471599	0,6767644	0,8848379	0,0004036	0,9021872	0,0087994	0,0290786
540	0,6185288	0,9149221	0,9828148	0,0633966	0,0064252	1,0760779	1,0814905	1,1045701	0,3163627	0,1373900	0,9315646	0,9241559	0,9114103	1,0117471	0,8941965	0,7246486	0,3063749	0,4331894	0,3990955	1,0579840	0,9179590	0,9246236	0,9765857	0,1695496	0,1778096	0,6659560	0,4148173	0,8265520	0,0413431	0,4669087	0,4203473	0,3071240	0,5848365	0,1268049	0,3714942	0,5491356	0,7434864	0,3921051	0,0126509	0,6215923	0,6621545	0,2887394	0,0490097	0,6194393	0,9423624	0,4356070	0,0546589	0,0469703	0,8688283	0,0298543	0,0571354	0,0028164	0,0441000	0,0067326	0,1719140	0,7945250	0,6383797	0,0311023	0,6576788	0,8258547	0,0000000	0,8665667	0,0149620	0,0377206
560	0,6361538	1,0115731	1,0357650	0,0621264	0,0026944	0,9903073	1,1450516	1,1016896	0,3098848	0,1374347	0,8748972	0,8450298	0,9371032	1,0359161	0,9677602	0,7194238	0,3456182	0,4426645	0,4361310	1,0042397	0,9147423	0,9219322	0,8876896	0,1660425	0,1733932	0,6559137	0,3370217	0,7205180	0,0339025	0,4550609	0,4114240	0,2881166	0,6274773	0,1339497	0,3036953	0,5643864	0,8519004	0,3775660	0,0092447	0,6555440	0,7294656	0,2798000	0,0612450	0,6849980	0,8873731	0,4416187	0,0544466	0,0587746	0,9280994	0,0312216	0,0516642	0,0102225	0,0630681	0,0158040	0,1990777	0,7623008	0,6357016	0,0212849	0,6678084	0,8987099	0,0035297	0,8233400	0,0167470	0,0271287
580	0,6743177	1,0718082	1,0598132	0,0598873	0,0005023	1,0433997	1,2029334	1,1132373	0,3114756	0,1654463	0,8453136	0,8769089	0,9334926	1,0240840	0,9788039	0,7253858	0,3698332	0,4566729	0,4694918	0,9780070	0,9704268	0,8854538	0,8043980	0,1385963	0,1978644	0,5915284	0,3654646	0,7219783	0,0702024	0,4194756	0,4057492	0,2518949	0,5714710	0,1309447	0,2203294	0,5727575	0,8091302	0,3850042	0,0200518	0,6528999	0,7240819	0,3186875	0,0756674	0,7346806	0,6456451	0,4825556	0,0390945	0,0494003	0,9109815	0,0450493	0,0514063	0,0060694	0,0531452	0,0180610	0,2222660	0,6625958	0,6468875	0,0178556	0,6412847	0,8347754	0,0074750	0,8451345	0,0197283	0,0244279
600	0,6995199	1,1157417	0,9644228	0,0531106	0,0008081	0,9881744	1,0736081	1,0373261	0,2766568	0,1322956	0,8325227	0,8604108	0,9947661	1,0097947	0,9276242	0,6946587	0,3006087	0,4540589	0,5311885	0,9385512	0,9638186	0,7913211	0,8091963	0,1398359	0,2175448	0,5758923	0,4759433	0,7286741	0,1364598	0,4370490	0,4189939	0,2854738	0,5173433	0,0935007	0,1762431	0,5523615	0,6847002	0,3925698	0,0082876	0,5827161	0,6907955	0,3295560	0,0678351	0,6790746	0,5283095	0,4550083	0,0340210	0,0398881	0,8639495	0,0273750	0,0463282	0,0047347	0,0773553	0,0347698	0,1795724	0,7033434	0,4897911	0,0150548	0,6258164	0,6772009	0,0079411	0,8926430	0,0137484	0,0241519
620	0,7842394	1,0773141	1,0302630	0,0421043	0,0017706	0,9481832	1,0615516	1,0249772	0,2846895	0,1256342	0,7585646	0,8675592	0,8268010	0,9960525	0,9385031	0,6959566	0,2873590	0,4624247	0,6083883	0,9252619	0,9344455	0,6604059	0,8478504	0,1619065	0,1923407	0,5804079	0,5634901	0,7852010	0,1915309	0,4829364	0,3835842	0,2821068	0,4486342	0,0915669	0,1311469	0,5552206	0,7312247	0,3662023	0,0161100	0,4860487	0,6392056	0,3387981	0,0570231	0,6266057	0,4038091	0,3945013	0,0391826	0,0395685	0,8588046	0,0170342	0,0631234	0,0019788	0,0477026	0,0676676	0,1509030	0,7411071	0,3591011	0,0165038	0,6565333	0,5111880	0,0088717	0,8826001	0,0095185	0,0189017
