Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16	Gene17	Gene18	Gene19	Gene20	Gene21	Gene22	Gene23	Gene24	Gene25	Gene26	Gene27	Gene28	Gene29	Gene30	Gene31	Gene32	Gene33	Gene34	Gene35	Gene36	Gene37	Gene38	Gene39	Gene40	Gene41	Gene42	Gene43	Gene44	Gene45	Gene46	Gene47	Gene48	Gene49	Gene50	Gene51	Gene52	Gene53	Gene54	Gene55	Gene56	Gene57	Gene58	Gene59	Gene60	Gene61	Gene62	Gene63	Gene64
7820	0.1991895	0.6240212	0.1141395	0.6436437	0.4931565	0.037116	0.6845786	0.1505817	0.0295927	0.4200119	0.4390771	0.575616	0.6085195	0.0011258	0.5084538	0.2048751	0.1085711	0.6111338	0.0918706	0.16444	0.7205458	0.3363786	0.7388253	0.022177	0.3846396	0.3360569	0.3499323	0.5089633	0.4922857	0.5224118	0.2159205	0.3295355	0.3830644	0.0999088	0.1324539	0.4462541	0.000562	0.0037139	0.475521	0.0017638	0.7253903	0.0277587	0.3205449	0.6785118	0.1150769	0.1947726	0.7319279	0.6874327	0.5713176	0.3168776	0.3752594	0.7550458	0.6895343	0.6049276	0.6603318	0.390664	0.0800538	0.6721891	0.0900035	0.1412515	0.2291363	0.3893777	0.0828778	0.6556377
7840	0.257383	0.6406569	0.063229	0.5581252	0.0476605	0.0863602	0.4968633	0.1209841	0.0246757	0.5469169	0.3729682	0.6666077	0.3477334	0.0018176	0.4419868	0.2583192	0.0828923	0.7229319	0.0063684	0.0743476	0.6848599	0.1693544	0.5782383	0.0149377	0.333786	0.1121507	0.1430667	0.3766746	0.3799813	0.5947822	0.058984	0.2689782	0.4926539	0.0783182	0.133443	0.4649531	0.0059952	0.040687	0.5332127	0.0011115	0.706253	0.0109136	0.3866274	0.735557	0.1391283	0.2604695	0.5513694	0.7303744	0.5629355	0.3725504	0.3371996	0.5973294	0.7017358	0.0021957	0.0055833	0.2609979	0.0758392	0.0682606	0.1029534	0.2093592	0.0432902	0.398928	0.0318056	0.5488086
7860	0.1639366	0.7915275	0.0944803	0.432454	0.0302139	0.2196011	0.5379683	0.1109827	0.0541039	0.3875507	0.1298073	0.6695668	0.5665886	0.0018519	0.3859362	0.2009403	0.0901233	0.6225594	0.0078603	0.0448396	0.4905348	0.1122801	0.4249867	0.0307141	0.4070351	0.1644944	0.1460753	0.3389749	0.5171569	0.4987072	0.0565394	0.1548275	0.5291388	0.050233	0.1636343	0.5212001	0.1109661	0.0063147	0.475483	0.0173866	0.3968806	0.2839118	0.1873322	0.576405	0.0806186	0.0887719	0.6573105	0.5217526	0.9100567	0.613901	0.2516843	0.5627298	0.6914396	0.2391435	0.0091444	0.1438479	0.0841354	0.0604803	0.1417507	0.2884114	0.2363983	0.4437784	0.0527601	0.4917982
7880	0.2482148	0.6785975	0.0934378	0.2769244	0.0084706	0.2849652	0.5158656	0.085289	0.0393452	0.4221197	0.0698698	0.6314198	0.4996532	0.0012417	0.4112517	0.1452654	0.0711785	0.7575196	0.0192822	0.0825534	0.4410881	0.1175386	0.5010699	0.023327	0.3095744	0.1523128	0.1086768	0.3951795	0.5577841	0.5402899	0.0401386	0.085747	0.4867478	0.0840709	0.1716847	0.4915615	0.1339649	0.0242475	0.3238827	0.0139209	0.2849247	0.6056579	0.3291895	0.6896635	0.0810282	0.1146933	0.6488575	0.6584295	0.5725511	0.5769795	0.2551045	0.6635101	0.655458	0.3179305	0.007267	0.1361664	0.0635043	0.04052	0.1128951	0.233067	0.3839937	0.3518134	0.0542296	0.2578126
7900	0.1855104	0.6690112	0.0600157	0.1887771	0.0168458	0.3417933	0.5371175	0.0591377	0.0262609	0.4801657	0.0986682	0.6129899	0.4873376	0.0086792	0.4454643	0.2375691	0.1162172	0.6244152	0.0118476	0.082309	0.6211491	0.1279233	0.3788125	0.0104316	0.322846	0.2728869	0.1481462	0.4067575	0.5398762	0.4773656	0.0540208	0.0601887	0.5859241	0.0923821	0.1467465	0.4622661	0.1323967	0.0169396	0.1917664	0.0119088	0.2187748	0.5916319	0.3653597	0.6527514	0.0449337	0.1134271	0.5642445	0.5973409	0.8219929	0.6103432	0.2768607	0.7271303	0.6733395	0.3822563	0.0114106	0.109352	0.0785418	0.0457191	0.1625694	0.2364456	0.3284666	0.4746089	0.0313212	0.1840695
7920	0.3027386	0.7756234	0.0905296	0.2470092	0.0200547	0.4657143	0.470492	0.0850402	0.0516732	0.3878334	0.1231023	0.6190627	0.450623	0.0055222	0.3843447	0.2443236	0.0722126	0.7500972	0.011184	0.1049239	0.464491	0.1573611	0.4977453	0.0365748	0.3305819	0.1542325	0.1323587	0.4188264	0.6476372	0.4484925	0.0242658	0.0385884	0.5208618	0.0728753	0.2319411	0.426648	0.1336411	0.0101032	0.1785322	0.0208762	0.1290483	0.5774412	0.344101	0.7002229	0.0191274	0.1523518	0.4932033	0.6197607	0.8624173	0.4804652	0.3738311	0.7703982	0.6695433	0.469102	0.0070648	0.1629066	0.0746719	0.0926934	0.1407142	0.2454766	0.4401173	0.4042309	0.0367971	0.1275514
7940	0.2028045	0.7404108	0.0485101	0.2110056	0.0320707	0.377909	0.4681637	0.0525649	0.0417496	0.3899676	0.0990703	0.5670609	0.494202	0.0010225	0.3720674	0.2132542	0.0878533	0.6933079	0.0086574	0.0769366	0.5239399	0.1550802	0.3350511	0.0202878	0.3094853	0.1248698	0.132099	0.4521177	0.8070306	0.429292	0.019583	0.0288536	0.5861984	0.1078823	0.2054426	0.4530713	0.195668	0.0143046	0.1522984	0.0172736	0.0888342	0.6749538	0.2834143	0.6446303	0.0194617	0.1565481	0.6799181	0.4901786	0.7412606	0.6564658	0.3669864	0.7481619	0.7735502	0.4049979	0.0044834	0.082374	0.1148638	0.0463236	0.182718	0.1603283	0.4836395	0.3980655	0.0789915	0.1508117
7960	0.198838	0.7474206	0.0746258	0.2163178	0.0041003	0.444249	0.5771555	0.0359003	0.0263738	0.3834286	0.0949873	0.6193752	0.5038402	0.0064649	0.37539	0.2168127	0.0838773	0.7686793	0.0114733	0.0845458	0.5384779	0.1643569	0.4053662	0.0235613	0.427534	0.1907948	0.1113463	0.4226559	0.6680793	0.4531993	0.0443083	0.0248276	0.4426818	0.0908156	0.150606	0.3890941	0.1594194	0.012666	0.1102031	0.0173161	0.0727264	0.6301122	0.3124828	0.6968791	0.0252377	0.1306209	0.5736836	0.5683557	0.6754326	0.5999607	0.3905854	0.6848934	0.67297	0.4028386	0.008897	0.1151557	0.0642626	0.0645091	0.2055015	0.2083139	0.5358696	0.4274364	0.0285376	0.0839115
7980	0.2546923	0.5947374	0.1062744	0.1841742	0.0054329	0.5258497	0.4921281	0.0296212	0.0181708	0.438656	0.1124392	0.7439969	0.4788761	0.0107984	0.3680657	0.3287479	0.0976142	0.6707352	0.0076753	0.0888876	0.4744149	0.151004	0.4568334	0.0187509	0.3522884	0.1884206	0.1008898	0.4333494	0.607913	0.39492	0.0725406	0.0514494	0.4734266	0.0802237	0.1146742	0.3513318	0.1955115	0.0112851	0.0868374	0.0138105	0.0435112	0.7625795	0.2515471	0.7468028	0.030423	0.0961104	0.7398815	0.4897896	0.7383984	0.6287564	0.3520098	0.5179514	0.665505	0.3997588	0.0108039	0.0757168	0.0852835	0.0597357	0.2260733	0.261492	0.3948885	0.4105188	0.0261774	0.0720062
8000	0.2394659	0.6207733	0.0927366	0.1232073	0.0037197	0.4211971	0.5925718	0.0190694	0.0435609	0.5997533	0.1090118	0.638611	0.5478632	0.0013192	0.4271221	0.2367571	0.1045983	0.6604356	0.0214638	0.0777012	0.5682853	0.1608882	0.5190837	0.0183088	0.3157306	0.2170835	0.1394367	0.4027996	0.7005551	0.419646	0.0646161	0.0344861	0.4594036	0.0704792	0.1758843	0.4344883	0.2266386	0.0074969	0.0791684	0.0227768	0.0371	0.7787677	0.351138	0.644957	0.0163569	0.1307682	0.6059772	0.4465353	0.7076113	0.4418518	0.485484	0.6797662	0.6136139	0.5013678	0.0146262	0.0948795	0.06722	0.0531783	0.209844	0.1961712	0.4449954	0.5336017	0.0468786	0.1333373
8020	0.1829546	0.5561297	0.0594867	0.1702425	0.0159589	0.5325943	0.4926743	0.016306	0.0262898	0.412417	0.0947894	0.6931384	0.3894063	0.0031837	0.3939892	0.2194125	0.077213	0.7677547	0.0258475	0.1394062	0.4801303	0.1465332	0.4456202	0.0262163	0.3585535	0.1551996	0.1789278	0.2769287	0.7411811	0.5139282	0.0710598	0.0268199	0.5501393	0.0680823	0.1941361	0.478597	0.1971054	0.0063503	0.094337	0.0224472	0.0487533	0.713576	0.3705468	0.560958	0.0149424	0.090881	0.5178047	0.496229	0.7511038	0.4154566	0.4257544	0.5856497	0.6872654	0.487175	0.0485696	0.0513144	0.1094039	0.0295146	0.1833031	0.2519831	0.4755847	0.4809293	0.0332656	0.0394696
8040	0.2180454	0.6571721	0.1040288	0.1214038	0.0017502	0.4118339	0.5631511	0.0240054	0.0194421	0.3461123	0.0764134	0.8839702	0.431838	0.0077434	0.4003924	0.2400475	0.0783088	0.6233822	0.0322371	0.1257385	0.5308915	0.1191574	0.469631	0.041682	0.4123382	0.1559642	0.1082296	0.4024649	0.671286	0.4739607	0.0588801	0.0754666	0.4266835	0.075588	0.1047875	0.4873432	0.1608916	0.00659	0.060686	0.0070822	0.0316139	0.712223	0.3948713	0.5126586	0.0091639	0.1329175	0.5748553	0.5402079	0.6514719	0.5009829	0.4092827	0.6739291	0.6690273	0.512988	0.0198655	0.0258646	0.0902342	0.0376844	0.2058719	0.1998786	0.4963778	0.420187	0.0317128	0.0691197
8060	0.2361977	0.7499805	0.0861055	0.09177	0.0035833	0.4581189	0.5452183	0.0287114	0.0297504	0.4438292	0.0924037	0.7023987	0.3981296	0.0022014	0.4491842	0.2420432	0.1038641	0.7325011	0.0136204	0.0870748	0.521646	0.1232401	0.5060955	0.0301536	0.3497274	0.1535464	0.0899745	0.3725188	0.6598531	0.4652456	0.0979916	0.0440027	0.5727873	0.0678615	0.1463087	0.507624	0.1297869	0.0169111	0.0599653	0.0047131	0.0188339	0.6267816	0.3458066	0.5949255	0.0170524	0.0881346	0.53254	0.571424	0.6217192	0.5935368	0.3768773	0.6178587	0.637757	0.5778648	0.0167766	0.0533334	0.0879924	0.0189638	0.1719472	0.2009668	0.4824087	0.3326206	0.0420261	0.0715327
8080	0.2020849	0.749369	0.125471	0.1638684	0.0077772	0.4233503	0.4608139	0.0038496	0.0523045	0.3646915	0.0970372	0.6956357	0.5165173	0.006073	0.4022999	0.2287916	0.0576446	0.6377199	0.0079565	0.0587156	0.5065787	0.1329689	0.4669154	0.0372444	0.3851327	0.1111746	0.140649	0.2926369	0.5947532	0.5041734	0.0727861	0.0553261	0.4794644	0.0599478	0.1630599	0.6356652	0.1461347	0.018472	0.0611475	0.0070393	0.0201504	0.7778356	0.2447027	0.7637183	0.0097203	0.1011437	0.5590952	0.4567979	0.7213851	0.6033955	0.4177473	0.6381343	0.6457403	0.508027	0.0263757	0.062304	0.1147359	0.0527103	0.1459321	0.1696583	0.5590188	0.382234	0.0334744	0.0798326
8100	0.2370045	0.6370452	0.0834024	0.0745295	0.0218274	0.5324575	0.4040088	0.0093924	0.0226014	0.4733938	0.1146788	0.7227506	0.5605238	0.0052333	0.4748601	0.2093488	0.0911699	0.6943024	0.0080664	0.0715715	0.5500943	0.1596309	0.4418621	0.0192029	0.338802	0.1403131	0.1712136	0.3164996	0.6416705	0.354855	0.0611874	0.030563	0.3597636	0.0444748	0.1637574	0.3612246	0.2604582	0.0108954	0.0832647	0.0021198	0.0091462	0.779672	0.2436808	0.5361585	0.0212202	0.1320527	0.3752935	0.5591062	0.7437013	0.5170929	0.3702033	0.9232134	0.6559901	0.5850342	0.0100208	0.047593	0.0564933	0.0387093	0.1552897	0.1708505	0.608239	0.3959384	0.0505883	0.0335884
8120	0.1752722	0.6804619	0.0864845	0.1010078	0.0130546	0.6529129	0.4765145	0.0123681	0.0250249	0.4599667	0.090104	0.620676	0.5146732	0.0076332	0.3838552	0.2437596	0.076218	0.7129484	0.0083696	0.1097262	0.6013035	0.1133242	0.3933556	0.0436511	0.2926035	0.1531157	0.1621486	0.5330132	0.8569782	0.3666523	0.0631854	0.0421569	0.3489425	0.0689334	0.2233223	0.4497007	0.1675522	0.0213957	0.1257116	0.0037658	0.0131224	0.7347861	0.2267134	0.6101128	0.017193	0.1132661	0.5084439	0.573069	0.6987861	0.4949284	0.4311843	0.6383424	0.7689155	0.4429822	0.0307698	0.0771976	0.0751357	0.0266548	0.1471103	0.1808404	0.62499	0.4181288	0.0434244	0.0508093
8140	0.2023184	0.7402342	0.0831106	0.1366013	0.0083386	0.4562203	0.3965387	0.0172097	0.0277208	0.4019245	0.1436618	0.6962854	0.4777047	0.0024923	0.4532073	0.1792116	0.0858663	0.6970308	0.0147009	0.100008	0.5666467	0.100748	0.4189737	0.0277158	0.4261977	0.1108282	0.1485703	0.4923532	0.7066245	0.488501	0.0706275	0.0237355	0.3482831	0.0916291	0.1416597	0.4266052	0.1588055	0.0079824	0.0615094	0.0072067	0.012964	0.702428	0.2786638	0.6004746	0.0241818	0.1853452	0.5760558	0.6318714	0.7107207	0.5394431	0.4097096	0.6490115	0.6960246	0.4695488	0.0172471	0.0780214	0.0894231	0.0223982	0.1711057	0.1651039	0.5265933	0.4191381	0.0299015	0.0562306
8160	0.2442654	0.7176098	0.1173189	0.0960988	0.02142	0.5405909	0.486446	0.0195568	0.0371264	0.4438688	0.1096621	0.5766401	0.4935982	0.0023326	0.4354421	0.164004	0.0703429	0.7124033	0.0275263	0.0429302	0.619019	0.1570861	0.527191	0.0270759	0.3329965	0.1008916	0.1363387	0.3787271	0.8229271	0.4735743	0.0854171	0.034554	0.4146483	0.0459397	0.1434522	0.3753113	0.1629698	0.0253614	0.1304755	0.0069338	0.0151743	0.7461963	0.2419444	0.5707487	0.0146869	0.0931688	0.5346383	0.5507914	0.7363625	0.5463244	0.2990674	0.7728394	0.6401863	0.3662569	0.0122232	0.0985742	0.1112211	0.0159438	0.1726798	0.1725518	0.6142612	0.4142601	0.0281463	0.0679975
8180	0.2535497	0.8485967	0.0599102	0.1479934	0.0196786	0.5090865	0.5472138	0.0182547	0.0102484	0.3739481	0.0890475	0.5934259	0.4257776	0.001195	0.3690889	0.1723996	0.0483646	0.6097633	0.0064555	0.1062309	0.6293011	0.1282294	0.3859605	0.0216501	0.2909176	0.1842694	0.1138167	0.4957539	0.8209591	0.500778	0.0663996	0.0247209	0.3373834	0.0640284	0.1297801	0.4788109	0.1819412	0.0139419	0.091049	0.0070495	0.0126126	0.7573068	0.2826194	0.6077929	0.0142867	0.1163174	0.4978075	0.5196245	0.6481673	0.5174959	0.3482404	0.7039457	0.6936595	0.370188	0.0183707	0.0289515	0.0818858	0.030954	0.1889639	0.2336988	0.4738783	0.4771043	0.0553097	0.0560705
8200	0.1895458	0.6777972	0.118449	0.1065801	0.0211615	0.5140346	0.5819963	0.0098953	0.0383893	0.4860498	0.0717001	0.6711894	0.4494	0.0007846	0.4708909	0.2279294	0.0612056	0.81104	0.030629	0.1164599	0.5124702	0.1002607	0.3775018	0.024975	0.3439269	0.120344	0.20803	0.4736418	0.6475908	0.4862251	0.062487	0.0276154	0.4267911	0.1160033	0.1189259	0.4557285	0.2031623	0.0148973	0.0943338	0.0068624	0.0125411	0.6659647	0.302146	0.6101455	0.0180759	0.0919965	0.4902631	0.6470365	0.708731	0.5067205	0.3864282	0.7419022	0.6448673	0.4892921	0.0080562	0.0399944	0.078989	0.0441054	0.1337478	0.1444366	0.5029595	0.4250317	0.0357692	0.0517474
8220	0.2073312	0.8491914	0.0679177	0.1245899	0.0100547	0.5690592	0.5238506	0.0095437	0.0125371	0.4393368	0.1071545	0.7699757	0.5146776	0.0012572	0.4109248	0.2032877	0.074566	0.6582164	0.0314299	0.0906077	0.5865897	0.1409393	0.4444389	0.0172923	0.2662704	0.1195763	0.1056602	0.5232018	0.5024174	0.4758287	0.0382426	0.0320003	0.473248	0.1038221	0.0782726	0.4373874	0.1597682	0.0242152	0.1190431	0.0217658	0.0099984	0.7531906	0.3135857	0.6648993	0.0161264	0.1157985	0.5596883	0.4903994	0.7526725	0.5518972	0.3098575	0.6795759	0.7117247	0.4724849	0.0094779	0.0498263	0.0738599	0.0441003	0.2023409	0.2567783	0.4592691	0.3753763	0.062344	0.049479
8240	0.1934121	0.781228	0.0502263	0.1644125	0.0072116	0.5481351	0.4310198	0.0215405	0.0205901	0.3991268	0.092208	0.6235108	0.6240546	0.0068331	0.433087	0.2071423	0.0795362	0.6924601	0.0142422	0.1074752	0.4740806	0.1600622	0.5950947	0.0284092	0.282668	0.1599631	0.1598571	0.4418814	0.6959068	0.44564	0.0532743	0.0336319	0.4727419	0.0615792	0.1433125	0.391811	0.1082808	0.0440457	0.0976946	0.0271705	0.0298783	0.7357482	0.3552737	0.6260259	0.0158621	0.1383797	0.5730034	0.4235921	0.7090719	0.5543029	0.2989414	0.6434909	0.7005267	0.3604081	0.0091704	0.0668759	0.1014705	0.0810328	0.2261726	0.2168246	0.5517465	0.354661	0.0610562	0.0828024
8260	0.2276026	0.790733	0.0642581	0.1122435	0.0066182	0.5484254	0.4990178	0.0102389	0.0577294	0.5097724	0.1786776	0.6774654	0.4987351	0.0010472	0.3618125	0.2068392	0.0771717	0.6921118	0.0191455	0.0868614	0.5089445	0.0937378	0.5588566	0.0323305	0.3366593	0.1344675	0.1677844	0.4151355	0.6996245	0.4533246	0.0842706	0.0175988	0.5038231	0.0462731	0.0974393	0.4107249	0.1770792	0.0310739	0.0730185	0.0187941	0.0198912	0.6213811	0.3138544	0.6419786	0.0136873	0.1592988	0.679265	0.5625477	0.6219365	0.5182492	0.3630406	0.7667866	0.6072536	0.5341832	0.0157548	0.1000193	0.14637	0.0941454	0.2067516	0.1967582	0.4682762	0.3756513	0.0173766	0.063987
8280	0.2402669	0.9119847	0.0708044	0.1131769	0.0281166	0.5002364	0.5376676	0.004359	0.0445687	0.4618054	0.109613	0.632779	0.5352071	0.0072355	0.3207126	0.2286391	0.0597005	0.7135106	0.0175921	0.0904576	0.6752334	0.2103849	0.4145384	0.0218628	0.3639593	0.1683356	0.1516259	0.4153062	0.6813262	0.479493	0.0740298	0.019731	0.4098912	0.0512246	0.121158	0.4473228	0.120632	0.033861	0.1042528	0.0095424	0.0124676	0.633473	0.2851257	0.736018	0.0266574	0.1342248	0.6279324	0.5138276	0.7360076	0.5996552	0.4011576	0.6393806	0.6870423	0.5287179	0.0227318	0.0717639	0.0809441	0.1184492	0.238789	0.2191513	0.4694325	0.4052123	0.0192357	0.0824416
8300	0.1533372	0.7400768	0.0753951	0.0731883	0.0350517	0.5856758	0.5794569	0.0048734	0.0387005	0.3680372	0.0548852	0.6373491	0.5138006	0.0029501	0.3802462	0.2209651	0.0636456	0.6346176	0.0134983	0.1015695	0.5765247	0.1937824	0.4229939	0.0256732	0.3454643	0.1540092	0.1619825	0.3626307	0.6285354	0.4230984	0.0469593	0.0315784	0.3908789	0.0794128	0.0925484	0.4799138	0.191036	0.010053	0.0723826	0.0142904	0.0220234	0.6568936	0.3769029	0.5154249	0.0068211	0.1871694	0.6802318	0.4683826	0.7407797	0.6157182	0.3213599	0.7066966	0.6314734	0.5515855	0.0091571	0.0589496	0.0999053	0.1227531	0.222392	0.1515685	0.528953	0.370795	0.0518248	0.0237964
8320	0.2000864	0.6779149	0.0597643	0.1240591	0.0216983	0.5802348	0.4138521	0.0167496	0.0273984	0.4080974	0.1224034	0.7208681	0.4834725	0.0042701	0.3739553	0.227244	0.1073513	0.6359373	0.0135153	0.1295158	0.3966106	0.1372298	0.3811703	0.0410939	0.2832065	0.0864384	0.1357133	0.2831875	0.7502585	0.4068854	0.032666	0.025549	0.3756407	0.0916168	0.0797129	0.3971175	0.2145903	0.0202895	0.0904888	0.0091966	0.0286203	0.6459863	0.3426923	0.557196	0.0147777	0.1704857	0.566192	0.6526602	0.7667045	0.5416339	0.2908564	0.7476511	0.7007769	0.4346917	0.0059846	0.0468221	0.1111949	0.1349928	0.2039076	0.2473958	0.5962337	0.4527787	0.0325031	0.0528558
8340	0.2543452	0.6520491	0.0547201	0.0816094	0.0059197	0.5509535	0.5771693	0.0096373	0.0318335	0.4460781	0.1033205	0.6369826	0.5891315	0.0021041	0.4076427	0.2564025	0.07607	0.6878256	0.0244741	0.0981095	0.4622092	0.1780246	0.3543733	0.0395241	0.3170368	0.1386631	0.1463841	0.4241021	0.7312248	0.3805248	0.0427518	0.0341822	0.4188845	0.0618756	0.1117151	0.4236513	0.1927451	0.0503392	0.1275506	0.012166	0.0109069	0.7306866	0.3100069	0.64976	0.0335326	0.1852681	0.6295177	0.7683432	0.6142655	0.5629283	0.3330958	0.6917677	0.7896527	0.3772356	0.0059184	0.0873103	0.0688994	0.0985893	0.2080891	0.2052956	0.5163054	0.3513424	0.0329067	0.0300704
8360	0.2380503	0.6181426	0.0723218	0.0917996	0.0131696	0.5224622	0.5948727	0.023676	0.0145073	0.4353066	0.0784602	0.6025074	0.5423021	0.0033051	0.3429871	0.2076472	0.0905384	0.6908213	0.0286826	0.0731236	0.577458	0.1729795	0.4628999	0.0471795	0.3820976	0.1242744	0.1530811	0.3541633	0.654026	0.4175777	0.0352692	0.026987	0.3178181	0.0940529	0.0912839	0.3992156	0.2125959	0.0182666	0.075818	0.0155766	0.0095368	0.6587689	0.3193061	0.7154499	0.0194943	0.2318816	0.667773	0.6447017	0.6059624	0.5854993	0.2850273	0.61564	0.6834405	0.420214	0.0073351	0.0877479	0.1374868	0.0797384	0.1527772	0.1225976	0.6029204	0.400633	0.0284286	0.0752896
8380	0.1764084	0.6735837	0.0706023	0.1871806	0.0278924	0.5602386	0.5908311	0.0092609	0.0231683	0.4700561	0.1014733	0.7210857	0.4996298	0.0001554	0.3631796	0.2417963	0.1093003	0.6686661	0.0166513	0.0826397	0.6585099	0.1654958	0.51993	0.0273593	0.2472326	0.2078214	0.1238866	0.4809047	0.6762431	0.452426	0.0345386	0.0446533	0.4610674	0.0797381	0.1353891	0.4633458	0.1799862	0.0416997	0.0427666	0.0110296	0.0287835	0.9062709	0.3983376	0.6468156	0.0559439	0.1963885	0.6384426	0.6694648	0.7793636	0.5993675	0.3376764	0.6453888	0.7096076	0.3751457	0.0200884	0.0697212	0.1167417	0.113319	0.1676011	0.1473953	0.5609448	0.4736207	0.0691795	0.0302063
8400	0.1998896	0.6971758	0.1115609	0.1395038	0.0027853	0.5013449	0.4267281	0.0011772	0.0287012	0.4013974	0.1337615	0.5936972	0.5472626	0.0021505	0.3606161	0.2457503	0.1359965	0.6970242	0.0176827	0.0795418	0.4809404	0.1651535	0.4710913	0.044887	0.3698694	0.2238587	0.1286136	0.3592402	0.844959	0.5109435	0.0395019	0.0342908	0.4441221	0.0749441	0.1124267	0.3297403	0.1732586	0.0094149	0.0407077	0.0039046	0.0373028	0.7503232	0.3534045	0.6320797	0.0126871	0.1726125	0.5619683	0.5555015	0.6239236	0.5172971	0.3895443	0.7264899	0.6771368	0.3943101	0.0077445	0.0499967	0.1296325	0.0858403	0.1890118	0.206451	0.4239738	0.6316978	0.024543	0.0721326
8420	0.1736524	0.7886691	0.0832277	0.2662092	0.0127788	0.5734529	0.5164696	0.0655142	0.0102331	0.4784725	0.3598294	0.6063498	0.5727998	0.0042232	0.4286766	0.1870125	0.1119617	0.7479778	0.0063914	0.0933323	0.5312659	0.1486585	0.6281373	0.0167475	0.3828546	0.1348876	0.1132822	0.3333658	0.6765415	0.5615131	0.0797277	0.1462003	0.3945435	0.0765208	0.1563303	0.5531402	0.0558982	0.0268575	0.1563373	0.0116579	0.2615372	0.3092083	0.3363244	0.5870169	0.050975	0.193728	0.5759255	0.4742173	0.56863	0.1292006	0.3009346	0.6900934	0.6549132	0.2042536	0.0142427	0.155756	0.1632186	0.0223368	0.1773345	0.1913446	0.3703725	0.4496657	0.0468249	0.2197223
8440	0.1704286	0.6883898	0.0662033	0.3524431	0.0157574	0.5154946	0.5149701	0.1773461	0.0252626	0.4036434	0.4173671	0.731635	0.6710757	0.0005273	0.492149	0.1996161	0.0806789	0.8783204	0.0054472	0.0946749	0.5432099	0.1619839	0.6471303	0.0300584	0.3475284	0.2015112	0.1195091	0.516515	0.5181473	0.498303	0.1317605	0.1513707	0.458625	0.0979463	0.1077333	0.3574325	0.0193106	0.0119168	0.3085085	0.0164206	0.3590263	0.2025781	0.3268107	0.6060062	0.0760522	0.1449576	0.6238811	0.6267328	0.6540311	0.1127907	0.4215814	0.532129	0.6610354	0.1325068	0.0076104	0.195781	0.0959005	0.044052	0.177751	0.169401	0.2768566	0.4682533	0.0237224	0.28421
8460	0.1512761	0.7154875	0.1054287	0.4830015	0.0124537	0.5999181	0.5030811	0.1336907	0.0146167	0.3429085	0.390462	0.7900531	0.64895	0.0012779	0.583548	0.1468246	0.1537027	0.636342	0.0049137	0.1222241	0.5488392	0.1711042	0.7822356	0.0456839	0.4344912	0.1663821	0.0916282	0.5056479	0.5424727	0.5318775	0.1272286	0.2448451	0.4267189	0.0695361	0.1381094	0.3382573	0.039907	0.0067314	0.395347	0.0039032	0.540558	0.1369984	0.3949176	0.6600024	0.1153664	0.164276	0.5381006	0.765216	0.7121817	0.0509595	0.3155196	0.5076933	0.800246	0.0962469	0.0361179	0.228025	0.0912247	0.0421101	0.1151004	0.1646955	0.1583051	0.5023041	0.0633341	0.4206602
8480	0.2070574	0.6734959	0.111694	0.5062709	0.0250403	0.5481208	0.5398457	0.1168934	0.0116089	0.4374854	0.4410597	0.6551138	0.4652046	0.0014761	0.4066306	0.212005	0.0958021	0.6438469	0.0122667	0.0875811	0.6322596	0.1583945	0.7275727	0.0334976	0.345838	0.1767633	0.0930068	0.5271456	0.5035905	0.5237847	0.0696056	0.2641346	0.3636379	0.0723345	0.1129705	0.4188205	0.0134559	0.0035348	0.3327442	0.039102	0.5072932	0.0738426	0.2802386	0.7020053	0.0854412	0.1933626	0.5538362	0.6323427	0.6963911	0.0515462	0.2914764	0.4177013	0.7047481	0.0502898	0.0146842	0.2395548	0.1128378	0.0370489	0.1012029	0.1178292	0.1082779	0.5331038	0.0502072	0.4440162
8500	0.2321544	0.6588144	0.1304189	0.5738476	0.0314776	0.5521936	0.4971438	0.1465703	0.0192958	0.4285497	0.4435908	0.7004013	0.5749758	0.0007761	0.3127164	0.2323025	0.0678252	0.6328648	0.0059689	0.1050722	0.5420943	0.1322021	0.5578562	0.0224544	0.3420279	0.2532121	0.1012315	0.5719099	0.5276814	0.5106496	0.0897934	0.251565	0.375427	0.0442175	0.1037171	0.3384784	0.0066884	0.0025585	0.369571	0.0098796	0.5418143	0.0820603	0.3595419	0.7009525	0.1168232	0.1747451	0.6775314	0.6530714	0.7259979	0.074062	0.4155414	0.5595543	0.6703179	0.0314433	0.0126247	0.2619398	0.0891813	0.0276918	0.0640911	0.1265561	0.09906	0.4674264	0.0567038	0.4221074
