TF	Gene	rank
FBgn0011763	FBgn0037621	10715
FBgn0000541	FBgn0264075	10716
FBgn0039740	FBgn0003512	10717
FBgn0036522	FBgn0042085	10718
FBgn0025635	FBgn0013753	10719
FBgn0037921	FBgn0031610	10720
FBgn0003651	FBgn0032223	10721
FBgn0037794	FBgn0039740	10722
FBgn0013469	FBgn0003512	10723
FBgn0004198	FBgn0030008	10724
FBgn0027951	FBgn0260741	10725
FBgn0026582	FBgn0039712	10726
FBgn0001222	FBgn0039329	10727
FBgn0036294	FBgn0030673	10728
FBgn0264075	FBgn0037621	10729
FBgn0000289	FBgn0267821	10730
FBgn0002723	FBgn0034878	10731
FBgn0038549	FBgn0031610	10732
FBgn0038805	FBgn0035993	10733
FBgn0030093	FBgn0029936	10734
FBgn0003512	FBgn0033581	10735
FBgn0030680	FBgn0003567	10736
FBgn0034878	FBgn0000412	10737
FBgn0038472	FBgn0030673	10738
FBgn0031434	FBgn0015025	10739
FBgn0037555	FBgn0039712	10740
FBgn0037446	FBgn0030710	10741
FBgn0004050	FBgn0011655	10742
FBgn0036248	FBgn0028895	10743
FBgn0037555	FBgn0031597	10744
FBgn0030010	FBgn0030012	10745
FBgn0029895	FBgn0037921	10746
FBgn0043457	FBgn0003567	10747
FBgn0264075	FBgn0037920	10748
FBgn0028387	FBgn0028895	10749
FBgn0266411	FBgn0041111	10750
FBgn0022699	FBgn0037621	10751
FBgn0034240	FBgn0015602	10752
FBgn0037717	FBgn0037446	10753
FBgn0005386	FBgn0036396	10754
FBgn0043001	FBgn0000520	10755
FBgn0035690	FBgn0035993	10756
FBgn0033998	FBgn0038551	10757
FBgn0011655	FBgn0035721	10758
FBgn0086680	FBgn0024244	10759
FBgn0031597	FBgn0001133	10760
FBgn0086680	FBgn0085405	10761
FBgn0031597	FBgn0027951	10762
FBgn0036522	FBgn0001185	10763
FBgn0037722	FBgn0033569	10764
FBgn0039350	FBgn0039712	10765
FBgn0037717	FBgn0043457	10766
FBgn0003651	FBgn0032730	10767
FBgn0030673	FBgn0030240	10768
FBgn0031759	FBgn0039227	10769
FBgn0037051	FBgn0033185	10770
FBgn0020309	FBgn0043796	10771
FBgn0004050	FBgn0017578	10772
FBgn0035721	FBgn0038472	10773
FBgn0283521	FBgn0038472	10774
FBgn0038805	FBgn0015664	10775
FBgn0261963	FBgn0030316	10776
FBgn0038016	FBgn0260741	10777
FBgn0259785	FBgn0034650	10778
FBgn0002733	FBgn0011648	10779
FBgn0038244	FBgn0032814	10780
FBgn0004362	FBgn0034945	10781
FBgn0000629	FBgn0035849	10782
FBgn0039602	FBgn0037446	10783
FBgn0043001	FBgn0030673	10784
FBgn0043457	FBgn0028895	10785
FBgn0037620	FBgn0037923	10786
FBgn0036522	FBgn0034643	10787
FBgn0003567	FBgn0000504	10788
FBgn0030314	FBgn0032321	10789
FBgn0034217	FBgn0032321	10790
FBgn0039227	FBgn0027503	10791
FBgn0259234	FBgn0270924	10792
FBgn0039712	FBgn0037555	10793
FBgn0022699	FBgn0038301	10794
FBgn0037634	FBgn0037922	10795
FBgn0010355	FBgn0039602	10796
FBgn0034878	FBgn0015664	10797
FBgn0040466	FBgn0031434	10798
FBgn0051365	FBgn0037621	10799
FBgn0015664	FBgn0001297	10800
FBgn0037920	FBgn0278608	10801
FBgn0043796	FBgn0038551	10802
FBgn0026427	FBgn0000629	10803
FBgn0002914	FBgn0033449	10804
FBgn0035690	FBgn0033934	10805
FBgn0038301	FBgn0025874	10806
FBgn0035036	FBgn0024371	10807
FBgn0029936	FBgn0030787	10808
FBgn0030710	FBgn0031610	10809
FBgn0034946	FBgn0037920	10810
FBgn0043364	FBgn0038551	10811
FBgn0036249	FBgn0038767	10812
FBgn0039712	FBgn0032600	10813
FBgn0030486	FBgn0085451	10814
FBgn0005386	FBgn0034878	10815
FBgn0013799	FBgn0278608	10816
FBgn0030003	FBgn0043001	10817
FBgn0034240	FBgn0026582	10818
FBgn0043457	FBgn0003512	10819
FBgn0003612	FBgn0032321	10820
FBgn0005659	FBgn0032730	10821
FBgn0029504	FBgn0011655	10822
FBgn0263102	FBgn0036522	10823
FBgn0030787	FBgn0035769	10824
FBgn0037923	FBgn0030659	10825
FBgn0025635	FBgn0010355	10826
FBgn0039227	FBgn0034425	10827
FBgn0031597	FBgn0040466	10828
FBgn0036661	FBgn0033934	10829
FBgn0026533	FBgn0029957	10830
FBgn0032295	FBgn0032600	10831
FBgn0031434	FBgn0036396	10832
FBgn0027951	FBgn0031391	10833
FBgn0029905	FBgn0033934	10834
FBgn0039227	FBgn0036395	10835
FBgn0050020	FBgn0053213	10836
FBgn0028895	FBgn0037922	10837
FBgn0043796	FBgn0034878	10838
FBgn0025525	FBgn0030008	10839
FBgn0036661	FBgn0034878	10840
FBgn0043001	FBgn0001185	10841
FBgn0000546	FBgn0038551	10842
FBgn0015239	FBgn0000504	10843
FBgn0264075	FBgn0034946	10844
FBgn0021872	FBgn0037031	10845
FBgn0030963	FBgn0039712	10846
FBgn0278608	FBgn0005612	10847
FBgn0039209	FBgn0011274	10848
FBgn0038787	FBgn0027514	10849
FBgn0037555	FBgn0036249	10850
FBgn0002914	FBgn0034946	10851
FBgn0037317	FBgn0266916	10852
FBgn0003118	FBgn0035407	10853
FBgn0278608	FBgn0025874	10854
FBgn0001990	FBgn0031759	10855
FBgn0001291	FBgn0037317	10856
FBgn0013469	FBgn0033616	10857
FBgn0037920	FBgn0027503	10858
FBgn0043457	FBgn0034961	10859
FBgn0039509	FBgn0035997	10860
FBgn0015602	FBgn0022699	10861
FBgn0000412	FBgn0036395	10862
FBgn0013799	FBgn0034643	10863
FBgn0003963	FBgn0034425	10864
FBgn0025874	FBgn0250732	10865
FBgn0032979	FBgn0260243	10866
FBgn0000520	FBgn0036396	10867
FBgn0035993	FBgn0001133	10868
FBgn0038805	FBgn0036248	10869
FBgn0031573	FBgn0036249	10870
FBgn0032295	FBgn0003512	10871
FBgn0030003	FBgn0027503	10872
FBgn0034570	FBgn0036522	10873
FBgn0264075	FBgn0029957	10874
FBgn0013753	FBgn0039733	10875
FBgn0035414	FBgn0001990	10876
FBgn0033183	FBgn0032814	10877
FBgn0085450	FBgn0013799	10878
FBgn0260243	FBgn0035036	10879
FBgn0038767	FBgn0034961	10880
FBgn0043001	FBgn0037931	10881
FBgn0027514	FBgn0025635	10882
FBgn0037877	FBgn0051365	10883
FBgn0011274	FBgn0033762	10884
FBgn0037920	FBgn0010355	10885
FBgn0038767	FBgn0035414	10886
FBgn0034643	FBgn0003612	10887
FBgn0037317	FBgn0028895	10888
FBgn0034726	FBgn0013753	10889
FBgn0267978	FBgn0004795	10890
FBgn0038767	FBgn0034945	10891
FBgn0029936	FBgn0028895	10892
FBgn0038549	FBgn0026582	10893
FBgn0037620	FBgn0040929	10894
FBgn0043457	FBgn0011648	10895
FBgn0035213	FBgn0039712	10896
FBgn0037634	FBgn0003512	10897
FBgn0001180	FBgn0030003	10898
FBgn0030003	FBgn0022699	10899
FBgn0034946	FBgn0037922	10900
FBgn0030240	FBgn0030673	10901
FBgn0259938	FBgn0028926	10902
FBgn0043001	FBgn0037620	10903
FBgn0042205	FBgn0032321	10904
FBgn0260741	FBgn0250732	10905
FBgn0028996	FBgn0261963	10906
FBgn0038551	FBgn0043457	10907
FBgn0032600	FBgn0028895	10908
FBgn0260741	FBgn0043457	10909
FBgn0023094	FBgn0015664	10910
FBgn0034726	FBgn0028895	10911
FBgn0035036	FBgn0034217	10912
FBgn0026427	FBgn0038551	10913
FBgn0004050	FBgn0003118	10914
FBgn0035702	FBgn0035414	10915
FBgn0033185	FBgn0034878	10916
FBgn0011763	FBgn0036661	10917
FBgn0033185	FBgn0036249	10918
FBgn0263108	FBgn0037446	10919
FBgn0025525	FBgn0037120	10920
FBgn0039044	FBgn0037921	10921
FBgn0267033	FBgn0032130	10922
FBgn0026533	FBgn0000412	10923
FBgn0004050	FBgn0267978	10924
FBgn0035769	FBgn0040366	10925
FBgn0039712	FBgn0037877	10926
FBgn0263112	FBgn0037555	10927
FBgn0037634	FBgn0011648	10928
FBgn0039740	FBgn0039355	10929
FBgn0002723	FBgn0004396	10930
FBgn0003866	FBgn0086680	10931
FBgn0033762	FBgn0004050	10932
FBgn0040929	FBgn0027951	10933
FBgn0086655	FBgn0031610	10934
FBgn0037876	FBgn0036248	10935
FBgn0025635	FBgn0039712	10936
FBgn0030680	FBgn0050020	10937
FBgn0250732	FBgn0038301	10938
FBgn0030003	FBgn0037877	10939
FBgn0037877	FBgn0035036	10940
FBgn0003512	FBgn0043796	10941
FBgn0026160	FBgn0010768	10942
FBgn0004859	FBgn0037446	10943
FBgn0035997	FBgn0038472	10944
FBgn0030505	FBgn0034650	10945
FBgn0037877	FBgn0264075	10946
FBgn0003870	FBgn0015396	10947
FBgn0034643	FBgn0026575	10948
FBgn0030003	FBgn0037876	10949
FBgn0262937	FBgn0264075	10950
FBgn0030710	FBgn0042205	10951
FBgn0029711	FBgn0027514	10952
FBgn0032600	FBgn0032321	10953
FBgn0001990	FBgn0037621	10954
FBgn0036395	FBgn0030673	10955
FBgn0032223	FBgn0266411	10956
FBgn0038244	FBgn0029824	10957
FBgn0032223	FBgn0030710	10958
FBgn0001978	FBgn0039733	10959
FBgn0028895	FBgn0035824	10960
FBgn0038767	FBgn0033934	10961
FBgn0036395	FBgn0013753	10962
FBgn0026427	FBgn0038472	10963
FBgn0035414	FBgn0032979	10964
FBgn0030787	FBgn0037921	10965
FBgn0032587	FBgn0263240	10966
FBgn0029867	FBgn0037876	10967
FBgn0019650	FBgn0261963	10968
FBgn0086655	FBgn0032321	10969
FBgn0037446	FBgn0038549	10970
FBgn0029936	FBgn0025874	10971
FBgn0039602	FBgn0013799	10972
FBgn0039860	FBgn0050443	10973
FBgn0024244	FBgn0037722	10974
FBgn0285879	FBgn0035414	10975
FBgn0259785	FBgn0032321	10976
FBgn0028926	FBgn0031610	10977
FBgn0026533	FBgn0025635	10978
FBgn0039227	FBgn0035690	10979
FBgn0029957	FBgn0051388	10980
FBgn0011648	FBgn0000097	10981
FBgn0003866	FBgn0037877	10982
FBgn0036661	FBgn0031597	10983
FBgn0261963	FBgn0032321	10984
FBgn0037794	FBgn0005386	10985
FBgn0035690	FBgn0031597	10986
FBgn0000412	FBgn0029867	10987
FBgn0039733	FBgn0050020	10988
FBgn0041092	FBgn0022699	10989
FBgn0003598	FBgn0039712	10990
FBgn0032815	FBgn0040366	10991
FBgn0030680	FBgn0000520	10992
FBgn0010228	FBgn0016917	10993
FBgn0032587	FBgn0037634	10994
FBgn0035407	FBgn0039860	10995
FBgn0259789	FBgn0036294	10996
FBgn0000964	FBgn0031573	10997
FBgn0015664	FBgn0031391	10998
FBgn0263112	FBgn0015602	10999
FBgn0005694	FBgn0041111	11000
FBgn0051365	FBgn0038551	11001
FBgn0033185	FBgn0036661	11002
FBgn0037621	FBgn0025635	11003
FBgn0037051	FBgn0001133	11004
FBgn0028550	FBgn0036395	11005
FBgn0034945	FBgn0030710	11006
FBgn0003053	FBgn0040929	11007
FBgn0027339	FBgn0035238	11008
FBgn0036395	FBgn0037621	11009
FBgn0036661	FBgn0036248	11010
FBgn0038805	FBgn0034217	11011
FBgn0031597	FBgn0005642	11012
FBgn0035414	FBgn0030003	11013
FBgn0042085	FBgn0040929	11014
FBgn0037922	FBgn0034217	11015
FBgn0053213	FBgn0260741	11016
FBgn0024244	FBgn0040305	11017
FBgn0029957	FBgn0000412	11018
FBgn0003396	FBgn0030314	11019
FBgn0033581	FBgn0003459	11020
FBgn0001990	FBgn0027514	11021
FBgn0035997	FBgn0037031	11022
FBgn0033782	FBgn0043457	11023
FBgn0025185	FBgn0037621	11024
FBgn0014018	FBgn0013263	11025
FBgn0038551	FBgn0029867	11026
FBgn0025635	FBgn0039602	11027
FBgn0038472	FBgn0032321	11028
FBgn0052767	FBgn0013263	11029
FBgn0037794	FBgn0035993	11030
FBgn0265574	FBgn0005386	11031
FBgn0002914	FBgn0036248	11032
FBgn0001185	FBgn0053213	11033
FBgn0024244	FBgn0043364	11034
FBgn0043457	FBgn0026427	11035
FBgn0029711	FBgn0051365	11036
FBgn0034217	FBgn0030314	11037
FBgn0015602	FBgn0260741	11038
FBgn0050020	FBgn0029936	11039
FBgn0015025	FBgn0050443	11040
FBgn0034961	FBgn0036396	11041
FBgn0050020	FBgn0038301	11042
FBgn0003612	FBgn0038768	11043
FBgn0000541	FBgn0031573	11044
FBgn0036522	FBgn0034650	11045
FBgn0026575	FBgn0029957	11046
FBgn0013263	FBgn0040465	11047
FBgn0002521	FBgn0025874	11048
FBgn0038128	FBgn0039712	11049
FBgn0028926	FBgn0001133	11050
FBgn0036248	FBgn0022699	11051
FBgn0026582	FBgn0036249	11052
FBgn0003118	FBgn0038128	11053
FBgn0038787	FBgn0029936	11054
FBgn0015664	FBgn0037877	11055
FBgn0031759	FBgn0260789	11056
FBgn0038768	FBgn0022699	11057
FBgn0014343	FBgn0038741	11058
FBgn0015239	FBgn0037446	11059
FBgn0085405	FBgn0002723	11060
FBgn0262937	FBgn0262937	11061
FBgn0033569	FBgn0038767	11062
FBgn0037920	FBgn0033185	11063
FBgn0030003	FBgn0013753	11064
FBgn0038551	FBgn0031573	11065
FBgn0030314	FBgn0038767	11066
FBgn0260243	FBgn0002781	11067
FBgn0034878	FBgn0017578	11068
FBgn0037120	FBgn0030432	11069
FBgn0036004	FBgn0011655	11070
FBgn0020912	FBgn0015025	11071
FBgn0000541	FBgn0039740	11072
FBgn0035414	FBgn0033934	11073
FBgn0032321	FBgn0037620	11074
FBgn0261963	FBgn0035824	11075
FBgn0261963	FBgn0013263	11076
FBgn0029824	FBgn0032321	11077
FBgn0259789	FBgn0039860	11078
FBgn0037621	FBgn0037921	11079
FBgn0053213	FBgn0036396	11080
FBgn0029867	FBgn0036248	11081
FBgn0003612	FBgn0037031	11082
FBgn0031434	FBgn0030008	11083
FBgn0000412	FBgn0031597	11084
FBgn0013753	FBgn0034945	11085
FBgn0037920	FBgn0013753	11086
FBgn0025874	FBgn0002781	11087
FBgn0002609	FBgn0050443	11088
FBgn0019650	FBgn0029936	11089
FBgn0038472	FBgn0029867	11090
FBgn0020309	FBgn0010300	11091
FBgn0030505	FBgn0032321	11092
FBgn0030093	FBgn0037446	11093
FBgn0034946	FBgn0032321	11094
FBgn0033616	FBgn0034114	11095
FBgn0030710	FBgn0037920	11096
FBgn0028895	FBgn0038472	11097
FBgn0003612	FBgn0037446	11098
FBgn0032321	FBgn0030240	11099
FBgn0002609	FBgn0029824	11100
FBgn0261239	FBgn0051388	11101
FBgn0035036	FBgn0250732	11102
FBgn0033010	FBgn0038549	11103
FBgn0001990	FBgn0038549	11104
FBgn0037931	FBgn0250732	11105
FBgn0025635	FBgn0037446	11106
FBgn0033010	FBgn0041092	11107
FBgn0039044	FBgn0039355	11108
FBgn0053213	FBgn0030240	11109
FBgn0267033	FBgn0040465	11110
FBgn0004893	FBgn0029504	11111
FBgn0283521	FBgn0043457	11112
FBgn0265276	FBgn0015602	11113
FBgn0032223	FBgn0034217	11114
FBgn0037621	FBgn0039712	11115
FBgn0000504	FBgn0024371	11116
FBgn0259176	FBgn0027514	11117
FBgn0001297	FBgn0026582	11118
FBgn0035997	FBgn0031144	11119
FBgn0031434	FBgn0032321	11120
FBgn0036661	FBgn0039733	11121
FBgn0003460	FBgn0037876	11122
FBgn0265276	FBgn0085451	11123
FBgn0036522	FBgn0032321	11124
FBgn0037876	FBgn0030008	11125
FBgn0042696	FBgn0036248	11126
FBgn0003053	FBgn0034425	11127
FBgn0262582	FBgn0013799	11128
FBgn0037446	FBgn0036249	11129
FBgn0034945	FBgn0031144	11130
FBgn0262160	FBgn0035407	11131
FBgn0015664	FBgn0035036	11132
FBgn0039355	FBgn0035414	11133
FBgn0024244	FBgn0039329	11134
FBgn0025525	FBgn0031610	11135
FBgn0011236	FBgn0033616	11136
FBgn0016076	FBgn0034945	11137
FBgn0029504	FBgn0003567	11138
FBgn0001168	FBgn0000520	11139
FBgn0039169	FBgn0039860	11140
FBgn0038301	FBgn0000520	11141
FBgn0033569	FBgn0032512	11142
FBgn0039733	FBgn0031610	11143
FBgn0023094	FBgn0037619	11144
FBgn0030003	FBgn0260243	11145
FBgn0002733	FBgn0033762	11146
FBgn0030787	FBgn0038472	11147
FBgn0025525	FBgn0037620	11148
FBgn0030505	FBgn0015602	11149
FBgn0028895	FBgn0030673	11150
FBgn0003598	FBgn0001185	11151
FBgn0038244	FBgn0039355	11152
FBgn0004050	FBgn0034643	11153
FBgn0026573	FBgn0259785	11154
FBgn0036395	FBgn0030003	11155
FBgn0038805	FBgn0026582	11156
FBgn0051365	FBgn0030003	11157
FBgn0003963	FBgn0035238	11158
FBgn0031610	FBgn0037922	11159
FBgn0005659	FBgn0036395	11160
FBgn0022699	FBgn0032321	11161
FBgn0031610	FBgn0042205	11162
FBgn0026575	FBgn0032600	11163
FBgn0030680	FBgn0037918	11164
FBgn0029905	FBgn0030990	11165
FBgn0038768	FBgn0031610	11166
FBgn0031573	FBgn0036396	11167
FBgn0037555	FBgn0033185	11168
FBgn0000289	FBgn0031610	11169
FBgn0033934	FBgn0032321	11170
FBgn0035997	FBgn0001978	11171
FBgn0000520	FBgn0031434	11172
FBgn0002733	FBgn0270924	11173
FBgn0001168	FBgn0003460	11174
FBgn0016076	FBgn0284249	11175
FBgn0033155	FBgn0025874	11176
FBgn0036249	FBgn0037621	11177
FBgn0003598	FBgn0035721	11178
FBgn0035997	FBgn0037920	11179
FBgn0037620	FBgn0037877	11180
FBgn0024244	FBgn0262937	11181
FBgn0042085	FBgn0032321	11182
FBgn0034650	FBgn0029957	11183
FBgn0034945	FBgn0038551	11184
FBgn0003651	FBgn0039860	11185
FBgn0043364	FBgn0259176	11186
FBgn0259785	FBgn0264075	11187
FBgn0001133	FBgn0042205	11188
FBgn0043796	FBgn0029936	11189
FBgn0030093	FBgn0022699	11190
FBgn0035769	FBgn0033185	11191
FBgn0039227	FBgn0003512	11192
FBgn0042085	FBgn0038549	11193
FBgn0013469	FBgn0038472	11194
FBgn0003459	FBgn0030003	11195
FBgn0013469	FBgn0029936	11196
FBgn0050020	FBgn0038549	11197
FBgn0035036	FBgn0039329	11198
FBgn0035997	FBgn0040366	11199
FBgn0263108	FBgn0040372	11200
FBgn0015664	FBgn0013799	11201
FBgn0005386	FBgn0050020	11202
FBgn0033569	FBgn0030240	11203
FBgn0029672	FBgn0031597	11204
FBgn0050020	FBgn0033491	11205
FBgn0016076	FBgn0022699	11206
FBgn0000412	FBgn0033185	11207
FBgn0039712	FBgn0038128	11208
FBgn0026573	FBgn0031610	11209
FBgn0005386	FBgn0000412	11210
FBgn0037446	FBgn0040929	11211
FBgn0043001	FBgn0031610	11212
FBgn0032979	FBgn0005642	11213
FBgn0002521	FBgn0030710	11214
FBgn0035849	FBgn0034114	11215
FBgn0039712	FBgn0036661	11216
FBgn0038549	FBgn0025874	11217
FBgn0028550	FBgn0037634	11218
FBgn0028550	FBgn0038741	11219
FBgn0029905	FBgn0260741	11220
FBgn0027951	FBgn0027514	11221
FBgn0034643	FBgn0033491	11222
FBgn0010328	FBgn0039712	11223
FBgn0034946	FBgn0030010	11224
FBgn0036004	FBgn0037446	11225
FBgn0051388	FBgn0037876	11226
FBgn0039712	FBgn0028895	11227
FBgn0000412	FBgn0029672	11228
FBgn0037794	FBgn0035769	11229
FBgn0031759	FBgn0001990	11230
FBgn0265574	FBgn0001133	11231
FBgn0033581	FBgn0031597	11232
FBgn0002914	FBgn0040918	11233
FBgn0029824	FBgn0039350	11234
FBgn0003964	FBgn0031391	11235
FBgn0026427	FBgn0036248	11236
FBgn0265574	FBgn0038551	11237
FBgn0038549	FBgn0031597	11238
FBgn0034945	FBgn0030787	11239
FBgn0010768	FBgn0260741	11240
FBgn0265574	FBgn0260789	11241
FBgn0011763	FBgn0030314	11242
FBgn0011655	FBgn0034114	11243
FBgn0026575	FBgn0026582	11244
FBgn0040929	FBgn0037555	11245
FBgn0003612	FBgn0037617	11246
FBgn0038787	FBgn0043796	11247
FBgn0036134	FBgn0005386	11248
FBgn0030003	FBgn0037918	11249
FBgn0020309	FBgn0000520	11250
FBgn0013263	FBgn0043364	11251
FBgn0262937	FBgn0037617	11252
FBgn0052296	FBgn0037317	11253
FBgn0034650	FBgn0022699	11254
FBgn0039044	FBgn0035414	11255
FBgn0032600	FBgn0033762	11256
FBgn0037717	FBgn0037031	11257
FBgn0030673	FBgn0025635	11258
FBgn0003598	FBgn0033491	11259
FBgn0037317	FBgn0038418	11260
FBgn0270924	FBgn0050020	11261
FBgn0053213	FBgn0038128	11262
FBgn0028895	FBgn0267821	11263
FBgn0032321	FBgn0037922	11264
FBgn0003866	FBgn0010300	11265
FBgn0013753	FBgn0037617	11266
FBgn0001994	FBgn0261885	11267
FBgn0037634	FBgn0000611	11268
FBgn0010328	FBgn0034878	11269
FBgn0004893	FBgn0036134	11270
FBgn0038805	FBgn0033185	11271
FBgn0002609	FBgn0032202	11272
FBgn0259234	FBgn0029711	11273
FBgn0003598	FBgn0038767	11274
FBgn0035518	FBgn0032814	11275
FBgn0036522	FBgn0038472	11276
FBgn0042696	FBgn0011656	11277
FBgn0285879	FBgn0261963	11278
FBgn0003866	FBgn0032814	11279
FBgn0028550	FBgn0001291	11280
FBgn0026573	FBgn0013753	11281
FBgn0017578	FBgn0036396	11282
FBgn0034946	FBgn0037877	11283
FBgn0038472	FBgn0031573	11284
FBgn0052264	FBgn0264075	11285
FBgn0019650	FBgn0034534	11286
FBgn0038418	FBgn0267821	11287
FBgn0261963	FBgn0022699	11288
FBgn0003507	FBgn0004893	11289
FBgn0011655	FBgn0043457	11290
FBgn0000964	FBgn0004198	11291
FBgn0015239	FBgn0030206	11292
FBgn0038301	FBgn0038549	11293
FBgn0015903	FBgn0033934	11294
FBgn0004859	FBgn0001133	11295
FBgn0030680	FBgn0031434	11296
FBgn0039227	FBgn0003567	11297
FBgn0040929	FBgn0038551	11298
FBgn0038472	FBgn0027514	11299
FBgn0262582	FBgn0039350	11300
FBgn0039329	FBgn0053213	11301
FBgn0036124	FBgn0034878	11302
FBgn0016076	FBgn0264075	11303
FBgn0015371	FBgn0031144	11304
FBgn0003459	FBgn0033185	11305
FBgn0032295	FBgn0036396	11306
FBgn0267792	FBgn0037931	11307
FBgn0004859	FBgn0037619	11308
FBgn0032512	FBgn0024371	11309
FBgn0000520	FBgn0011763	11310
FBgn0034599	FBgn0034961	11311
FBgn0036124	FBgn0036249	11312
FBgn0035769	FBgn0031573	11313
FBgn0003396	FBgn0037922	11314
FBgn0037445	FBgn0260741	11315
FBgn0033581	FBgn0033185	11316
FBgn0005659	FBgn0034379	11317
FBgn0037920	FBgn0031610	11318
FBgn0042205	FBgn0037876	11319
FBgn0015664	FBgn0035824	11320
FBgn0040372	FBgn0000289	11321
FBgn0030240	FBgn0037922	11322
FBgn0025635	FBgn0001990	11323
FBgn0037876	FBgn0051441	11324
FBgn0039169	FBgn0001133	11325
FBgn0040929	FBgn0051365	11326
FBgn0030003	FBgn0034946	11327
FBgn0040929	FBgn0038472	11328
FBgn0052264	FBgn0037722	11329
FBgn0015239	FBgn0261239	11330
FBgn0027951	FBgn0036134	11331
FBgn0032202	FBgn0035824	11332
FBgn0026533	FBgn0010300	11333
FBgn0039227	FBgn0026427	11334
FBgn0001133	FBgn0039740	11335
FBgn0002781	FBgn0043457	11336
FBgn0036004	FBgn0039733	11337
FBgn0042205	FBgn0051365	11338
FBgn0037876	FBgn0030093	11339
FBgn0033934	FBgn0035036	11340
FBgn0033581	FBgn0031573	11341
FBgn0039209	FBgn0031610	11342
FBgn0025635	FBgn0001133	11343
FBgn0000575	FBgn0003651	11344
FBgn0038767	FBgn0011648	11345
FBgn0038767	FBgn0025185	11346
FBgn0030680	FBgn0037620	11347
FBgn0051365	FBgn0037446	11348
FBgn0003053	FBgn0005612	11349
FBgn0037446	FBgn0250732	11350
FBgn0003866	FBgn0037920	11351
FBgn0035997	FBgn0000611	11352
FBgn0028895	FBgn0037877	11353
FBgn0002914	FBgn0026160	11354
FBgn0034878	FBgn0035993	11355
FBgn0013753	FBgn0026533	11356
FBgn0005694	FBgn0027503	11357
FBgn0035769	FBgn0051441	11358
FBgn0036248	FBgn0021872	11359
FBgn0011655	FBgn0025800	11360
FBgn0037931	FBgn0038472	11361
FBgn0015025	FBgn0030673	11362
FBgn0000520	FBgn0037446	11363
FBgn0262582	FBgn0026575	11364
FBgn0036294	FBgn0015025	11365
FBgn0020912	FBgn0003507	11366
FBgn0037794	FBgn0260789	11367
FBgn0036004	FBgn0034945	11368
FBgn0039712	FBgn0037620	11369
FBgn0003507	FBgn0004656	11370
FBgn0038472	FBgn0035036	11371
FBgn0042085	FBgn0039227	11372
FBgn0032600	FBgn0028926	11373
FBgn0039733	FBgn0000412	11374
FBgn0002521	FBgn0035769	11375
FBgn0014018	FBgn0284249	11376
FBgn0034945	FBgn0036395	11377
FBgn0085450	FBgn0004893	11378
FBgn0029936	FBgn0035721	11379
FBgn0011763	FBgn0039733	11380
FBgn0038768	FBgn0036248	11381
FBgn0037921	FBgn0037634	11382
FBgn0032587	FBgn0037876	11383
FBgn0284249	FBgn0037621	11384
FBgn0284249	FBgn0037931	11385
FBgn0260741	FBgn0034946	11386
FBgn0035769	FBgn0038472	11387
FBgn0036395	FBgn0053213	11388
FBgn0040929	FBgn0036249	11389
FBgn0001168	FBgn0003118	11390
FBgn0039209	FBgn0015025	11391
FBgn0035769	FBgn0035849	11392
FBgn0284249	FBgn0017578	11393
FBgn0031597	FBgn0040929	11394
FBgn0003028	FBgn0264075	11395
FBgn0015239	FBgn0036248	11396
FBgn0001990	FBgn0036248	11397
FBgn0028996	FBgn0003460	11398
FBgn0019650	FBgn0001185	11399
FBgn0039602	FBgn0013753	11400
FBgn0031759	FBgn0015664	11401
FBgn0003870	FBgn0085451	11402
FBgn0035993	FBgn0003567	11403
FBgn0036004	FBgn0001185	11404
FBgn0267792	FBgn0035721	11405
FBgn0261239	FBgn0016076	11406
FBgn0025874	FBgn0003567	11407
FBgn0034961	FBgn0034599	11408
FBgn0000412	FBgn0039733	11409
FBgn0000289	FBgn0013799	11410
FBgn0029867	FBgn0013753	11411
FBgn0014018	FBgn0035993	11412
FBgn0020912	FBgn0259938	11413
FBgn0260243	FBgn0034945	11414
FBgn0029867	FBgn0043457	11415
FBgn0034878	FBgn0032295	11416
FBgn0037877	FBgn0043796	11417
FBgn0010300	FBgn0038768	11418
FBgn0043001	FBgn0284249	11419
FBgn0003118	FBgn0030206	11420
FBgn0263102	FBgn0034114	11421
FBgn0011648	FBgn0041092	11422
FBgn0037620	FBgn0038549	11423
FBgn0035414	FBgn0017578	11424
FBgn0034570	FBgn0015602	11425
FBgn0052296	FBgn0085432	11426
FBgn0025525	FBgn0019650	11427
FBgn0043001	FBgn0031391	11428
FBgn0039712	FBgn0038767	11429
FBgn0031573	FBgn0038767	11430
FBgn0030673	FBgn0029936	11431
FBgn0005659	FBgn0001222	11432
FBgn0003507	FBgn0027951	11433
FBgn0004050	FBgn0000575	11434
FBgn0004198	FBgn0035036	11435
FBgn0037717	FBgn0052296	11436
FBgn0035690	FBgn0002914	11437
FBgn0259211	FBgn0000567	11438
FBgn0004050	FBgn0035690	11439
FBgn0036248	FBgn0036249	11440
FBgn0027503	FBgn0031610	11441
FBgn0037446	FBgn0000520	11442
FBgn0030659	FBgn0036396	11443
FBgn0038472	FBgn0039712	11444
FBgn0030240	FBgn0037876	11445
FBgn0029824	FBgn0025185	11446
FBgn0042085	FBgn0037876	11447
FBgn0035036	FBgn0038301	11448
FBgn0028550	FBgn0037922	11449
FBgn0031597	FBgn0035993	11450
