	A_V_0_5	A_V_1	A_V_2	A_V_3	A_V_4	A_V_5	A_V_6	A_V_8	A_V_12	A_V_24	B_V_0_5	B_V_1	B_V_2	B_V_3	B_V_4	B_V_5	B_V_6	B_V_8	B_V_12	B_V_24	C_V_0_5	C_V_1	C_V_2	C_V_3	C_V_4	C_V_5	C_V_8	C_V_12	C_V_24
FBgn0259176	584.842132396498	528.043767370567	553.531558859384	565.023930762446	517.076419636185	545.944674090701	519.235279818293	547.596994203471	532.864119850671	570.706084858331	514.515791816212	557.775418583229	589.156204767334	543.846106209884	518.290265064659	484.885530025823	519.265032372334	549.567194033873	525.215434479845	575.209806249029	565.561593317908	514.240006161881	570.757771780377	506.545675037099	565.090181046757	541.729619904309	543.891913703977	506.331989295081	553.200105635716
FBgn0259211	69.6116482479784	66.219492691901	74.6988228114889	61.320020660132	62.1902203406199	67.5877656212833	63.4967001162195	80.1764655663951	69.1169968754883	86.3294981394895	62.8948566993613	65.3916750327861	71.0095183288855	65.8856545945673	64.2844628665103	56.7339735234427	64.4277234861644	69.4748519118822	59.0963299390376	65.337870072402	68.057265249096	60.8200827949123	68.6672026057119	65.4591215078048	65.4519005401272	58.7133963932951	58.8293236419718	58.7928890288589	69.7972055526705
FBgn0259234	124.988105505921	116.936867947193	121.91800510373	119.759937873375	105.57377611088	116.92940440184	117.888213045962	93.1652891485798	105.682680828556	110.165252846216	117.155783756783	117.419575207681	132.592994401724	108.11863486188	115.135583212477	101.012629039543	107.61084552453	113.147701742331	123.104562626255	123.00579818348	106.947131105722	110.469129974433	115.970035919801	111.738016552301	117.180838301381	117.273226797767	105.951077508787	116.093151820032	123.862658641258
FBgn0259785	71.5409598473605	70.6156155470586	70.7600743370634	68.4417310015308	79.6077562779413	72.9845073629067	75.908507912522	76.2207783845479	77.7129870171999	74.3114705562659	63.4261754465576	70.5166178180938	76.3795060383909	69.6347964459736	78.4898365663957	70.621653101629	76.4378624955985	75.7579741752251	70.4039393905763	73.3662205365918	71.2027691051467	70.6257696128676	68.6114209626529	67.0428099313807	73.5632428518032	67.2107144414965	78.9896616365369	76.0824762820564	69.448717365175
FBgn0259789	15.8516412489778	18.6025409239302	18.9609519582811	16.9140620608221	19.5012288868782	18.5545120831051	18.8812829024834	13.874425190061	18.2828419765338	18.1271916046956	14.6112655478981	17.1912637735003	19.7661249732859	18.8559781350142	17.8596546154356	17.1260622600952	18.6824384591197	15.8108076626744	16.6288374287335	17.8129025924212	16.6997659266689	13.9017332102657	16.567147988543	17.5965380397325	18.9774801254305	19.7588238952153	17.9742772481664	20.4406870883127	15.9308885712229
FBgn0259938	74.5131425815439	88.9867815838753	78.042179074664	91.5349240938606	109.901446083037	105.210765191458	101.690564261598	112.176203664323	126.845397674902	60.8913397549996	66.0163543391396	86.9294092697752	85.5199106503151	86.0097248263807	88.0630231902315	68.3796958603075	88.9817854610074	108.667114554538	132.416711586346	84.0467939219872	87.8453440526147	84.3413188962101	83.0588665149513	79.4190416859926	83.868218618838	100.02264738666	104.250808039365	112.776204625174	81.297315740022
FBgn0260243	13.7137554226354	12.3091439944414	13.2818262509698	13.6673999934197	13.2501500382077	13.0549752606889	13.7536248553623	13.4611444397188	12.9158024464296	12.2684031578741	14.8769249214962	13.1042840839512	13.3107142161145	12.2949798950531	14.1024362093065	12.3930414173053	12.8641933389939	14.6777856151864	14.5310456300317	14.228817563765	13.8974079458238	13.9017332102657	12.1603981868767	12.9041278958038	13.3658596582333	14.1280709717083	14.1365261600444	12.2727046209748	13.8399594462499
FBgn0260632	68.5687771131772	76.816462521702	75.4316132253355	62.890986176617	66.5178903127764	63.1675771471918	69.5348768819883	59.2172275133242	52.4486302047582	76.1642498086796	65.94993949574	63.8996030826333	69.9240952812195	64.8381002537332	64.2329941212209	62.6502495769302	61.7054253106926	53.2520362319393	53.723936308216	69.2445227536372	76.1211933164259	71.4325666295348	75.3052181297409	69.6822906373406	65.1458121510074	61.6823388438715	53.2913030844286	48.6762000845418	70.195477766951
FBgn0260741	8.81226108906992	9.06989557485156	10.1674669921217	9.73998620220713	10.311608699089	9.30295481175078	9.39271941341813	9.91873800821382	10.0359275766176	8.9634455724876	10.4935452571268	10.7688671184945	8.96902202545054	10.1447367743936	9.72759285970412	11.3343393866812	11.2094630754718	9.52768539933151	12.1262599095687	10.1788014813835	9.77965744335749	10.1780546718017	10.3196039659275	10.0300266826475	10.6620788876747	8.80445002584722	9.61866728415394	9.16306662579536	8.91134079452783
FBgn0260789	18.4588190859808	14.2064180687726	18.4571585487615	15.9191172337149	16.0284073042835	15.7790449016988	17.5394658434236	14.582906476362	18.9373589924002	15.5232856283305	15.8067327290898	15.6343191298626	17.9380440509011	15.7133151125119	16.3670610020419	13.514020037966	15.960140283648	15.7078056583573	19.8011079535996	15.375724772935	16.0134741762579	13.7776105923169	15.2841701981845	15.4849534749646	16.9879055961515	15.8684855117014	15.6910582463723	18.2432095717193	15.3832642765871
FBgn0261239	32.4854358490566	31.9297344216713	33.1129668256937	30.1101723992962	28.9045611720579	31.7636799649833	31.5806229257273	26.9222888794375	28.6678452949468	31.9979984403328	30.0195092165906	32.3714740489685	35.5904504576795	30.7650169571285	30.4180284660589	26.0316146353447	27.3297385459123	30.0765852605924	31.5180426341534	32.4001286590518	33.6854867493425	33.947536008997	29.9547423227192	30.3833556819381	34.1288553868629	29.8429904945868	28.5645270862753	30.3500668329511	32.0609132495861
FBgn0261885	233.968139092643	243.31383128862	249.606734716502	238.682027471291	251.859706774641	223.013927780037	234.961751448924	216.027752214609	244.09121245043	246.970466835245	198.846041138213	241.845401311733	264.843223630501	234.211096834914	241.388415407473	222.638809381238	240.950077727047	226.604409497614	221.649611511611	242.46335218859	222.93043692519	213.552964180912	213.364784700933	219.604794735861	249.308992938115	247.44599665666	232.402546906022	266.350859747101	226.766242006001
FBgn0261963	7.76938995426874	6.8949716359841	7.69429934538941	6.80751723810176	7.26621131127518	7.60683597866915	5.99025472794523	8.50177543561185	6.85061143273463	9.26389626206819	6.50865465315461	7.39548705727938	7.82647144896003	7.71882145877776	6.53653065175885	7.28636103429506	6.93919142767305	7.21014030219682	5.32122797719472	6.45135305158111	6.519771628905	6.08200827949123	6.30332566567461	6.62802932829923	7.14206241279642	5.528375597625	6.31528660070713	7.38020750855915	6.42213945527424
FBgn0262160	497.65810552712	464.045473594957	441.918418950372	486.318558386546	481.012503201547	523.946526801036	494.076209960923	599.552288532211	524.137226305786	567.851803307315	465.900126447751	495.692250918174	488.154733805573	425.803272329576	485.967893022891	431.140832824143	486.330562288686	483.645911270931	452.764868944193	516.71753858136	494.987924983971	455.343823945175	457.130564869057	433.813317806205	479.1303584356	451.637573128198	487.783021213079	486.140073246383	495.799122752529
FBgn0262582	213.31929062358	214.345695422002	217.821950515905	216.060124033907	210.132419759156	211.963456594808	208.700474721612	189.518744085514	211.670802931183	199.799708571092	189.28230368868	226.665191036265	236.05094910294	212.598396750336	208.911637129836	184.463259688735	200.275740281764	204.149972556487	204.764945814743	224.076995991584	213.837071232244	216.469845702708	215.149797278823	203.005393851714	207.068795239576	212.381762542094	198.59147402839	220.203831898639	218.004253291829
FBgn0262636	83.2732601138737	82.0918099478912	85.8738766226497	82.580420649896	78.0583435718605	81.8762818514862	76.3877282907576	53.372256901341	77.2766423399557	74.2113203264057	79.8306417662432	82.9721749671959	84.8343803044207	83.4735406327823	79.3648052363162	72.9258869329873	77.5588088031457	77.9210162658842	82.3767023392645	76.0901251583705	78.4088324844627	81.548559992362	86.1826385262591	84.2874172103186	82.2867619417188	80.2126348285034	73.403061951296	78.4872629983285	72.93359924013
