"Time"	mqsA	mqsR	alaS	yccA	cpxR	psd	dsbA	motA	ydeH	bacA	ftnB	yidQ	ppiD	rseA	rdoA	cheA
280	0,7801700	0,8185931	0,6325184	0,8172807	0,0423312	0,4534613	0,0809544	0,9824011	0,4297778	0,0507346	0,7513082	0,3419458	0,5130571	0,9992640	0,7994820	0,1200644
300	0,7802912	0,8183427	0,6325184	0,8196211	0,0423313	0,4511000	0,0809544	0,9824010	0,4305231	0,0507346	0,7544684	0,3430314	0,5146433	0,9992640	0,8018484	0,1173237
320	0,7803757	0,8181665	0,6325184	0,8211615	0,0423313	0,4494889	0,0809544	0,9824010	0,4310149	0,0507346	0,7566495	0,3437659	0,5157424	0,9992640	0,8034486	0,1155158
340	0,7804334	0,8180430	0,6325184	0,8221713	0,0423313	0,4483943	0,0809544	0,9824010	0,4313392	0,0507346	0,7581501	0,3442619	0,5165025	0,9992639	0,8045298	0,1143281
360	0,7804722	0,8179567	0,6325184	0,8228308	0,0423313	0,4476531	0,0809544	0,9824010	0,4315530	0,0507346	0,7591797	0,3445962	0,5170275	0,9992639	0,8052598	0,1135506
380	0,7804981	0,8178968	0,6325184	0,8232603	0,0423313	0,4471530	0,0809544	0,9824010	0,4316940	0,0507346	0,7598846	0,3448214	0,5173897	0,9992639	0,8057524	0,1130433
400	0,7805152	0,8178555	0,6325184	0,8235392	0,0423313	0,4468164	0,0809544	0,9824010	0,4317869	0,0507346	0,7603662	0,3449729	0,5176393	0,9992639	0,8060848	0,1127133
420	0,7805265	0,8178272	0,6325184	0,8237199	0,0423313	0,4465904	0,0809544	0,9824010	0,4318481	0,0507346	0,7606946	0,3450747	0,5178112	0,9992639	0,8063090	0,1124992
440	0,7805340	0,8178080	0,6325184	0,8238366	0,0423313	0,4464392	0,0809544	0,9824010	0,4318884	0,0507346	0,7609183	0,3451430	0,5179295	0,9992639	0,8064602	0,1123605
460	0,7805389	0,8177952	0,6325184	0,8239119	0,0423313	0,4463381	0,0809544	0,9824010	0,4319150	0,0507346	0,7610705	0,3451889	0,5180109	0,9992639	0,8065621	0,1122709
480	0,7805422	0,8177867	0,6325184	0,8239604	0,0423313	0,4462706	0,0809544	0,9824010	0,4319325	0,0507346	0,7611739	0,3452197	0,5180668	0,9992639	0,8066308	0,1122132
500	0,7805444	0,8177811	0,6325184	0,8239916	0,0423313	0,4462257	0,0809544	0,9824010	0,4319440	0,0507346	0,7612441	0,3452404	0,5181053	0,9992639	0,8066771	0,1121760
