lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	gadA	hdeB	yhiD	hdeA	gadC	cadA	cadB	gadB	mdtE	mdtF	betB	betT	lldD	gadY	betA	lldP	nemA	slp	dctR	hdeD	rutD	rutA	Time	Experiment
1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	760	9
0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	780	9
0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	800	9
0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	820	9
0	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	840	9
0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	860	9
0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	880	9
0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	900	9
0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	920	9
0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	1	940	9
0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	960	9
0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	980	9
0	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1000	9
0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1020	9
0	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1040	9
0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1060	9
0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1080	9
0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1100	9
