melR	crp	rhaR	rhaS	feaR	malI	zraR	mtlR	rbsR	prpR	rbsK	rhaB	malY	rbsB	prpB	prpE	rhaA	melA	prpD	rbsD	malX	rbsA	melB	zraS	rhaD	prpC	rbsC	rhaT	mtlD	mtlA	ychH	agp	Time	Experiment
0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1080	8
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1100	8
0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	9
1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	20	9
1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	40	9
0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	60	9
0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	80	9
1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	100	9
1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	1	1	120	9
1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	140	9
0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	160	9
1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	180	9
1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	200	9
1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	220	9
1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	240	9
1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	260	9
1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	280	9
1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	300	9
1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	320	9
1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	340	9
1	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	360	9
0	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	380	9
1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	400	9
1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	420	9
1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	440	9
1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	460	9
1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	1	480	9
1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	500	9
1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	520	9
1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	1	540	9
1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	560	9
0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	580	9
0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	600	9
0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	620	9
0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	640	9
0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	660	9
0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	680	9
0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	700	9
0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	720	9
0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	740	9
0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	760	9
0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	780	9
0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	800	9
0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	820	9
0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	840	9
0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	860	9
0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	880	9
0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	900	9
0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	920	9
0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	940	9
0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	960	9
0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	980	9
0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1000	9
0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1020	9
0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1040	9
0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1060	9
0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1080	9
0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1100	9
